2017-05-05 01:30:00-2017-05-05 02:00:00,监测点id
8265,10100405
3580,10306101
3413,10100604
3136,10300202
3080,10200103
1646,30606702
1215,2010046
1179,10200104
1122,10100406
1105,20507302
974,10100211
917,20501408
914,10200402
903,20507303
871,20204001
850,10100407
685,10300207
684,10300201
683,20501404
672,20507301
667,20100301
666,20501405
663,10300212
652,10200102
648,10100408
648,2010302
621,10100403
620,2010325
598,10100204
597,20500304
587,20501409
569,20501402
567,20501406
563,10300213
545,20501407
545,20501412
542,20501413
534,10100206
522,2010131
514,20501803
514,20501403
512,10100205
510,20100306
493,10200903
478,20507304
476,20501411
469,10300504
444,2010019
435,20104403
432,2010319
406,20300615
401,10300505
398,10300503
391,20301815
376,20104401
374,20507403
370,20507402
365,10100606
365,20605302
364,20104605
356,2010135
354,10103901
352,2010017
347,20501410
343,20605301
342,2010138
341,2010289
339,2010044
331,2010364
331,2010054
330,10203802
327,20104402
326,10300506
325,10200614
323,2010320
323,2010018
323,10100605
319,2010290
317,20101816
315,2010250
315,2010133
314,10203801
314,2010326
311,2010301
304,20504202
298,2010137
298,2010123
295,20504601
295,30606708
294,20501811
294,2010132
292,2010249
290,20104404
289,2010366
287,10200613
283,20506501
283,2010045
276,10200904
274,10301102
274,20506502
272,20501810
271,2010134
270,10200901
270,10301101
269,20504603
267,10103501
261,20602405
249,20104607
248,2010336
239,20504604
236,2010365
232,10300602
232,20602101
226,20502004
223,10100603
220,2010303
219,2010248
217,30606703
216,10300607
214,2010053
213,10103502
212,10101003
211,20504203
211,30606706
208,10100610
206,10100612
203,20602406
200,2010335
199,20606603
198,2010198
196,20501809
193,20501802
188,2010288
186,30606707
185,2010363
185,20602404
182,20501807
178,2010216
178,10101004
177,30606704
175,20101817
174,20501805
169,20602403
168,10101001
160,20101813
154,10107802
153,10300601
151,30606002
146,20104606
146,2010278
143,2010026
140,10101201
140,2010277
139,2010311
139,2010205
138,2010304
138,2010194
136,10107801
136,20605102
136,2010341
135,20200905
134,2010202
133,2010047
133,2010327
132,20602601
130,2010213
128,2010343
127,20605101
126,2010342
125,20502003
125,20301814
125,2010025
125,2010377
124,30605901
124,2010381
124,2010378
124,20606606
124,2010345
123,20605202
123,2010199
122,2010020
121,20602104
118,20602102
117,20602201
117,2010021
117,2010042
116,2010052
114,2010043
