2017-05-05 03:30:00-2017-05-05 04:00:00,监测点id
3986,10100405
3165,10200103
2939,10300202
2385,30606702
1389,10100211
1253,2010046
1091,10200104
771,20501408
724,20507302
643,20507303
631,10100406
613,20204001
524,10200402
511,10100407
488,20501405
487,2010302
458,10300212
454,2010325
453,10300201
442,20501404
439,20507301
438,10300207
406,20501411
405,20501406
404,10200102
390,10100408
383,10300213
379,20501409
373,20501412
364,20501407
362,20501410
358,20501403
357,20104403
354,20100301
353,20500304
350,10100403
341,20507304
339,10100204
335,20507403
324,20507402
317,20605302
314,10100205
312,20501413
311,20501402
305,2010319
304,10100206
293,2010017
288,10200903
287,10306101
282,20100306
280,20501803
277,20605301
274,2010135
260,20300615
256,20104401
245,2010132
245,2010289
244,2010044
244,2010131
242,10300504
235,10300503
232,2010320
227,20602405
226,2010045
225,2010290
224,20506501
220,2010019
218,10203802
217,2010018
214,10300505
207,20104605
206,2010133
205,20602406
202,2010326
202,20504601
201,10203801
199,10103901
199,2010137
196,10100606
194,2010123
189,20301815
189,2010138
189,30606706
187,20104402
186,20104404
185,2010134
185,10100605
181,20504604
181,10200614
177,10200901
176,30606708
174,10300506
172,2010250
169,20504603
168,20506502
167,2010054
165,2010364
162,30606707
157,20101816
156,20501811
155,2010249
153,20501810
153,20104607
153,10301102
152,2010198
147,20504202
146,10200904
144,20602404
143,20602403
142,2010303
141,2010366
139,20501807
139,30606002
138,2010336
137,20602101
134,20501805
131,20501809
130,2010365
127,2010288
126,20501802
124,20606603
124,10100603
123,30606704
122,2010216
121,10301101
120,10200613
119,2010335
119,2010213
118,10101003
117,30606703
116,10100604
116,2010301
115,2010311
112,2010248
109,30605901
108,2010194
107,10103502
106,10100612
106,2010205
105,10103501
103,2010202
102,2010363
101,20502004
101,10107802
100,10101004
98,20101813
98,20606605
97,20606606
94,20504501
91,2010219
91,2010378
90,2010345
89,20503401
89,2010304
87,20301814
87,2010042
87,2010199
87,20602601
86,10300602
86,2010163
86,2010342
85,2010287
84,2010200
84,2010190
83,2010377
82,2010309
82,2010278
81,2010025
81,2010043
79,10300607
79,20605202
79,10100610
79,20104606
79,20602104
78,20605102
78,20504203
77,2010053
77,10107801
77,30701902
77,30701903
76,20101817
76,20602201
75,20502003
75,2010031
74,2010151
74,2010020
74,20400806
73,10100609
73,2010184
73,2010195
73,2010353
73,20400805
73,20400803
72,2010062
72,10101001
72,20602102
72,20504901
72,2010026
72,2010144
72,2010346
71,2010220
70,2010193
70,30606710
69,10300601
67,2010192
66,2010149
66,2010156
65,2010002
65,2010341
65,2010021
64,2010003
64,2010308
64,2010004
64,2010185
63,30602504
62,2010182
62,20204101
62,20200905
61,20606602
61,2010305
61,20606601
60,2010331
60,2010382
60,2010167
60,2010052
59,20400804
59,2010354
58,2010072
58,20504802
58,20602103
58,30606709
58,2010343
58,20503402
58,2010203
58,20605101
57,2010047
57,2010119
57,2010141
57,2010154
57,2010337
56,30608002
56,2010166
55,2010327
54,2010273
54,2010191
54,2010060
54,2010183
53,2010306
53,20400802
53,2010050
52,2010328
52,2010040
52,2010268
51,10101201
51,2010117
51,2010078
51,2010189
51,20400801
51,2010375
50,2010211
50,20501808
50,20300701
50,10104301
50,2010036
49,2010165
49,2010357
49,20101812
49,20200906
48,20504801
48,2010217
47,20606604
47,2010277
46,20402801
46,2010118
46,20605201
46,2010338
46,2010061
45,10107702
45,2010188
44,30707901
44,2010030
44,2010077
44,10101202
44,2010059
43,2010038
43,2010275
43,2010222
43,2010048
43,2010120
43,20504204
43,2010064
42,10101302
42,2010143
41,2010274
41,30707902
40,2010358
40,2010009
39,2010176
39,2010201
39,2010140
38,2010005
37,20504205
37,20605502
37,2010001
36,2010073
36,2010146
36,2010210
36,2010145
36,30606705
36,20807201
35,2010063
35,2010223
35,30603601
35,2010344
35,2010221
35,10107701
34,20605501
34,2010276
34,2010267
33,31006901
33,2010214
32,20501901
32,2010128
32,2010055
32,2010056
31,10207101
31,2010215
30,2010178
30,30608001
30,2010010
29,2010024
29,2010082
29,20403602
29,20807202
29,2010374
29,20602106
29,2010114
28,2010269
28,2010126
28,2010218
27,2010029
27,20602301
27,20605401
27,2010332
27,2010347
27,2010349
27,30603301
27,10101301
26,2010129
26,2010127
26,20504201
26,2010041
25,10403701
25,2010282
25,2010122
24,2010125
24,2010039
24,2010124
23,2010121
23,2010381
23,2010296
22,2010285
22,20605402
22,20501701
22,2010324
22,2010035
21,2010177
21,2010294
21,2010257
20,2010258
20,2010350
20,2010281
20,2010172
19,20605001
19,2010083
19,2010209
19,2010074
19,2010270
18,2010071
18,20602105
18,2010179
17,2010081
17,2010027
17,2010028
17,2010084
17,20807502
17,2010323
16,20602701
16,2010334
16,20807601
15,2010116
15,20807602
15,2010283
14,2010115
14,2010070
14,2010034
14,2010113
13,20807501
13,2010243
13,2010049
13,2010295
12,2010286
12,2010168
12,2010174
12,2010284
12,2010057
11,2010239
11,2010058
11,2010173
11,10207102
10,2010080
10,2010333
10,2010369
9,20605002
9,2010242
8,2010245
8,2010379
8,2010037
8,2010380
8,20507401
7,2010164
7,2010262
7,2010175
6,20504902
6,2010069
6,2010079
6,2010207
6,30602505
6,2010229
5,2010014
5,2010228
5,2010186
5,2010376
4,2010231
4,2010232
4,2010234
4,2010204
4,2010368
4,2010013
3,2010208
3,2010170
3,2010169
3,10101002
3,2010016
3,2010261
3,20501401
2,2010187
2,2010236
2,2010241
1,2010206
1,2010015
1,30602506
1,2010373
