2017-05-12 15:00:00-2017-05-12 15:10:00,监测点id
4298,20606604
1074,10200104
1011,10300202
1001,10100405
999,10200103
961,2010364
945,10300504
885,2010131
855,20500304
852,10200402
831,10200102
812,20501405
781,10300212
774,10300505
768,10300503
756,20501408
733,2010325
728,20501404
715,20100306
706,20100301
699,20501409
692,20501811
684,20501406
676,20501407
675,10100211
670,30606703
664,10300213
637,10200903
632,2010138
629,2010133
628,30606701
627,20104403
607,20501807
603,10300506
595,20501403
593,2010260
577,2010302
573,30606702
565,10200901
558,20501810
557,2010132
556,2010288
543,20104605
531,20104607
500,10306101
497,2010290
492,10100604
490,20501805
486,2010289
485,10203802
483,20602101
475,20501402
474,20501809
474,10100407
473,10203801
469,2010123
467,2010363
463,2010044
459,2010320
455,10100603
444,20606503
435,20506502
430,2010043
422,20204001
417,20504202
415,10300602
413,10100612
411,10100403
409,2010198
406,10103501
401,2010303
401,20606603
395,2010319
395,20501411
391,20606504
388,2010301
383,2010042
379,30606706
376,20502003
375,10300607
374,20602406
368,2010036
364,10103502
363,2010287
363,20602405
360,20605002
359,20501803
358,10100605
355,20504603
355,20504203
347,2010137
345,20501410
341,10100610
341,20400803
339,20400804
338,2010040
337,2010250
336,30606705
332,10100609
329,10101001
329,2010278
327,20101813
326,20104401
324,10200614
322,10100606
316,2010199
316,20602102
314,10200613
311,30606707
308,10100205
305,20104402
304,2010041
304,20605302
299,20606601
296,10101003
292,2010200
291,10300201
291,30701902
290,2010002
289,20606602
289,2010277
288,2010004
288,20300615
287,10101004
287,20400801
285,2010003
282,2010341
278,10300601
276,2010267
276,2010052
274,10100408
274,2010327
271,2010249
270,2010021
270,2010038
267,2010072
265,20104404
265,2010213
263,20507402
263,20503401
263,20403602
262,20605301
261,2010039
260,20101812
259,30606002
257,2010205
254,2010047
253,20400802
250,2010125
250,30701903
250,2010048
249,20502004
247,20504901
247,2010248
245,20602404
244,20602603
243,10100204
239,2010202
239,2010342
238,2010045
237,20503402
236,10101201
235,20606605
235,2010273
234,20606606
234,2010124
233,2010009
232,2010190
229,2010214
228,2010346
227,2010025
224,20501802
224,2010211
223,20104606
221,20504702
219,2010281
218,20504604
217,20504601
216,2010268
215,2010274
213,2010331
211,20300701
210,2010345
208,10101302
206,20501808
203,2010335
203,2010050
202,2010282
200,2010031
200,20602602
198,2010020
197,20506501
196,2010182
196,10104301
195,30606704
195,10101202
195,2010195
194,2010046
194,2010339
193,20605102
193,2010026
192,10100206
190,2010259
188,2010336
187,2010010
184,2010221
184,2010337
182,20501804
181,2010134
181,2010156
180,10300207
180,2010030
178,2010184
177,2010328
176,30606710
176,2010276
175,2010311
174,20605101
174,10101301
174,20504205
173,2010304
173,20605001
171,20605201
171,2010163
170,2010127
168,30603601
168,2010029
168,2010183
168,2010034
166,20605402
166,2010340
166,2010185
165,30707901
162,31006901
162,2010037
162,2010338
162,2010126
161,2010201
161,20504204
161,2010019
160,20605202
159,2010056
159,20602403
159,20605502
158,2010217
158,2010001
158,2010194
157,2010309
157,2010154
156,30707902
154,20200905
153,2010062
153,20807201
153,2010353
153,2010165
153,2010343
152,2010225
152,2010061
152,2010275
151,2010063
151,2010178
149,2010073
149,2010269
148,10107802
148,2010220
148,2010215
147,20504602
147,2010055
147,10107801
145,20301814
145,20504701
143,2010166
142,2010358
142,20605401
142,30603301
141,2010354
141,2010305
140,2010064
139,2010216
139,2010224
136,2010270
133,2010203
132,2010347
131,2010035
131,20602201
129,2010210
129,20504201
129,2010357
127,20602104
127,20602106
127,2010119
126,2010024
125,20602103
123,2010351
120,2010306
119,2010122
118,10301102
118,2010005
118,2010027
118,10301101
115,2010192
115,20507403
115,2010120
115,2010329
115,10100203
114,2010188
112,2010179
112,2010149
111,2010118
111,20504801
111,2010176
111,2010193
111,2010141
110,2010330
109,20807202
109,2010266
108,2010191
107,2010113
106,20501901
105,2010151
103,2010209
102,2010344
101,2010257
101,2010219
100,30605901
100,2010121
99,20200906
99,2010308
96,2010265
94,20501412
93,2010177
92,2010114
91,30608001
90,30602505
88,2010350
86,2010060
86,2010140
85,2010324
85,10100406
83,2010349
83,2010239
83,2010296
82,2010082
82,2010117
82,10107701
82,2010059
81,20602601
80,20501701
77,2010074
77,20402801
77,2010258
75,2010333
74,2010332
74,2010028
74,20605501
74,2010218
74,10403701
70,2010130
70,2010189
70,2010283
69,2010146
67,20204101
67,20501413
66,2010334
65,2010323
65,10107702
64,2010286
64,2010241
64,30602506
63,2010116
62,2010207
61,20507304
60,2010081
59,2010242
59,2010167
58,2010374
58,2010078
58,2010115
56,20807601
56,2010295
56,20807602
56,2010285
56,2010144
55,2010143
55,30608002
55,2010262
54,2010083
54,2010243
53,2010077
53,2010018
52,2010071
51,20602105
51,2010145
51,20504902
51,20807502
50,20504802
49,2010172
47,10207101
46,20807501
46,2010284
42,10103901
39,2010013
39,20507303
38,2010375
38,20507301
37,2010245
37,20507302
37,2010173
37,2010070
36,2010175
36,2010084
34,2010049
34,2010079
34,2010379
31,2010080
31,2010174
30,2010228
29,20602301
29,10207102
28,2010378
28,2010186
27,2010380
27,2010187
26,2010230
25,2010240
25,2010261
24,2010016
24,2010014
24,20507401
23,20101816
23,2010368
23,2010170
22,2010169
22,2010229
22,2010369
21,2010164
20,2010377
20,2010015
19,2010232
17,2010111
16,2010231
16,20602701
16,2010057
16,2010058
16,2010069
15,20301815
13,2010373
12,2010168
11,2010237
9,2010233
9,2010135
8,20101817
8,2010235
8,2010236
7,31007001
5,2010234
5,2010226
4,2010376
1,20501401
1,2010227
