2017-05-04 16:30:00-2017-05-04 17:00:00,监测点id
3464,20507303
3386,20507304
3349,30606706
3276,10100211
3143,20504601
3007,20501810
2971,2010131
2964,30606702
2955,20507302
2903,30606708
2888,20507301
2810,30606707
2784,2010018
2741,2010054
2566,20104403
2529,20602103
2470,10100403
2383,20501805
2284,20204001
2117,20501803
2116,30606704
1993,10100205
1938,10300201
1834,20101813
1717,20504602
1708,20602104
1706,30606710
1669,10100204
1654,30606709
1600,20504603
1551,20101812
1507,20501802
1507,20104401
1465,2010073
1433,20504604
1399,10300207
1385,20104402
1375,10100206
1351,20301814
1316,20501804
1261,20400801
1172,20104404
1121,20501809
1092,2010042
1068,2010043
964,2010040
913,2010021
843,2010036
802,20602404
775,2010052
761,20602405
746,2010038
740,20400802
721,10100406
710,2010047
709,2010041
708,2010039
707,20602406
642,2010135
635,2010048
577,20602106
568,20501808
564,20602403
547,2010055
540,2010050
482,20101816
457,20301815
429,2010056
417,30603301
392,2010128
386,2010127
375,2010126
355,2010037
355,20807202
337,2010129
320,20101817
254,20402801
210,10104301
200,20605002
180,2010049
159,20602105
125,30602505
80,20507401
78,30602506
60,20501401
20,31007001
