2017-05-23 19:50:00-2017-05-23 20:00:00,监测点id
2965,20507302
2922,2010222
2553,20501810
2533,20507304
2404,20507303
2277,2010018
2042,2010223
2032,20504601
1653,20507301
1560,2010041
1509,2010073
1454,20400802
1404,20400801
1141,10200104
1134,2010039
1128,10200903
1076,2010054
1067,2010047
1065,2010021
1061,2010051
1061,10300202
1026,10200102
1015,2010050
1004,10300201
978,20501805
908,10300207
907,20101812
897,10100405
893,30606706
891,10300212
889,10100211
888,2010052
865,20100301
855,20501803
848,10100205
843,20301814
831,10100403
825,20504604
824,10100204
821,10100206
816,30606702
811,10300504
811,20500304
810,20501405
787,2010364
763,10100408
759,10200103
745,20501804
738,20101813
734,30606707
725,10300503
723,2010131
723,20104402
701,10100404
689,20104607
676,2010129
662,20501409
658,20501407
648,20501404
638,30606708
636,10300505
618,10300506
615,10100605
612,10100406
608,20104605
604,20104403
585,2010127
583,30606703
574,20100306
567,20501408
565,2010042
561,20501402
560,20501406
559,2010138
558,10100203
552,10200904
545,30606704
541,20104401
539,10100606
537,2010048
529,10200901
526,10300213
515,30606701
513,2010289
504,20501403
502,20504202
497,20501811
497,20602101
473,2010044
470,2010126
466,10300601
461,2010288
457,20501807
453,10301101
451,2010137
442,30606710
442,10104301
441,10301102
438,20501411
436,10100407
434,2010128
430,10203802
423,2010325
422,20504603
414,20506501
409,10203801
408,20506502
404,10306101
404,2010326
401,10100603
391,20501413
386,20606603
383,2010381
381,2010363
380,10100604
374,2010320
372,10100610
368,2010290
364,20606503
364,20501410
359,20501412
357,20502004
349,10200614
344,2010301
342,20204101
335,2010287
333,10300602
324,2010123
320,10100609
316,10103501
315,20502003
315,30606709
315,2010302
315,20300615
307,20605301
306,20602102
304,10103502
302,2010382
302,2010341
299,2010277
299,20606504
298,2010020
298,2010053
298,2010250
293,30606705
293,10100612
287,2010336
278,20400804
270,2010249
270,2010374
268,20503402
267,10101004
267,2010278
266,2010198
264,10101001
262,20504203
258,2010248
253,2010199
251,10101201
248,20605302
247,10101003
247,2010337
244,2010335
236,20104606
235,10200613
234,2010216
233,30606002
231,20200905
228,20606601
228,30701903
224,20507402
224,20602602
223,2010342
222,20504702
222,2010025
221,2010003
220,2010002
220,2010004
220,20606602
219,2010205
218,20504901
212,20104404
212,20602201
212,2010202
211,20403602
211,2010319
211,20602603
210,20606606
208,20602104
206,20501901
204,2010005
202,2010045
201,20605101
198,20501809
197,20507403
195,30701902
194,2010034
192,2010035
192,2010040
192,20400803
192,20503401
191,2010026
190,2010019
190,2010046
189,2010282
189,2010267
187,20606604
185,20602403
185,2010303
183,2010009
183,2010043
182,20602405
182,10101302
181,2010345
180,20602404
179,2010036
177,2010260
176,2010213
176,2010304
175,2010346
175,20504201
172,20602103
170,2010328
169,2010274
166,2010340
166,20300701
163,2010331
163,2010200
161,2010338
159,20605202
159,10107802
159,20606605
158,2010353
158,2010156
157,2010211
157,2010276
156,2010214
155,2010184
154,2010327
154,30707902
152,10101202
151,2010309
149,2010182
148,2010357
148,2010024
148,20605502
148,2010061
147,2010183
146,2010064
145,2010281
145,2010217
145,20504501
144,20504204
144,2010273
144,2010259
143,20602406
143,2010354
143,2010358
141,20504205
139,2010330
139,2010038
138,30603601
138,2010027
138,20605001
137,2010185
137,2010125
136,2010268
135,30707901
135,2010191
134,2010010
133,20605201
133,2010134
132,2010275
132,2010165
132,2010154
131,20807201
130,10107801
130,2010141
130,2010219
129,2010351
129,2010124
129,2010305
127,20605402
124,20204001
123,2010063
123,20605401
123,2010308
122,20504701
121,2010072
121,2010194
119,2010163
118,10101301
118,2010030
117,2010220
116,2010031
116,20605102
115,2010062
114,20605002
114,2010347
113,20200906
112,2010210
111,2010167
110,2010195
109,2010049
107,2010190
107,2010269
107,2010028
106,2010224
106,2010121
105,2010179
105,2010120
103,2010178
102,20602601
101,10107701
101,2010306
100,2010166
100,2010151
99,2010209
98,10107702
97,2010118
97,2010270
96,2010193
96,2010122
96,20504801
94,2010332
94,2010203
92,2010117
91,31006901
90,20602106
90,20504802
89,2010119
89,2010188
86,20807202
85,2010221
85,30605901
83,2010329
83,2010001
82,2010192
82,2010266
81,2010114
80,2010349
79,2010149
79,2010140
79,20605501
77,2010218
75,2010176
73,2010177
73,30608002
71,30608001
69,10207101
69,10103901
68,2010265
68,2010324
67,2010059
67,2010037
66,10403701
65,2010225
64,2010074
64,2010060
64,2010082
63,20501701
63,2010078
62,2010144
62,2010143
62,2010071
62,2010296
62,2010081
61,20504902
60,20807601
59,20501808
59,2010189
59,2010285
59,2010130
58,2010258
58,2010350
58,2010201
57,2010334
55,2010029
54,2010294
54,20602301
54,2010243
54,2010295
54,30603301
53,2010116
53,2010077
53,2010279
52,2010207
51,2010286
50,2010257
50,2010113
49,2010339
48,2010375
48,30602505
47,20807501
47,20807502
47,2010283
44,2010262
44,2010083
44,2010284
44,2010333
44,2010146
43,2010378
43,20807602
43,2010145
42,2010323
42,2010280
40,2010172
40,2010173
39,2010115
39,2010242
39,2010379
38,2010084
37,2010239
36,2010079
35,20602105
35,2010380
35,2010377
33,2010070
31,2010174
31,2010245
28,2010229
28,2010241
26,10207102
25,2010175
24,20602701
24,2010261
22,30602506
22,2010368
22,2010240
21,2010231
20,2010080
20,2010228
19,2010170
19,2010069
17,2010186
15,2010187
15,2010204
14,2010169
14,2010057
14,2010111
13,2010058
12,2010206
12,2010373
11,2010230
10,2010376
10,20507401
10,2010208
10,2010164
9,2010369
9,2010235
9,2010236
6,2010237
5,2010233
4,2010234
3,31007001
2,2010227
1,2010232
1,2010168
