2017-05-02 19:30:00-2017-05-02 20:00:00,监测点id
5106,10100206
5015,10100204
4852,10100404
4800,10300207
4778,20504602
4588,10100406
4582,10100205
4367,20504604
4225,20501803
4164,20501802
4073,20501804
3212,10300201
3107,10300202
2837,10200104
2703,10100403
2683,10100405
2574,20101813
2544,10200102
2446,20501405
2443,2010131
2365,10200103
2341,20100301
2153,10300503
2149,10200402
2085,10100211
2063,20507303
1973,2010054
1941,20507302
1923,20104403
1923,10300505
1921,20500304
1887,20501404
1878,30606702
1860,20104402
1850,20104401
1817,20501402
1804,20104605
1769,20100306
1768,20501409
1725,20501407
1662,2010132
1641,10300212
1640,20501406
1538,20501403
1524,20504202
1506,2010044
1484,10203801
1481,20301814
1417,20501811
1379,20104607
1374,20501807
1329,10203802
1322,20501810
1300,20507301
1289,20507304
1288,20504603
1286,20501805
1264,2010133
1235,10306101
1181,20504601
1172,2010123
1159,20606603
1135,10300213
1090,2010250
1068,10100603
1022,2010135
1020,10100604
998,20300615
995,20502004
964,20502003
924,10103501
924,10103502
916,2010053
913,10300602
912,20605301
887,20400801
865,20504203
857,30606705
850,20101816
835,2010073
831,20104404
808,2010042
789,20605302
766,10100612
758,20503402
756,10101001
755,20602404
751,20400802
747,2010043
747,30701903
744,20507402
737,20104606
735,2010025
722,20504901
719,20507403
718,20301815
717,30606002
705,20606602
694,10101004
685,2010021
683,20400805
681,20400806
678,2010040
677,2010020
672,2010026
670,10101003
667,20602602
664,20602405
661,2010046
657,20501809
656,2010017
654,2010003
653,20200905
652,2010036
651,2010002
646,20602603
636,2010018
625,20503401
622,20606604
621,30701902
613,20605101
607,2010045
605,20602403
603,20606601
602,2010019
600,2010048
598,2010134
587,20606606
568,2010047
565,2010009
559,2010035
555,2010052
554,20605202
546,20101812
543,20602103
529,10101302
523,2010038
521,10107802
519,20605102
507,2010034
505,20602406
503,2010010
495,20606605
486,20605502
485,2010055
477,20200906
477,20504204
475,20300701
473,20101817
460,20605402
459,20605001
452,20602104
448,20605201
442,30707902
440,2010072
437,2010030
434,30602504
427,20504501
422,2010064
421,2010005
418,2010128
416,2010027
415,10107801
412,2010141
407,2010063
406,2010031
396,30707901
394,2010061
392,2010126
385,20504205
382,2010050
374,20602106
373,20605401
371,2010062
367,2010024
356,2010121
354,2010039
352,2010124
349,2010049
345,2010120
344,2010125
337,2010041
326,10101301
318,2010119
315,2010122
311,2010028
302,10107701
302,20504802
301,20504801
292,2010118
287,2010056
280,10107702
274,20501808
274,31006901
271,2010140
270,20807202
269,2010129
264,2010001
262,30608002
257,30603301
251,20605501
249,2010029
243,20204101
243,2010127
238,30608001
236,20402801
233,2010078
232,2010117
219,10403701
202,10207101
198,2010060
198,2010082
195,2010059
189,2010081
188,2010077
186,2010037
186,20504902
172,20807501
171,30602505
170,2010071
166,2010074
161,10104301
159,20807601
150,20807502
145,2010374
134,20807602
134,2010375
127,2010084
126,2010015
120,2010379
104,2010070
104,2010014
103,2010380
102,2010083
100,30602506
99,20602105
96,20204001
93,10207102
91,20605002
80,2010004
79,2010079
68,2010080
62,2010069
61,10200903
52,10100408
51,2010013
48,2010016
45,10300504
44,2010057
43,2010058
42,30606703
41,10100407
41,20507401
41,2010365
41,10200904
40,20501408
39,10200901
38,2010366
35,30606701
32,2010364
31,2010363
29,2010302
29,2010325
28,10300506
27,2010289
27,20506501
27,20400804
27,2010138
26,2010137
26,2010319
26,2010288
25,20506502
25,2010290
23,20501410
22,20501411
22,20602101
21,10100609
21,10100610
21,10300607
19,20602102
19,2010287
18,2010205
18,20400803
18,2010278
18,20501412
18,20501413
17,10100605
17,10100606
17,2010341
17,2010277
16,10101201
16,2010335
16,2010326
16,2010320
15,2010194
15,2010248
14,2010203
14,10300601
14,2010336
14,2010182
14,10200614
14,2010331
13,2010268
13,2010199
13,2010282
13,2010198
12,2010342
12,2010353
12,10301102
12,2010258
12,2010273
12,2010249
12,2010202
12,2010345
11,2010220
11,2010311
11,10301101
11,20403602
11,2010337
11,20602601
11,2010211
11,2010223
11,2010184
11,2010274
10,2010358
10,2010276
10,2010192
10,2010214
10,2010294
10,10200613
10,2010213
9,2010346
9,2010225
9,2010195
9,2010185
9,2010281
9,2010166
9,2010267
9,2010146
9,2010382
9,10103901
9,2010215
9,2010357
9,2010308
8,2010224
8,2010304
8,2010193
8,2010309
8,2010275
8,2010167
7,2010328
7,2010190
7,2010216
7,2010354
7,2010303
7,20501701
7,2010222
7,2010209
6,20602201
6,20501901
6,20807201
6,2010305
6,2010349
6,2010295
6,2010243
6,2010270
6,10101202
6,2010218
6,2010114
6,2010176
6,2010301
6,2010332
5,2010156
5,2010165
5,20504201
5,2010178
5,2010210
5,2010306
5,2010269
5,2010338
5,2010257
4,31007001
4,30605901
4,2010327
4,2010144
4,2010221
4,2010113
4,2010283
4,2010163
4,2010286
4,2010191
3,2010343
3,2010280
3,2010344
3,2010262
3,2010333
3,2010241
3,2010350
3,2010239
3,2010285
3,2010228
3,2010219
3,2010217
3,2010189
3,2010115
3,2010143
3,2010145
3,2010175
3,2010149
3,2010154
3,2010164
2,2010200
2,30603601
2,2010334
2,2010116
2,2010151
2,2010347
2,2010242
2,2010261
2,2010170
2,2010229
2,2010173
2,2010207
2,2010188
1,2010373
1,2010368
1,2010201
1,20602701
1,2010369
1,20602301
1,2010378
1,2010377
1,2010111
1,2010296
1,2010284
1,2010279
1,2010245
1,2010240
1,2010231
1,2010204
1,2010187
1,2010186
1,2010179
1,2010177
1,2010174
1,2010172
1,2010169
1,2010168
1,2010230
