2017-05-02 19:00:00-2017-05-02 19:30:00,监测点id
5117,10100204
5022,10100206
4806,20504602
4745,10300207
4572,10100205
4172,20504604
4101,10100406
4076,10100404
3976,20501802
3926,20501803
3773,20501804
3483,10300201
3122,10200104
2875,10300202
2747,10200102
2709,10100403
2656,20101813
2653,2010131
2645,10100405
2433,20100301
2388,10200103
2343,20501405
2335,20500304
2331,10300503
2310,2010054
2242,10300505
2230,10100211
2194,10200402
2187,30606702
2177,20104403
2007,20501404
1936,20501409
1935,20501402
1907,20104402
1886,20100306
1881,20501407
1840,20104605
1792,10300212
1758,20104401
1721,20501406
1691,2010132
1603,20301814
1601,20504202
1525,2010044
1518,20104607
1514,20507304
1496,20501805
1485,2010133
1479,20501807
1455,10203801
1392,20501810
1367,20507303
1363,20501811
1362,20507301
1356,20501403
1344,20504603
1341,10203802
1293,10100603
1279,10300213
1253,20606603
1154,10306101
1147,2010123
1139,20504601
1106,2010250
1104,20507302
1091,10100604
1011,10103502
989,2010135
970,20502004
945,20605301
939,10103501
937,20300615
930,30606705
919,20502003
915,20503402
909,10300602
905,10100612
892,20400801
877,20504203
850,2010073
846,20104404
842,2010053
841,20104606
836,30701903
827,20101816
826,20602404
795,2010042
779,10101001
775,20200905
769,20605302
748,2010020
742,2010043
731,20504901
727,20606606
726,20301815
724,10101003
722,2010021
721,2010003
720,2010002
716,20507402
716,20606602
706,10101004
701,20400802
687,2010026
686,2010004
681,20501809
676,2010040
669,20503401
668,30606002
667,20507403
667,2010009
662,2010025
656,20400806
655,20400805
646,20606604
646,2010036
646,30701902
643,2010017
641,20602602
640,2010047
625,20606601
624,20101812
621,20602403
611,2010045
605,2010019
603,2010046
600,20602405
598,10101302
597,2010052
597,20602603
595,20605201
575,2010034
569,20605101
564,2010048
562,2010010
559,2010018
554,20300701
543,20602103
523,2010035
523,20605202
516,20606605
506,20101817
500,10107802
499,2010038
498,2010055
492,2010030
490,20605001
488,20602104
488,2010134
486,30707901
484,2010063
483,2010061
482,20602406
476,2010064
467,20200906
454,20605102
451,2010027
451,2010005
438,20605402
438,30707902
437,2010072
423,2010126
420,30602504
419,20605502
415,10107801
408,20504501
405,2010062
401,2010128
389,2010141
382,2010050
378,20602106
374,20504205
372,20504204
371,2010124
367,2010125
367,2010024
357,2010049
353,20605401
348,2010056
347,2010122
347,10101301
340,2010129
340,10107701
339,2010028
335,2010039
333,2010127
328,2010041
326,2010031
315,2010120
312,2010119
312,10107702
308,20504802
308,2010118
307,2010121
302,31006901
294,20501808
290,2010001
279,2010140
277,20605501
275,20504801
269,2010117
258,2010078
249,20204101
248,30608002
232,20402801
225,2010029
225,30608001
215,10207101
206,10403701
201,2010059
200,2010082
200,2010374
199,2010060
199,2010081
193,20807501
188,2010077
186,20807601
185,20504902
185,20807202
184,20807602
177,2010037
176,20807502
175,2010071
174,2010074
170,30602505
167,10104301
146,30603301
146,2010015
142,2010083
130,2010375
127,2010084
124,2010070
110,2010379
109,2010080
106,10207102
105,20605002
105,2010014
103,20602105
101,30602506
101,2010380
99,20204001
86,2010079
75,10200903
60,2010058
60,2010016
57,20507401
55,2010013
55,2010057
42,10300504
40,10300506
40,30606701
39,2010364
39,20501411
38,20501408
38,10100605
37,2010289
37,10100408
37,20602101
37,10200901
36,2010069
36,2010365
36,20501410
34,30606703
34,2010138
31,2010137
31,10200904
30,2010366
28,2010325
28,10100606
27,2010319
27,2010288
27,20400804
25,20506502
24,2010290
23,20506501
22,10100407
21,10200614
20,2010302
20,2010331
19,10301102
19,2010341
19,10300601
19,20501413
19,2010320
18,2010336
18,2010382
18,2010216
18,2010326
17,2010342
17,2010335
17,20602102
16,10300607
16,2010202
16,10200613
15,2010311
15,2010309
15,2010363
15,10101201
15,2010198
15,2010223
14,2010343
14,10301101
14,2010185
14,2010154
14,20400803
13,20602201
13,2010287
13,2010205
13,2010345
13,2010354
13,2010337
12,2010116
12,2010220
12,20403602
12,2010276
12,2010211
12,2010224
12,20501412
12,2010249
12,2010277
12,10100609
12,10101202
12,2010165
12,2010188
12,10100610
11,2010346
11,2010269
10,2010278
10,2010304
10,2010268
10,2010353
10,2010301
10,2010327
10,2010275
10,2010248
9,2010184
9,2010273
9,2010178
9,2010213
9,2010344
9,2010267
8,31007001
8,30605901
8,20501901
8,2010168
8,2010210
8,2010214
8,2010194
8,2010303
8,2010151
8,2010182
7,2010190
7,2010357
7,2010199
7,2010114
7,2010338
7,2010113
7,2010191
7,2010192
7,2010328
7,2010156
7,2010217
7,2010215
7,2010295
7,2010274
6,2010218
6,20602601
6,2010179
6,2010177
6,2010334
6,2010270
6,2010281
6,2010209
5,2010221
5,2010358
5,2010282
5,2010286
5,2010294
5,2010296
5,2010305
5,2010195
5,2010146
5,2010149
5,2010163
4,2010204
4,30603601
4,2010115
4,2010144
4,2010285
4,2010308
4,2010166
4,10103901
4,2010243
4,2010167
4,2010200
4,2010193
4,2010189
4,2010219
4,20501701
4,2010225
3,2010201
3,2010347
3,2010143
3,2010145
3,2010283
3,2010377
3,20807201
3,2010262
3,2010333
3,2010350
3,2010349
2,20602301
2,2010306
2,2010332
2,20504201
2,2010378
2,2010261
2,2010207
2,2010280
2,2010279
2,2010258
2,2010257
2,2010245
2,2010241
2,2010164
2,2010230
2,2010187
2,2010228
2,2010226
2,2010203
2,2010173
1,10101002
1,2010170
1,2010174
1,2010172
1,2010176
1,2010175
1,2010369
1,2010186
1,2010222
1,2010284
1,2010368
1,2010229
1,2010235
1,2010232
