2017-05-02 01:00:00-2017-05-02 01:30:00,监测点id
3978,10100406
1759,10300201
1406,10100405
1290,2010044
1241,2010133
1126,30606702
1097,10200402
1044,10200103
1035,20507302
997,10300202
991,10300207
983,20204001
966,10200104
965,30606706
946,20507303
923,10100211
882,20500304
882,20501404
878,20100301
877,10200102
860,10100403
860,2010042
855,20501405
836,2010132
821,20104403
815,10100204
814,20501803
805,10100205
796,2010043
768,10100206
758,20100306
756,10100404
730,30606707
723,20507301
721,2010131
717,20104401
716,20501402
712,10300212
685,10300213
682,30606704
677,20501409
667,20501810
665,20501407
662,20501406
646,20501811
632,20501802
630,20507304
627,10203801
604,2010019
564,10300503
564,20501403
561,2010135
554,10300505
539,2010040
525,2010054
503,20605302
490,10203802
489,20104605
472,2010250
462,30606708
461,20104404
452,20602404
447,20504602
438,20300615
436,20104607
434,2010030
427,20605301
423,20101816
417,20504202
416,20104402
412,10306101
406,20501804
404,2010017
397,20602603
397,20507403
396,2010038
389,20507402
381,20501809
380,2010036
374,20504601
371,20602602
364,20501807
362,2010123
350,20504603
349,2010018
344,20602406
339,20301815
336,20502003
331,20501805
316,10100604
304,10103501
303,2010073
300,10300602
295,2010046
294,20504604
289,20606603
286,20502004
282,10103502
272,20602403
271,20501808
270,20101813
260,20602104
258,20400801
258,10101003
254,10100603
252,20301814
250,2010134
243,10101004
242,10100612
239,2010025
230,20504203
228,20606606
223,30701902
217,30606002
216,20503402
212,2010053
209,20101817
208,30701903
206,10101001
205,2010045
205,2010026
203,20606602
198,20504901
197,20605102
195,30606710
194,20104606
192,20606605
191,20606601
190,30606709
184,20400806
183,20504204
179,20400805
179,20503401
179,2010020
178,20200905
176,20605101
175,30707902
175,20504501
171,30606705
170,2010021
170,20606604
169,20504205
169,2010052
168,20605202
165,30602504
163,20300701
163,2010047
161,2010031
158,20602405
157,2010010
154,2010119
151,2010048
150,2010024
147,20605201
146,20504802
144,20400802
141,10107801
140,2010118
138,2010062
135,20602103
131,30707901
130,20101812
128,2010003
128,2010002
126,2010004
124,2010072
122,10107802
119,2010120
118,20504801
117,20402801
114,20200906
112,20807202
112,2010009
111,2010375
110,2010001
109,31006901
109,2010121
108,2010063
108,2010061
108,2010141
107,2010039
106,2010064
106,20605402
106,2010077
106,10101302
106,2010005
105,2010055
104,2010117
103,20204101
102,2010041
100,2010122
99,2010049
99,2010050
97,30608002
96,2010124
90,2010125
89,2010078
88,30608001
83,20602106
82,2010056
77,2010129
77,2010015
76,2010074
73,2010127
72,10403701
71,10107701
71,30603301
71,20605401
70,2010035
70,2010029
70,2010027
70,2010060
70,2010059
70,2010082
69,2010140
67,20605501
66,2010374
65,20605001
65,20605502
62,10107702
62,10101301
59,2010071
58,2010081
58,10104301
58,2010126
58,2010034
53,2010084
50,2010037
48,2010028
48,2010128
47,10207101
47,20602105
39,20807502
39,2010083
37,2010070
37,20807501
36,20807601
33,20504902
30,2010379
29,30602505
28,10207102
27,20807602
27,20506502
26,2010380
25,10100407
24,2010016
20,20501408
20,2010325
19,2010326
19,10100408
19,20501411
18,2010320
18,2010366
17,2010080
17,30606701
16,2010069
16,20605002
16,2010138
16,2010302
16,2010365
16,2010290
15,2010249
15,20507401
15,2010079
15,2010319
13,20506501
13,30602506
13,2010137
13,2010013
13,2010014
13,2010199
12,2010364
12,20602102
12,20501412
12,10300506
11,2010311
11,2010336
11,2010335
11,10200904
10,10200903
10,10300504
10,10301101
10,20501413
9,2010058
9,2010057
9,2010277
9,20501410
9,10200901
9,2010343
8,2010287
8,2010288
8,2010354
8,2010220
8,2010216
8,10100606
7,2010198
7,2010278
7,10300601
7,2010342
7,2010203
7,10200614
6,2010190
6,2010205
6,2010363
6,30606703
6,10100605
6,2010303
6,2010381
6,2010192
6,2010353
6,10300607
6,2010345
6,2010202
5,2010341
5,2010248
5,2010182
5,2010178
5,10100609
5,2010328
5,2010309
5,10101201
5,10103901
5,10101202
5,2010337
5,2010331
4,20400803
4,10200613
4,2010306
4,2010163
4,2010346
4,2010304
4,2010382
4,2010151
4,2010294
4,2010193
4,2010184
4,2010223
4,20403602
4,20602101
4,2010219
3,30605901
3,20602201
3,2010217
3,2010185
3,2010145
3,20501701
3,2010188
3,10301102
3,2010116
3,2010378
3,2010268
3,20602601
3,2010289
3,2010154
3,2010286
3,2010165
3,2010274
3,2010156
2,2010164
2,2010143
2,2010344
2,30603601
2,2010166
2,2010177
2,2010358
2,2010144
2,2010357
2,2010349
2,2010347
2,20400804
2,2010210
2,2010200
2,2010295
2,2010201
2,2010267
2,2010334
2,2010280
2,2010229
2,2010282
2,2010283
2,2010224
2,10100610
2,2010269
2,2010273
2,2010218
2,2010189
2,2010305
2,2010211
2,2010213
2,2010333
1,2010239
1,31007001
1,2010195
1,2010209
1,2010257
1,2010149
1,2010237
1,2010207
1,2010221
1,2010228
1,2010208
1,2010115
1,20807201
1,2010204
1,2010338
1,2010275
1,2010350
1,20501901
1,2010332
1,2010327
1,2010179
1,2010187
1,2010308
1,20504201
1,2010296
1,2010191
1,2010377
1,2010284
1,2010176
1,2010175
1,2010279
1,2010172
1,2010376
1,2010167
1,2010276
1,2010168
