2017-05-03 17:00:00-2017-05-03 17:30:00,监测点id
4982,20507304
3607,20507302
3455,2010131
3274,20507303
3197,10200102
3175,10300503
3047,10100211
2895,20100301
2806,30606706
2746,2010054
2724,20501409
2667,30606702
2663,20501810
2652,20104403
2583,20507301
2536,10100403
2512,20501407
2403,20100306
2290,30606707
2266,20501805
2264,20501803
2252,30606708
2219,20501402
2178,20501406
2172,10300201
2159,20204001
2145,10100205
2075,2010132
2068,20104605
2052,2010133
2012,20501403
1878,2010073
1877,20504602
1837,20104607
1826,10100204
1786,10203802
1717,10100206
1707,20104401
1702,10300207
1668,20104402
1614,20504604
1562,20501802
1561,20502003
1546,20501804
1504,20504601
1470,20504603
1462,20301814
1440,30606709
1435,20400801
1428,30606710
1396,10103501
1368,2010123
1298,20104404
1278,10100612
1264,20504203
1258,20502004
1223,2010250
1208,2010043
1201,2010042
1162,30606704
1129,10200103
1114,10100405
1111,2010003
1109,20101812
1108,2010004
1102,20602103
1100,2010002
1036,20300615
1027,2010021
1022,2010040
1006,20101813
1006,20602104
971,20400802
971,20501809
965,10300202
963,20602404
960,10200104
955,10100406
923,20507403
896,2010036
892,20507402
885,20602406
850,20602405
845,2010025
814,10100404
808,20104606
808,20501405
807,2010009
780,2010052
771,20501404
768,10200402
763,10300505
756,2010030
749,20504501
724,2010039
722,2010041
710,20501808
710,2010035
705,2010048
694,20300701
688,2010047
665,2010044
657,2010072
656,20605202
640,20602602
639,2010038
636,2010034
634,20602403
628,2010135
625,20605502
609,20602106
608,2010125
603,20501811
603,20301815
602,2010050
598,2010134
596,2010061
596,2010124
591,20605201
588,2010024
580,2010128
576,20501807
576,2010126
574,20605402
571,10107801
568,10107802
555,10203801
550,10300212
549,30602504
540,2010063
539,2010064
537,20504205
522,2010005
520,10100604
518,2010062
507,2010055
499,20807202
496,20504202
495,20504204
494,30603301
488,2010056
488,2010018
486,2010119
479,10306101
474,2010020
472,10101301
468,20605401
468,20500304
460,2010120
432,2010127
431,10100603
421,2010122
416,2010129
413,20606603
410,10300213
390,2010118
389,10101001
385,2010037
381,20204101
379,2010141
375,2010029
368,10107701
367,10107702
352,20504801
347,2010121
340,2010053
336,20605501
324,20605302
324,10300602
324,10103502
318,20101817
314,2010060
311,2010081
310,2010059
305,30701903
302,20402801
301,2010082
292,2010117
289,20606602
287,20400806
282,20606601
282,30608001
282,2010140
280,2010374
273,20200906
269,20606606
268,20504802
262,20504901
261,10207101
259,20400805
258,20605301
256,2010049
252,30606705
242,2010046
242,20606604
240,30701902
236,10101003
233,20503402
233,30606002
229,20605002
226,10101004
218,2010078
214,20503401
213,20602603
211,20807602
208,20807502
208,2010026
204,10104301
201,20606605
194,2010083
193,20807601
192,20605101
190,20807501
187,20602105
183,20200905
181,2010084
178,2010071
178,20605102
178,30707901
177,2010019
175,2010380
171,2010070
167,2010077
166,30707902
164,10101302
163,2010379
161,2010027
158,2010045
156,31006901
135,10207102
134,2010014
132,2010080
130,2010375
127,2010010
124,2010079
122,2010015
120,2010001
116,20605001
111,2010028
110,2010031
109,2010013
109,2010057
108,2010058
107,30602505
105,2010074
100,2010017
97,2010016
90,30602506
88,2010069
78,30608002
74,20507401
73,2010364
72,20504902
71,10403701
70,20501401
61,10300504
59,2010325
57,20501408
52,2010138
50,10300506
48,30606701
48,30606703
47,2010365
46,20602101
42,10200901
41,2010137
39,10100605
39,2010287
37,2010363
37,2010366
37,10200903
37,10100407
36,2010288
36,10100609
35,2010198
35,2010320
32,2010302
30,2010277
30,20400804
26,2010319
26,20501411
26,2010290
25,10100610
25,2010289
25,2010382
25,2010341
23,2010357
23,10100606
23,2010249
