2017-05-03 15:30:00-2017-05-03 16:00:00,监测点id
3875,10200104
3699,10100405
3370,10200102
3291,10200103
2935,2010131
2834,10300503
2799,10200402
2747,20100301
2733,10300505
2623,20501404
2552,20500304
2514,20501405
2489,20104403
2477,20501406
2452,20501409
2423,10300202
2387,10100211
2366,20100306
2337,20501407
2337,20501811
2190,20501810
2087,2010132
2056,20104605
2042,2010133
2023,2010044
1971,20501807
1956,10300212
1946,20501402
1930,20204001
1912,10203801
1912,10203802
1873,20104607
1794,30606702
1715,20501403
1679,10306101
1675,10100403
1647,10300213
1618,10100604
1610,2010123
1595,2010054
1589,20504202
1586,10100603
1517,20501805
1443,20104401
1396,20606603
1393,20104402
1324,10103502
1316,20502003
1308,20504601
1306,10300602
1302,2010053
1280,10103501
1265,20602103
1255,30606706
1251,10101001
1232,20504603
1211,20504203
1199,20602104
1198,2010250
1192,30606708
1191,10100612
1177,10100205
1128,30606705
1096,20501803
1091,2010003
1089,2010002
1089,20400806
1084,20400805
1084,20104404
1084,2010004
1054,20605302
1050,10101003
1038,20606601
1038,10101004
1032,30606707
1003,20400801
999,2010042
994,20300615
989,30701902
970,2010043
959,30606709
954,20606602
948,20101812
940,2010025
936,20501809
930,20503402
914,2010045
913,20606604
911,30701903
894,20301814
893,20507402
892,10300201
892,20400802
881,20507403
860,30606704
845,2010026
838,20602405
831,2010020
826,20502004
822,20504901
818,20605301
817,20606606
817,20503401
810,2010021
809,10300207
801,10100204
800,20602406
793,20606605
789,20104606
783,2010039
782,2010040
773,2010036
767,20504602
758,2010072
757,2010041
746,2010009
743,20200906
743,20602404
729,30606002
722,20602603
716,2010047
710,10101302
708,2010052
700,10100404
700,20504604
694,2010017
687,30606710
682,20300701
678,20605101
670,20501802
665,2010038
661,20501804
653,2010048
651,2010031
650,20200905
643,2010050
629,2010125
625,2010124
618,2010030
616,2010046
610,20602403
610,20504501
608,2010034
607,20602602
605,20507301
602,20605102
600,31006901
594,2010019
593,30707901
585,20605202
581,2010001
580,20605201
580,20605001
577,2010134
575,2010035
564,2010073
559,20602106
558,10100206
555,30602504
555,10101301
550,30707902
539,2010010
537,2010062
535,2010024
532,20504204
526,20504205
524,10107802
520,20605402
519,10107801
519,20501808
518,2010061
508,2010055
501,2010029
494,2010027
479,2010063
479,2010005
459,20605401
453,2010064
444,20605502
428,2010056
425,30603301
424,2010119
417,10100406
413,2010120
410,20605501
406,20507302
405,2010122
403,20807202
395,2010121
391,2010141
385,2010126
379,2010118
374,2010127
368,2010037
364,2010128
363,2010028
362,2010129
355,20504801
333,30608002
328,10107701
324,2010018
317,20507304
305,2010074
302,2010059
301,30608001
300,10107702
292,2010060
279,20504802
277,2010374
275,2010082
264,20507303
263,2010117
254,20605002
250,10403701
248,20204101
246,2010081
240,20402801
236,20504902
236,2010078
235,2010140
217,10104301
213,20807502
209,2010375
191,20807602
184,10207101
174,2010077
172,2010083
167,2010071
165,20807601
163,2010084
162,20807501
