2017-05-01 19:00:00-2017-05-01 19:30:00,监测点id
4558,10100206
4531,10100204
4522,10100205
4243,30606706
4204,10300207
4163,20501803
4103,20501804
3701,10100406
3432,20501802
3343,30606707
3287,10300201
2888,10100404
2829,10100405
2603,30606704
2603,10200103
2532,10300202
2369,2010131
2298,10200104
2225,10100403
2162,10200102
2149,20500304
2101,10100211
2058,20104403
2028,10200402
1983,2010044
1966,20100301
1915,2010132
1870,20501811
1858,30606708
1813,30606710
1806,20501810
1804,2010042
1799,30606702
1770,10300503
1760,20104404
1752,20501807
1721,20100306
1717,20501404
1678,10300505
1674,2010043
1651,20501805
1628,2010054
1620,20501405
1589,20507303
1571,10203801
1556,20301814
1543,2010030
1516,20104605
1500,20104401
1480,2010133
1454,2010135
1446,10300212
1418,10306101
1417,20101813
1405,20501409
1393,20501407
1369,20507304
1348,20501402
1345,20501406
1326,20504202
1326,2010040
1307,20507302
1300,20504602
1250,10203802
1242,20104402
1220,20104607
1215,20507301
1199,10300213
1149,20501403
1132,20502003
1126,20602404
1113,20504603
1088,20400801
1074,20504604
1053,2010036
1050,20501809
1029,20606603
1017,2010038
996,20502004
976,20606602
956,20504601
948,10300602
946,20101816
933,10100603
913,2010123
911,10100604
900,20606606
866,10101001
863,30606709
845,20606604
844,10103501
822,30606705
818,2010053
816,20504203
809,20602403
807,20605302
799,20301815
780,10103502
774,20507402
763,2010025
758,20602104
757,10101003
746,20602603
743,2010046
741,20300615
737,2010250
730,2010039
727,2010026
724,20507403
710,30606002
708,20605301
696,10101004
678,2010010
674,20104606
671,20400806
667,2010041
665,20602406
657,20503402
654,2010017
654,30701903
653,20101812
647,20400805
640,20602103
638,10100612
629,20605402
626,20606601
622,20200906
607,20503401
602,20204001
598,20504901
595,2010047
591,2010050
581,20400802
577,2010020
572,2010019
571,20200905
570,2010048
567,2010073
564,2010009
563,20602602
556,20807202
553,30701902
552,20605101
544,20101817
535,2010021
533,20602405
530,2010018
524,20605001
524,20501808
516,30707901
506,2010031
500,20606605
490,2010126
489,2010052
487,2010072
484,30707902
483,2010045
480,2010062
479,2010024
476,2010064
474,20300701
468,2010002
468,20605102
466,2010003
462,2010034
460,20602106
458,2010134
456,2010004
452,2010035
452,2010122
436,2010063
432,30602504
427,2010141
426,2010027
424,20605401
421,2010129
420,2010120
413,30608002
412,2010029
408,20807602
407,2010061
404,2010049
403,2010037
402,10107802
396,20605202
392,2010055
385,20504204
381,20504205
375,2010070
370,10107801
367,10101302
364,2010118
362,20605201
362,20504501
345,2010001
343,2010119
342,31006901
340,2010128
338,2010121
336,20807502
335,2010127
329,2010005
326,2010124
316,2010056
311,2010140
303,2010014
301,2010028
300,2010125
296,10101301
284,2010078
275,2010060
262,2010059
256,20504802
251,2010015
249,2010117
239,10107701
235,20504801
232,30608001
230,20605502
225,20402801
211,20605501
209,2010374
208,2010077
204,10403701
199,10107702
196,20807601
188,2010074
186,2010082
177,20605002
174,2010081
171,10207101
167,30602505
164,2010071
161,10104301
158,30603301
149,20807501
145,20204101
134,20504902
128,2010375
117,2010084
116,30602506
110,2010083
109,20602105
106,2010379
96,2010380
90,10207102
73,31007001
64,2010069
63,2010013
62,2010080
61,30606701
60,2010365
56,2010079
55,2010016
54,2010058
51,2010364
50,2010057
48,10100407
47,20507401
39,10300504
38,10100408
38,10300506
37,20501411
37,10200904
36,10200901
36,20501408
31,20501410
31,2010137
31,2010366
29,10200903
28,20506502
27,2010288
25,2010138
25,10100605
25,2010290
25,30606703
25,2010319
24,2010363
24,2010325
24,2010302
24,20506501
23,2010341
22,2010335
21,2010198
21,20602101
21,10301101
20,2010336
20,2010223
20,20400804
20,2010342
20,2010320
20,20602102
19,2010220
19,10100606
19,2010337
18,20400803
18,10301102
18,2010277
18,10200613
17,10200614
17,2010249
17,2010211
16,10100610
16,10100609
16,2010156
16,20501412
16,2010287
15,2010114
15,20504201
14,2010229
13,20602201
13,2010191
13,2010327
13,2010382
13,10300601
13,20403602
13,20501413
13,2010151
13,2010216
13,2010165
13,2010338
12,2010304
12,2010354
11,2010273
11,2010346
11,10300607
11,2010248
11,2010267
11,2010116
11,2010200
11,2010205
10,10101201
10,2010184
10,2010331
10,2010202
10,2010182
10,2010278
10,2010203
9,2010326
9,2010276
9,2010224
9,2010195
9,2010309
9,2010358
9,2010301
9,2010179
9,2010163
8,2010311
8,2010303
8,2010222
8,2010268
8,2010281
8,2010225
8,2010269
8,2010345
8,2010221
8,2010166
8,2010214
7,2010219
7,20807201
7,2010154
7,2010201
7,2010199
7,2010295
7,2010369
7,2010357
7,2010275
7,2010193
7,2010344
7,2010209
7,2010210
7,2010328
7,2010213
7,2010217
6,2010308
6,2010306
6,2010353
6,10103901
6,20501701
6,2010282
6,2010343
6,10101202
6,2010349
6,30605901
6,2010243
6,2010215
6,2010218
6,2010177
6,2010231
5,2010274
5,2010190
5,2010347
5,2010178
5,2010176
5,2010113
5,2010235
5,2010270
5,30603601
5,2010143
5,2010294
4,2010185
4,2010168
4,2010279
4,2010305
4,2010188
4,2010258
3,2010192
3,2010228
3,2010115
3,2010207
3,2010208
3,2010350
3,2010189
3,20602601
3,2010149
3,2010289
3,2010240
3,2010173
3,2010172
3,2010261
3,2010257
2,2010377
2,2010146
2,2010175
2,2010174
2,2010145
2,20602301
2,2010368
2,2010378
2,2010144
2,2010187
2,2010206
2,2010280
2,2010283
2,2010285
2,2010286
2,2010245
2,2010242
2,2010227
2,2010334
2,2010333
1,2010232
1,2010233
1,2010373
1,2010164
1,2010167
1,2010262
1,20602701
1,2010296
1,2010170
1,20501401
1,2010332
1,2010241
1,20501901
1,2010237
1,10101002
