2017-05-01 19:30:00-2017-05-01 20:00:00,监测点id
4740,10100205
4714,10100204
4582,10100206
4494,30606706
4412,20501803
4157,10300207
3748,10100406
3673,30606707
3607,10300201
3081,10100404
2776,10100405
2623,10200103
2398,10300202
2382,2010131
2375,10100403
2372,10200104
2304,30606704
2299,10100211
2244,10200102
2146,20501811
2145,10200402
2089,20500304
2085,20104403
2045,20100301
2034,30606710
1948,20104401
1942,20501810
1941,20501807
1868,2010132
1855,20507303
1850,30606708
1816,20501405
1803,20104404
1795,20501404
1789,10300503
1778,30606702
1772,20501805
1753,2010042
1712,2010044
1693,10300505
1691,20100306
1653,2010043
1604,2010135
1579,20104402
1558,2010133
1555,20104605
1547,10300212
1534,20501409
1525,2010054
1502,20301814
1486,20501802
1479,20507302
1468,20501406
1468,20501407
1466,20501402
1459,10300213
1455,20507304
1453,20501804
1410,10203801
1384,2010030
1338,2010040
1326,20101813
1319,20504602
1314,20104607
1307,10203802
1231,10306101
1222,20504202
1210,2010073
1195,20501809
1188,20502003
1173,20400801
1164,20507301
1152,20504604
1139,20504603
1108,20501403
1098,20606602
1085,20502004
1073,2010036
1069,20602404
1037,20504601
1028,2010038
995,20606603
992,2010123
942,20606604
928,10300602
927,10100604
873,20101816
872,10100603
856,2010250
853,20606606
839,20504203
834,20602104
831,20301815
831,10103501
830,10101001
820,2010025
819,2010039
815,2010053
813,20807202
810,30606709
807,10103502
784,2010041
776,20605302
770,20300615
767,20605301
763,30606705
759,20602403
746,2010046
740,20602603
735,2010010
721,10101003
716,20101812
716,2010026
704,20507403
697,20605402
695,20507402
686,20602406
683,20104606
676,20503402
668,2010017
660,20400806
652,20503401
651,20400805
645,10101004
638,20504901
631,2010019
611,20602103
608,30701903
607,20400802
607,20606601
606,20501808
604,10100612
602,30606002
594,20602602
589,2010052
585,2010048
566,2010024
562,30701902
560,2010047
541,2010120
538,2010020
533,20200905
532,2010021
532,2010018
530,20204001
530,20101817
528,20602405
525,20605101
524,20602106
520,2010031
519,20605102
511,2010009
508,2010002
504,2010003
499,2010062
499,2010050
496,30707902
495,2010004
493,2010063
492,2010122
491,2010045
488,20606605
485,30608002
468,20300701
457,20605001
456,20605401
452,30707901
451,20200906
450,2010072
449,2010064
447,2010061
439,2010141
434,2010134
433,2010035
423,20504205
408,10107802
408,2010037
398,20807602
395,2010034
391,2010129
391,30602504
387,20504501
386,2010126
384,20504204
382,2010029
375,2010124
370,20807502
366,2010055
359,2010121
359,20605202
359,2010070
358,2010001
353,2010118
353,2010128
353,30603301
352,20605201
348,31006901
346,2010125
343,2010127
339,2010027
335,10107801
332,10101302
326,2010119
321,2010078
320,2010140
317,2010005
316,2010056
304,2010015
290,10101301
290,2010049
276,20605502
271,2010014
270,2010028
265,20402801
259,20504801
251,20504802
249,2010117
248,10107701
247,10403701
242,2010077
241,2010060
235,2010059
226,2010374
218,10107702
209,10104301
201,20605501
199,20605002
197,30608001
176,20204101
173,30602505
170,2010082
169,2010074
165,10207101
162,2010081
160,2010375
159,2010071
159,20807601
151,2010083
138,20807501
125,2010084
115,20504902
105,2010379
104,30602506
99,31007001
95,2010380
95,20602105
75,10207102
74,2010069
74,2010364
69,2010079
67,2010016
66,2010013
59,10100408
59,2010080
56,10100407
53,30606701
47,20507401
47,2010057
46,10300504
44,2010365
43,2010058
41,20501408
35,2010366
34,10300506
34,10200904
33,2010320
33,10200903
32,10200901
31,20506501
31,20400804
30,2010363
30,20501410
29,20506502
29,20501411
29,2010138
29,30606703
28,2010288
27,2010342
26,2010319
25,2010302
25,2010220
25,2010325
23,2010198
22,10301101
21,2010191
21,10301102
21,10100605
20,2010287
20,2010211
20,2010341
20,20501413
18,2010213
18,20602102
18,2010114
18,2010249
17,2010336
16,2010276
16,2010137
16,10100609
16,10100610
16,2010278
16,10300601
16,2010331
15,2010156
15,2010277
15,20602101
15,2010190
15,10300607
15,2010326
15,2010290
14,2010219
14,20400803
14,2010205
14,2010203
14,2010151
14,20501412
14,10200613
13,2010346
13,2010199
13,10100606
13,2010116
13,2010163
12,2010309
12,2010200
12,20602201
11,2010222
11,2010248
11,2010179
11,2010166
11,2010223
11,2010335
11,2010221
11,2010224
10,2010195
10,2010167
10,2010358
10,2010184
9,2010215
9,2010303
9,2010311
9,2010382
9,20504201
9,2010216
9,2010275
9,2010274
9,10101201
9,2010328
8,2010273
8,2010349
8,2010185
8,20403602
8,2010149
8,2010231
8,2010345
7,2010225
7,2010308
7,2010338
7,2010327
7,10200614
7,2010178
7,2010217
7,2010282
7,2010281
7,2010353
7,20602601
7,2010214
7,2010270
7,2010267
7,10101202
7,2010201
6,2010243
6,2010113
6,2010165
6,2010334
6,2010294
6,2010343
6,2010206
6,2010305
6,2010233
6,2010209
6,2010369
6,2010202
6,2010115
5,2010269
5,2010285
5,2010210
5,2010296
5,2010304
5,2010279
5,2010229
5,2010177
5,2010176
5,2010337
5,2010344
5,2010354
5,30603601
4,2010301
4,2010347
4,2010350
4,2010357
4,2010268
4,2010257
4,20807201
4,2010240
4,2010306
4,30605901
4,2010188
4,2010143
4,2010144
4,2010193
4,2010189
4,2010186
3,2010170
3,2010295
3,2010192
3,2010332
3,2010154
3,2010286
3,2010368
3,2010146
3,10103901
3,20501701
3,20501901
3,2010289
3,2010242
3,2010280
3,2010207
3,2010235
3,2010227
3,2010261
2,2010204
2,2010175
2,2010239
2,2010258
2,2010173
2,2010174
2,2010169
2,2010182
2,2010218
2,2010187
1,2010234
1,2010208
1,2010145
1,20602701
1,20602301
1,2010236
1,2010237
1,2010378
1,2010333
1,2010377
1,2010228
1,2010230
1,2010226
1,2010168
1,2010284
1,2010262
1,2010232
