2017-05-01 15:00:00-2017-05-01 15:30:00,监测点id
3419,10200104
3378,10100405
3350,10200103
2983,10200102
2823,20500304
2551,20100306
2533,10200402
2504,20501811
2495,10300505
2451,10300503
2406,20100301
2361,10300202
2161,20501405
2141,2010044
2105,10300212
2091,20501807
2090,2010132
2069,20501810
1984,20104605
1982,2010133
1917,20501409
1909,20501404
1858,20104607
1857,20501407
1841,10306101
1755,10203801
1742,10300213
1637,20501406
1625,10100211
1591,10203802
1575,20501402
1542,2010131
1526,30606702
1516,20504202
1515,20501403
1415,10100604
1412,20400806
1382,2010043
1347,2010123
1340,2010053
1336,20502003
1317,20400805
1275,10101001
1254,10100603
1222,20204001
1220,2010042
1218,20504203
1214,10300602
1184,20200906
1179,30606705
1175,20606603
1145,2010030
1131,2010054
1123,20501809
1114,10100403
1111,20502004
1071,10103501
1067,2010040
1067,2010036
1050,20501805
1036,20605302
1033,2010031
1017,20606602
1008,10101003
1001,30606708
974,10101004
966,10103502
945,20504603
940,20606604
935,2010250
934,20300615
923,30606706
912,20605301
902,20602405
898,20602406
891,2010029
885,20606601
861,2010001
861,2010010
837,2010041
831,20104401
818,2010038
817,31006901
812,10100612
810,20507402
803,2010072
795,20605402
793,20104606
786,10100205
769,2010020
759,30606002
757,10300201
755,20504601
748,2010039
746,20101813
745,20507403
739,20602404
737,20602603
733,2010025
726,30606707
718,10300207
715,2010045
711,20503401
707,2010004
707,20400801
705,20606606
704,2010046
704,2010003
698,2010002
696,30701902
694,20503402
691,2010026
689,20504901
688,20200905
684,20501803
676,20101812
663,20605101
656,2010009
640,2010124
630,2010017
623,2010125
616,20602403
616,30606709
615,20501808
613,2010021
608,2010052
607,20301814
602,2010047
601,10100204
597,2010034
592,30701903
591,2010048
585,20605202
576,20606605
571,20501804
567,2010035
562,2010019
561,20300701
559,20504604
556,20104402
556,20605102
554,10100404
543,2010037
528,10100206
524,2010120
517,20807202
516,20602602
511,20501802
508,2010134
504,2010122
496,20605001
491,10101301
489,20504204
485,2010055
484,2010056
480,20504602
471,2010062
469,2010005
464,20400802
464,20504501
459,10101302
455,2010061
453,20504205
451,2010027
449,2010063
449,30707902
435,30707901
434,10107801
433,20605401
431,2010121
427,2010024
415,2010064
414,20605201
404,10107802
403,2010127
402,2010141
401,2010129
393,2010119
392,30606710
392,30602504
384,2010050
383,2010074
376,2010073
375,2010118
353,2010128
352,20605502
317,20602104
314,10100406
314,20807602
312,2010028
312,2010117
309,2010078
308,20807502
297,20602106
294,2010014
286,2010013
283,2010140
281,2010126
280,20602103
278,2010015
266,20104403
263,2010059
262,10403701
255,20504801
253,2010060
252,20605002
243,10107701
239,30608002
237,20504802
235,2010071
226,30606704
221,20807601
219,30608001
218,2010082
217,20402801
212,20104404
211,20504902
211,2010374
210,20204101
210,10107702
204,2010375
203,10104301
203,10207101
196,2010077
189,2010380
180,2010081
173,20605501
173,2010070
172,20807501
159,2010083
133,20602105
130,2010016
127,2010069
121,2010084
120,20507302
119,2010379
119,30603301
118,30602506
110,20507401
104,20507301
93,31007001
82,10207102
82,2010018
77,2010080
76,20507303
75,30602505
74,2010364
71,20507304
67,2010079
59,10200904
59,2010058
59,30606701
58,2010057
52,2010365
49,2010049
47,10300607
46,30606703
44,2010363
44,20101816
44,2010319
43,10300504
40,2010366
39,2010135
39,10200903
39,10100407
38,20501408
37,10300506
37,2010320
37,2010325
33,2010289
33,2010138
33,20506502
32,10200901
32,20301815
31,20602102
30,10100605
30,2010290
28,2010137
28,2010302
28,2010200
28,20501411
27,2010336
27,20506501
26,20400804
24,20501412
24,2010277
24,2010195
24,10300601
23,20602101
22,2010198
21,2010165
21,10200613
21,2010288
21,2010303
20,20400803
20,2010331
20,2010205
20,10100606
20,2010382
20,10100408
20,2010199
20,2010278
19,20501410
19,2010156
19,2010381
19,2010287
19,2010248
19,10200614
18,2010273
18,10100610
18,2010337
18,2010114
18,20101817
18,2010182
17,2010224
17,2010223
17,2010220
17,10100609
16,2010163
16,20403602
16,2010216
16,2010193
16,2010341
15,2010214
15,2010311
14,2010203
14,2010213
14,2010202
13,30603601
13,2010306
13,2010201
13,2010249
13,2010221
12,10301101
12,2010191
12,2010190
12,2010308
12,2010335
12,2010354
11,2010338
11,2010353
11,10101202
11,2010239
11,2010345
11,2010267
11,2010268
11,2010309
10,20602201
10,2010177
10,2010219
10,2010184
10,2010301
10,2010211
10,2010185
10,2010305
10,20501413
9,2010116
9,2010215
9,20501701
9,2010179
8,20504201
8,2010166
8,2010281
8,2010192
8,2010276
8,2010274
8,2010342
8,2010257
8,2010242
7,2010346
7,2010275
7,2010350
7,2010225
7,2010154
7,2010210
7,2010358
7,2010188
7,2010167
6,2010349
6,2010228
6,2010243
6,2010344
6,2010218
6,20807201
6,2010178
5,30605901
5,2010113
5,2010173
5,2010232
5,2010231
5,2010343
5,2010229
5,2010217
5,2010328
5,2010115
5,2010327
5,2010357
5,2010326
5,2010269
5,2010270
5,2010296
5,2010144
5,2010149
5,20501401
5,2010168
4,10103901
4,2010235
4,10301102
4,2010151
4,2010377
4,2010222
4,2010347
4,2010282
4,20602601
4,2010378
3,2010304
3,2010262
3,2010295
3,2010283
3,2010332
3,2010208
3,2010234
3,2010209
3,2010207
3,2010204
3,2010368
3,2010187
3,2010369
3,2010172
3,2010170
3,20602301
3,2010146
3,2010143
3,2010284
2,2010286
2,2010237
2,2010285
2,2010176
2,2010280
2,2010258
2,2010241
2,2010145
2,10101201
2,2010230
2,2010227
2,2010174
2,2010186
2,2010175
1,20602701
1,2010164
1,20501901
1,2010169
1,2010206
1,2010373
1,2010189
1,2010294
1,2010334
1,2010236
1,2010240
1,2010279
1,2010245
