2017-05-01 13:00:00-2017-05-01 13:30:00,监测点id
3906,10300201
3746,10100204
3668,20501803
3654,10100404
3648,10100205
3604,30606708
3595,10300207
3563,30606706
3465,2010073
3389,10100206
3043,10200103
2901,20501804
2846,10100405
2732,20501802
2727,10200104
2690,10300202
2604,30606707
2589,20500304
2564,10200102
2368,10100403
2359,10200402
2319,2010133
2220,20100306
2140,30606702
2138,2010132
2085,10100211
2062,2010131
2055,10100406
1980,30606709
1913,20104401
1874,10300503
1869,20100301
1826,20501405
1819,20504602
1811,20501810
1807,10300505
1707,10203801
1668,20204001
1657,30606710
1626,20501805
1573,20104607
1555,10300212
1552,20501404
1548,20501409
1543,20104403
1539,10203802
1539,20501407
1533,2010044
1503,20104605
1469,2010135
1442,20504604
1430,20501807
1425,10306101
1421,2010054
1366,20101816
1361,20301814
1349,20400805
1346,20501406
1285,20104402
1274,20501402
1274,20400806
1265,20501403
1240,20507304
1236,20400801
1236,20504601
1220,2010042
1216,20502003
1213,10300213
1195,20507303
1188,2010123
1188,20602404
1172,2010043
1171,2010030
1166,2010053
1142,20104404
1133,30606704
1106,10100603
1101,20504603
1095,10100604
1078,20501811
1074,30606002
1072,20504202
1057,20301815
1028,20504203
1015,20101813
1014,10300602
1003,31006901
1001,20602403
994,20507302
980,20507301
973,20602406
947,10101001
941,20602405
916,20502004
916,2010040
902,2010001
902,20605302
897,2010010
889,2010031
885,20606602
848,10103501
843,2010072
831,20602104
828,20602103
823,20300615
815,20606603
812,2010036
811,20501809
803,30606705
802,20605301
798,10101003
798,10101004
785,20602603
776,20606604
766,10103502
741,20507402
710,2010039
704,2010038
699,2010046
696,2010250
695,20507403
686,20101817
681,2010041
681,2010045
664,20400802
663,20104606
658,10100612
636,20606601
628,20503401
628,2010026
621,2010025
611,2010009
608,20602602
598,20200905
598,20503402
596,20101812
594,2010048
593,2010004
580,2010003
578,2010002
563,20606606
554,2010047
553,2010017
543,2010020
542,20605101
538,2010052
537,2010018
522,2010021
510,2010019
508,30701903
495,20602106
495,20605402
494,20504901
493,30701902
492,20605102
488,20200906
487,2010034
469,2010029
461,20606605
460,2010124
452,2010125
451,20300701
445,2010134
436,2010119
436,2010121
429,2010035
423,20807202
409,20504205
405,2010063
403,20605202
402,2010061
398,20605401
398,2010122
394,10101301
394,10107802
394,10107801
387,20605001
372,20504501
372,2010128
371,10101302
367,2010056
367,2010141
361,20501808
355,2010055
354,2010024
350,2010027
347,20504204
343,2010037
343,2010064
341,2010062
332,30707902
328,30602504
321,20402801
309,2010050
306,30603301
301,2010120
300,2010016
300,2010129
299,20605201
298,2010126
294,30707901
291,2010078
287,2010074
275,2010117
270,20605502
270,2010005
262,2010127
256,2010028
250,2010071
250,10107701
250,10403701
248,2010070
247,2010118
245,2010014
241,2010013
224,20504801
221,20807502
215,2010140
213,20807602
207,20807501
206,10107702
202,2010082
197,20807601
194,20504802
190,2010059
185,2010060
180,2010049
178,2010374
176,2010375
174,2010077
167,20605002
166,30608001
166,30608002
166,20204101
160,2010081
160,2010069
149,20504902
147,10207101
147,30602505
143,10104301
131,20602105
130,2010083
129,20605501
109,2010084
99,2010380
89,2010379
84,30602506
72,2010079
71,20507401
69,10207102
59,10200904
58,2010364
52,30606701
52,2010058
51,2010057
51,2010080
48,2010365
48,10200903
47,10200901
43,30606703
40,10300504
37,20506502
37,10300506
37,2010366
36,20501410
36,20400804
36,10100407
35,20501411
32,20501408
32,2010137
32,31007001
32,20506501
31,2010290
30,2010363
30,2010015
30,2010325
29,20400803
28,2010138
26,2010320
26,2010200
26,2010289
25,10100408
25,2010319
24,20602102
24,2010335
24,20403602
23,2010202
23,2010301
23,2010198
21,2010302
21,2010223
20,10100606
19,20602101
19,2010194
18,2010331
17,10100605
16,2010288
16,10101201
16,2010278
16,2010216
15,2010287
15,2010336
15,2010277
14,2010224
14,10300607
14,2010381
13,2010201
13,2010303
13,2010249
13,2010205
13,2010182
13,2010341
13,2010248
13,2010211
12,2010221
12,30603601
12,2010269
12,10200614
12,2010274
12,2010190
12,2010358
12,10100609
12,2010309
12,2010214
12,2010382
12,20501413
12,20501412
11,2010199
11,2010195
11,2010220
11,2010192
11,2010327
11,2010156
10,2010154
10,2010184
10,10300601
10,2010267
10,2010219
10,2010311
10,2010338
10,2010213
10,2010217
10,2010116
9,2010144
9,2010114
9,2010273
9,10301102
9,2010239
9,10100610
9,20602601
8,10101202
8,2010243
8,30605901
8,2010191
8,2010304
8,2010328
8,2010268
8,2010215
8,2010209
8,2010357
8,2010305
7,2010225
7,2010177
7,2010353
7,2010166
7,2010345
7,2010245
7,20807201
7,10200613
7,2010178
7,2010218
7,2010176
7,2010308
6,2010343
6,2010151
6,2010350
6,2010275
6,2010163
6,2010344
6,20602201
6,2010222
6,2010281
6,2010276
5,2010342
5,2010349
5,2010296
5,2010115
5,2010354
5,2010337
5,2010165
5,2010185
5,2010193
5,20504201
5,2010179
5,2010146
5,10301101
5,2010229
5,2010210
4,2010306
4,2010282
4,2010286
4,20501701
4,2010294
4,2010169
4,2010270
4,2010149
4,10103901
4,2010295
4,2010258
4,2010113
4,2010188
4,2010189
4,2010167
4,2010203
4,2010346
3,2010143
3,2010283
3,2010204
3,20501901
3,2010347
3,2010228
3,2010368
3,2010242
3,2010231
3,2010175
2,2010332
2,2010326
2,2010334
2,2010257
2,10101002
2,2010230
2,2010145
2,2010168
2,2010172
2,2010187
2,2010208
2,2010227
1,2010240
1,2010236
1,2010284
1,2010280
1,20602301
1,2010333
1,2010173
1,2010174
1,2010186
1,2010279
1,2010377
1,2010373
1,2010206
1,2010262
1,2010226
1,2010285
1,2010261
1,2010232
1,2010233
1,2010234
1,2010235
1,2010111
