2017-05-01 08:00:00-2017-05-01 08:30:00,监测点id
1991,2010132
1983,10200103
1780,10200104
1719,10100406
1701,10300202
1668,10300201
1629,20500304
1564,10200102
1562,10100204
1559,10200402
1551,20400805
1535,20400806
1529,10100206
1511,20100306
1496,10100405
1448,30606702
1356,10100205
1339,10100404
1327,20501405
1323,10300207
1268,20602405
1266,10100403
1248,10100211
1239,20104403
1221,20501810
1203,2010131
1151,20104401
1115,20501404
1113,2010044
1103,20501409
1103,20100301
1101,10203802
1098,20501407
1082,10300212
1072,20104404
1068,20501403
1063,2010072
1020,10203801
1019,20501807
1016,2010135
1010,20104607
1003,20507304
979,20602403
966,20204001
958,20104605
958,20501406
956,20507302
956,20400802
943,20501803
941,20501805
923,30606706
918,10300503
881,2010123
880,20507303
870,30606704
869,20504601
866,2010001
864,10306101
858,20507301
841,20104402
823,20501811
822,10300505
818,31006901
815,30606708
798,30606710
775,20301815
741,2010073
741,30606002
740,2010053
733,20502004
720,10300213
707,10100603
705,20101813
703,20101816
693,20602404
689,20507402
687,2010031
683,20606602
677,2010054
675,30606707
675,20501402
669,10101001
668,20502003
665,20504203
659,20507403
653,20602103
644,10100604
626,20504603
626,20501809
620,20301814
609,20606604
604,10300602
601,20504604
576,20504602
565,20605302
563,20606603
561,10103502
559,20504202
557,20602603
546,30606709
535,2010043
531,2010042
526,2010018
523,20400801
521,30606705
505,2010036
498,20503401
498,20605301
483,2010010
483,2010045
474,10101003
474,10103501
472,10101004
469,20602104
467,2010046
451,2010047
450,20104606
444,2010017
442,2010040
438,20602602
438,2010039
435,20606601
413,2010041
411,10101301
410,2010029
408,2010019
406,2010124
406,2010026
402,2010125
398,2010052
397,20200905
394,2010250
390,20300615
385,30701902
375,2010025
372,20503402
371,20101812
370,20605101
364,2010020
362,20606605
355,2010038
347,20602106
341,30701903
340,2010048
330,2010030
330,10107802
323,20606606
321,20605202
320,2010009
315,20101817
312,2010134
305,2010021
304,20504901
303,2010016
299,20200906
295,10100612
292,20605102
286,20504501
273,2010015
268,2010013
263,20300701
263,20602406
262,10107801
261,20807202
260,2010002
259,20501808
250,10101302
249,30707901
248,2010122
248,20402801
246,20504205
245,30707902
243,2010140
240,20605502
239,2010003
239,2010121
237,2010055
235,30602504
231,2010061
231,2010034
227,2010127
221,20605001
220,20605201
219,2010056
219,2010129
219,2010050
214,20504801
213,2010117
211,30603301
210,20605401
207,2010027
205,2010120
205,20605402
204,2010063
202,2010128
200,2010004
200,2010037
200,20504204
198,2010062
195,2010035
193,2010119
192,2010141
191,2010064
183,2010118
172,20204101
170,2010078
169,2010024
162,2010374
162,2010074
158,2010126
151,20504802
138,2010069
137,2010060
137,10107701
135,10403701
135,10207101
135,2010005
132,2010059
127,2010077
126,30606701
123,30602505
123,20807602
122,2010028
121,30608002
121,30608001
120,20605501
118,2010049
113,20807502
111,10107702
109,20807601
108,2010082
98,20605002
97,2010071
96,20807501
96,2010014
92,20504902
91,2010070
88,2010081
88,20602105
87,2010083
76,2010375
74,30602506
71,10104301
61,2010380
59,20507401
56,10207102
56,2010084
53,2010379
48,2010366
48,20501411
46,30606703
42,2010058
42,2010057
40,2010079
38,2010080
36,10200903
36,20400803
34,2010364
34,10200904
32,20501410
32,20501408
30,10300504
29,2010320
28,20400804
27,20506501
26,2010365
25,2010326
24,2010290
24,2010289
24,2010133
23,20501412
23,2010137
23,31007001
22,2010138
21,2010198
21,10100407
20,10200901
20,20501413
20,2010325
20,2010319
19,2010185
19,2010363
19,20506502
19,10100408
18,2010302
17,20606503
17,2010336
17,2010288
16,30603601
15,2010221
14,10301101
14,2010213
14,20504201
14,2010163
13,20606504
13,10100605
13,2010225
13,20403602
13,2010216
12,2010335
12,2010200
12,10301102
12,2010274
12,2010309
11,2010184
11,2010249
11,2010201
11,10100606
11,2010301
10,2010190
9,20602102
9,2010211
9,2010353
9,2010151
9,2010182
8,2010287
8,2010306
8,2010273
8,2010303
8,20602101
8,2010277
8,10101201
8,2010338
8,2010223
8,10300506
7,10100610
7,2010345
7,2010278
7,2010149
7,2010214
7,2010311
7,2010195
7,2010165
7,2010156
7,10200613
7,10200614
7,10101202
7,2010276
6,2010269
6,2010341
6,2010268
6,2010304
6,2010281
6,2010337
6,2010342
6,2010224
6,2010203
6,10100609
6,2010144
6,2010116
6,2010115
6,2010220
6,2010191
6,2010222
6,2010346
6,2010113
6,2010194
6,2010179
5,2010382
5,2010205
5,2010219
5,2010282
5,2010275
5,2010154
5,10101002
5,2010217
5,2010267
5,2010239
4,2010381
4,2010248
4,2010357
4,20602201
4,10300601
4,20602601
4,20807201
4,30605901
4,2010202
4,2010350
3,2010209
3,2010327
3,2010173
3,2010242
3,2010240
3,2010294
3,2010193
3,2010308
3,2010189
3,2010215
3,2010331
3,2010344
3,2010258
3,2010218
3,2010262
2,2010164
2,2010166
2,2010332
2,2010178
2,2010145
2,2010343
2,2010186
2,2010114
2,2010358
2,2010143
2,2010347
2,2010192
2,2010204
2,20501901
2,20602301
2,2010285
2,20501701
2,2010237
2,2010279
2,2010295
2,2010296
2,2010243
2,20602701
1,2010261
1,2010280
1,2010231
1,2010270
1,2010230
1,2010354
1,2010257
1,2010227
1,2010233
1,2010328
1,2010334
1,10300607
1,20501401
1,2010283
1,2010210
1,2010207
1,2010172
1,10103901
1,2010174
1,2010176
1,2010369
1,2010187
1,2010188
1,2010305
1,2010241
