2017-05-01 08:30:00-2017-05-01 09:00:00,监测点id
2352,10200103
2162,10200104
2127,20500304
2023,2010132
1993,10200102
1981,10100406
1978,10100204
1949,10300201
1908,10300202
1842,10100206
1828,20100306
1748,30606702
1733,20400806
1706,20400805
1687,10100405
1645,20501405
1638,10200402
1617,10100211
1546,30606708
1495,10300207
1488,10100205
1486,10100403
1453,10100404
1384,20104403
1371,20501810
1363,20104404
1343,2010131
1331,20100301
1313,30606706
1297,20104401
1288,10203802
1260,2010072
1250,2010044
1231,30606707
1223,20501404
1215,20501403
1208,20501409
1190,10203801
1181,2010135
1180,20501407
1179,20501406
1163,20501807
1151,20104605
1146,20104607
1125,10300503
1109,10306101
1078,20204001
1074,20501805
1066,20602405
1057,20400802
1055,20507303
1055,10300505
1049,20507304
1038,10300212
1031,30606704
1026,20501803
1022,2010123
1008,20504601
1005,31006901
1004,2010001
978,20602403
971,20104402
968,20507302
915,20501811
880,20507301
864,20502003
846,2010073
837,2010054
835,2010031
834,30606002
831,2010053
820,20301815
820,30606710
810,20101816
798,20502004
796,30606705
776,20504603
770,20602404
767,20602103
767,10101001
765,20501402
762,20504203
755,20101813
754,20504604
740,10300602
734,20507402
734,10100603
719,20504202
716,20507403
715,20606602
715,20606603
698,20605302
682,20501809
680,20504602
677,20301814
672,20400801
670,10300213
666,10100604
638,2010042
635,30606709
633,2010043
623,2010010
616,10103502
612,20605301
608,20602603
606,20602104
602,20606604
598,10101003
590,2010018
561,20606601
551,2010045
551,20503401
551,2010040
544,10103501
543,2010036
533,2010052
531,20104606
523,2010029
522,10101004
519,2010039
518,20602602
497,2010041
474,20300615
471,20200905
470,2010046
465,2010025
457,2010047
449,30701902
443,20602406
441,2010125
440,2010124
439,2010019
438,2010250
437,2010017
436,30701903
433,2010026
431,20503402
431,20602106
429,2010038
424,20606605
421,20101812
414,2010009
411,20504901
410,2010020
406,20101817
400,20606606
389,10101301
386,20605101
385,2010048
376,2010016
372,2010030
372,2010134
365,20605202
350,2010021
345,20807202
336,2010122
332,20200906
332,20605102
332,30707902
332,10100612
327,20501808
321,10107802
321,20504501
316,30602504
313,20402801
313,10107801
306,2010013
302,20300701
299,2010061
298,10101302
295,2010034
292,2010128
291,2010027
285,20504205
284,2010129
283,2010121
281,2010050
280,2010003
278,2010035
277,2010002
275,30707901
275,2010119
275,2010063
274,2010127
265,20605402
264,2010004
263,20504204
257,2010062
256,20605201
255,2010056
254,30603301
254,2010120
252,20605001
249,2010117
247,20605502
242,2010064
240,2010015
236,20501804
230,2010024
221,2010074
221,2010037
220,20504801
218,2010118
217,20605401
212,2010069
212,2010055
211,2010140
200,2010141
195,2010077
195,20204101
194,2010126
186,10107701
185,2010078
183,2010059
179,2010071
178,2010060
171,30608001
167,10403701
167,2010005
163,20807502
161,10207101
158,2010082
154,2010014
153,20504802
147,2010374
146,20807601
145,2010028
142,2010049
142,10107702
139,20807602
127,30608002
126,2010081
123,30606701
120,30602505
118,20807501
108,20504902
105,20605002
103,20605501
103,2010083
97,2010070
93,2010084
91,2010380
91,20602105
87,2010379
87,2010375
74,30602506
60,10104301
60,2010366
60,20507401
59,2010133
58,10207102
49,2010080
48,2010364
47,2010079
44,2010058
44,2010057
40,10200903
36,20501411
35,10200904
35,20501410
35,30606703
34,20606504
33,2010290
33,2010198
32,20400803
28,10200901
27,20501408
27,2010320
26,2010301
26,2010325
26,2010365
26,10300504
26,2010200
24,2010289
24,2010319
24,20506501
24,2010137
23,20400804
23,2010138
23,2010302
22,10100407
22,31007001
21,30603601
20,20403602
19,2010336
19,2010288
19,20606503
19,2010195
19,2010205
18,2010341
18,10300506
17,2010223
17,2010363
17,10101201
17,20602101
15,20506502
15,2010335
15,2010224
15,20602102
14,2010221
14,2010182
14,2010216
14,10100606
13,2010220
13,2010190
12,10100408
12,10100605
12,20501412
12,10301102
12,2010353
12,20501413
11,2010222
11,2010381
11,2010217
11,10100609
11,2010346
10,2010115
10,10101202
10,2010248
10,2010382
10,2010185
10,2010345
10,2010214
10,2010303
9,2010191
9,2010287
9,2010242
9,2010342
9,2010209
9,2010116
9,2010213
9,2010278
9,2010277
9,2010154
9,2010273
8,10301101
8,2010269
8,2010163
8,2010258
8,2010215
8,2010201
7,10200614
7,10300601
7,2010309
7,2010114
7,2010243
7,2010305
7,2010276
7,2010194
7,2010211
7,2010210
7,10300607
6,2010331
6,2010225
6,2010218
6,2010311
6,2010338
6,2010304
6,20504201
6,2010188
6,10200613
6,2010349
6,2010249
6,2010113
6,2010202
5,2010281
5,2010350
5,2010268
5,2010151
5,2010270
5,2010275
5,2010333
5,2010358
5,2010192
5,20807201
5,2010228
5,2010239
5,2010296
4,2010347
4,2010257
4,2010179
4,2010343
4,2010207
4,2010184
4,2010156
4,30605901
4,2010165
4,2010337
4,2010274
4,2010178
4,2010306
4,2010267
4,2010166
4,2010308
4,2010193
4,20602601
4,2010282
3,2010294
