监测点id,方向,卡口经度,卡口纬度,2017-05-03 00:00:00-2017-05-03 00:30:00,2017-05-03 00:30:00-2017-05-03 01:00:00,2017-05-03 01:00:00-2017-05-03 01:30:00,2017-05-03 01:30:00-2017-05-03 02:00:00,2017-05-03 02:00:00-2017-05-03 02:30:00,2017-05-03 02:30:00-2017-05-03 03:00:00,2017-05-03 03:00:00-2017-05-03 03:30:00,2017-05-03 03:30:00-2017-05-03 04:00:00,2017-05-03 04:00:00-2017-05-03 04:30:00,2017-05-03 04:30:00-2017-05-03 05:00:00,2017-05-03 05:00:00-2017-05-03 05:30:00,2017-05-03 05:30:00-2017-05-03 06:00:00,2017-05-03 06:00:00-2017-05-03 06:30:00,2017-05-03 06:30:00-2017-05-03 07:00:00,2017-05-03 07:00:00-2017-05-03 07:30:00,2017-05-03 07:30:00-2017-05-03 08:00:00,2017-05-03 08:00:00-2017-05-03 08:30:00,2017-05-03 08:30:00-2017-05-03 09:00:00,2017-05-03 09:00:00-2017-05-03 09:30:00,2017-05-03 09:30:00-2017-05-03 10:00:00,2017-05-03 10:00:00-2017-05-03 10:30:00,2017-05-03 10:30:00-2017-05-03 11:00:00,2017-05-03 11:00:00-2017-05-03 11:30:00,2017-05-03 11:30:00-2017-05-03 12:00:00,2017-05-03 12:00:00-2017-05-03 12:30:00,2017-05-03 12:30:00-2017-05-03 13:00:00,2017-05-03 13:00:00-2017-05-03 13:30:00,2017-05-03 13:30:00-2017-05-03 14:00:00,2017-05-03 14:00:00-2017-05-03 14:30:00,2017-05-03 14:30:00-2017-05-03 15:00:00,2017-05-03 15:00:00-2017-05-03 15:30:00,2017-05-03 15:30:00-2017-05-03 16:00:00,2017-05-03 16:00:00-2017-05-03 16:30:00,2017-05-03 16:30:00-2017-05-03 17:00:00,2017-05-03 17:00:00-2017-05-03 17:30:00,2017-05-03 18:00:00-2017-05-03 18:30:00,2017-05-03 18:30:00-2017-05-03 19:00:00,2017-05-03 19:00:00-2017-05-03 19:30:00,2017-05-03 19:30:00-2017-05-03 20:00:00,2017-05-03 20:00:00-2017-05-03 20:30:00,2017-05-03 20:30:00-2017-05-03 21:00:00,2017-05-03 21:00:00-2017-05-03 21:30:00,2017-05-03 21:30:00-2017-05-03 22:00:00,2017-05-03 22:00:00-2017-05-03 22:30:00,2017-05-03 22:30:00-2017-05-03 23:00:00,2017-05-03 23:00:00-2017-05-03 23:30:00,2017-05-03 23:30:00-2017-05-04 00:00:00
2010089,南行,114.09695,22.55633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010091,西行,114.08656,22.55312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100612,西往东,114.062967,22.543058,491.0,311.0,215.0,188.0,152.0,110.0,98.0,81.0,77.0,58.0,72.0,80.0,92.0,220.0,706.0,1429.0,1616.0,1468.0,1291.0,1138.0,1194.0,1181.0,1214.0,1181.0,167.0,0.0,0.0,0.0,1745.0,4220.0,1212.0,1191.0,1187.0,1190.0,1278.0,1301.0,1138.0,915.0,842.0,791.0,832.0,790.0,766.0,677.0,509.0,441.0,376.0
2010003,北行,114.069167,22.542778,225.0,156.0,133.0,138.0,77.0,65.0,41.0,49.0,35.0,36.0,30.0,47.0,60.0,132.0,468.0,1103.0,1520.0,1356.0,1013.0,868.0,815.0,786.0,809.0,761.0,117.0,0.0,0.0,0.0,1389.0,3086.0,903.0,1091.0,1101.0,980.0,1111.0,1108.0,877.0,697.0,689.0,636.0,595.0,574.0,554.0,456.0,386.0,307.0,258.0
2010003,西行,114.069167,22.542778,225.0,156.0,133.0,138.0,77.0,65.0,41.0,49.0,35.0,36.0,30.0,47.0,60.0,132.0,468.0,1103.0,1520.0,1356.0,1013.0,868.0,815.0,786.0,809.0,761.0,117.0,0.0,0.0,0.0,1389.0,3086.0,903.0,1091.0,1101.0,980.0,1111.0,1108.0,877.0,697.0,689.0,636.0,595.0,574.0,554.0,456.0,386.0,307.0,258.0
10107802,东往西,114.047958,22.518469,197.0,179.0,135.0,142.0,134.0,133.0,129.0,143.0,92.0,59.0,77.0,96.0,119.0,227.0,463.0,642.0,546.0,553.0,584.0,611.0,613.0,557.0,478.0,552.0,101.0,0.0,0.0,0.0,922.0,1936.0,540.0,524.0,555.0,641.0,568.0,706.0,474.0,506.0,481.0,630.0,558.0,585.0,508.0,462.0,349.0,273.0,249.0
20104404,西往东,114.039547,22.593369,400.0,372.0,315.0,282.0,265.0,235.0,208.0,228.0,239.0,227.0,269.0,319.0,483.0,663.0,1003.0,863.0,993.0,954.0,907.0,1070.0,494.0,649.0,1801.0,1069.0,985.0,1067.0,1115.0,1212.0,983.0,557.0,1283.0,1084.0,974.0,1239.0,1298.0,1401.0,1359.0,776.0,635.0,1064.0,1034.0,1059.0,993.0,918.0,841.0,781.0,578.0
20101816,北往南,114.018817,22.525639,429.0,322.0,310.0,262.0,222.0,166.0,101.0,84.0,99.0,67.0,79.0,126.0,274.0,484.0,644.0,1363.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651.0,1552.0,1017.0,993.0,870.0,872.0,869.0,819.0,751.0,615.0,620.0,486.0
2010034,东行,114.026839,22.546064,119.0,88.0,62.0,61.0,37.0,37.0,31.0,24.0,16.0,17.0,24.0,31.0,44.0,122.0,553.0,802.0,771.0,731.0,683.0,551.0,571.0,534.0,594.0,666.0,80.0,0.0,0.0,0.0,994.0,2249.0,589.0,608.0,594.0,610.0,636.0,615.0,854.0,625.0,560.0,496.0,428.0,379.0,343.0,267.0,260.0,170.0,155.0
10101001,东往西,114.071097,22.558264,280.0,209.0,204.0,188.0,119.0,122.0,73.0,77.0,59.0,79.0,90.0,145.0,235.0,511.0,1377.0,1843.0,1467.0,1293.0,1277.0,1269.0,1052.0,1079.0,1050.0,1023.0,192.0,0.0,0.0,0.0,1551.0,4297.0,1133.0,1251.0,929.0,668.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10100606,西往东,114.078106,22.543231,10.0,10.0,11.0,8.0,5.0,4.0,10.0,4.0,6.0,1.0,3.0,4.0,3.0,4.0,25.0,31.0,40.0,38.0,24.0,40.0,30.0,31.0,35.0,31.0,7.0,0.0,0.0,0.0,48.0,97.0,34.0,39.0,23.0,32.0,23.0,25.0,32.0,33.0,38.0,46.0,35.0,24.0,25.0,21.0,15.0,17.0,16.0
10101302,南往北,114.091236,22.549044,182.0,137.0,125.0,115.0,102.0,83.0,63.0,50.0,44.0,43.0,34.0,45.0,64.0,124.0,467.0,715.0,499.0,507.0,548.0,530.0,552.0,612.0,602.0,606.0,98.0,0.0,0.0,0.0,900.0,2250.0,691.0,710.0,534.0,376.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010006,北行,114.06,22.578056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010093,东行,114.08481,22.55563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010097,东行,114.09221,22.54919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101004,西往东,114.094269,22.558394,322.0,235.0,227.0,173.0,165.0,147.0,113.0,98.0,91.0,86.0,83.0,87.0,168.0,330.0,738.0,889.0,836.0,831.0,851.0,880.0,903.0,1005.0,918.0,967.0,146.0,0.0,0.0,0.0,1257.0,3509.0,1005.0,1038.0,882.0,491.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10100603,东往西,114.011211,22.537544,378.0,274.0,223.0,207.0,152.0,162.0,124.0,128.0,89.0,77.0,80.0,109.0,142.0,301.0,830.0,1502.0,2135.0,1929.0,1783.0,1591.0,1493.0,1436.0,1370.0,1324.0,191.0,0.0,0.0,0.0,2231.0,5735.0,1506.0,1586.0,1289.0,878.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010087,北行,114.08148,22.56049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101002,西往东,114.062408,22.558586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
10100203,东往西,114.070733,22.569694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010092,西行,114.08481,22.55563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010094,南行,114.09915,22.55808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010088,西行,114.08113,22.55886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010090,北行,114.09695,22.55633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010005,北行,114.060278,22.5775,176.0,132.0,105.0,81.0,64.0,53.0,48.0,46.0,32.0,29.0,22.0,50.0,93.0,80.0,161.0,296.0,331.0,322.0,315.0,360.0,300.0,348.0,338.0,459.0,48.0,0.0,0.0,0.0,607.0,1315.0,573.0,479.0,536.0,555.0,522.0,474.0,0.0,66.0,415.0,472.0,479.0,442.0,441.0,424.0,324.0,291.0,239.0
10100210,西往东,114.006578,22.557022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101301,北往南,114.091069,22.555872,121.0,90.0,97.0,81.0,47.0,48.0,36.0,49.0,29.0,33.0,40.0,67.0,103.0,264.0,686.0,806.0,624.0,755.0,672.0,693.0,600.0,564.0,575.0,506.0,79.0,0.0,0.0,0.0,895.0,2006.0,564.0,555.0,618.0,490.0,472.0,406.0,395.0,400.0,307.0,356.0,336.0,339.0,287.0,248.0,202.0,163.0,157.0
10100604,西往东,114.011211,22.537544,440.0,338.0,293.0,214.0,173.0,146.0,144.0,98.0,97.0,64.0,76.0,100.0,170.0,394.0,1000.0,1964.0,2835.0,2429.0,1938.0,1626.0,1644.0,1597.0,1441.0,1456.0,197.0,0.0,0.0,0.0,2145.0,6069.0,1538.0,1618.0,1348.0,997.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10100204,西往东,114.059964,22.567103,4089.0,3895.0,717.0,574.0,525.0,427.0,398.0,317.0,336.0,368.0,383.0,511.0,787.0,1661.0,3056.0,3070.0,3426.0,3454.0,1506.0,940.0,435.0,858.0,1355.0,1967.0,3720.0,3537.0,5071.0,2951.0,1193.0,533.0,1072.0,801.0,1009.0,1573.0,1826.0,4351.0,5521.0,5075.0,4982.0,5451.0,5522.0,5400.0,4273.0,2314.0,2008.0,1649.0,1398.0
2010102,东行,114.09012,22.54922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100403,东往西,114.02785,22.531014,1252.0,951.0,774.0,574.0,551.0,479.0,410.0,372.0,263.0,405.0,352.0,419.0,515.0,1027.0,1975.0,3574.0,4829.0,4100.0,2446.0,1981.0,816.0,1088.0,2314.0,2690.0,2785.0,2398.0,2846.0,2763.0,1797.0,964.0,1654.0,1675.0,1862.0,2635.0,2536.0,3941.0,3415.0,2765.0,2836.0,2621.0,2682.0,2709.0,2583.0,2302.0,1850.0,1657.0,1334.0
2010021,北行,114.047325,22.590994,278.0,218.0,186.0,145.0,112.0,88.0,79.0,84.0,62.0,61.0,47.0,107.0,251.0,251.0,353.0,532.0,699.0,602.0,540.0,824.0,519.0,630.0,931.0,750.0,611.0,645.0,535.0,591.0,769.0,729.0,1018.0,810.0,1174.0,983.0,1027.0,756.0,785.0,764.0,693.0,746.0,787.0,673.0,694.0,681.0,517.0,453.0,410.0
2010100,南行,114.08799,22.54855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010103,西行,114.09081,22.54729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010020,北行,114.059089,22.580614,283.0,215.0,186.0,143.0,114.0,88.0,89.0,82.0,66.0,61.0,55.0,133.0,260.0,269.0,360.0,562.0,916.0,753.0,547.0,634.0,542.0,590.0,610.0,721.0,110.0,0.0,0.0,0.0,933.0,2559.0,850.0,831.0,784.0,711.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20104605,南往北,114.044289,22.537169,746.0,556.0,430.0,352.0,300.0,263.0,212.0,190.0,186.0,154.0,193.0,295.0,552.0,946.0,1780.0,2181.0,2138.0,2064.0,2107.0,2059.0,2079.0,1981.0,1848.0,1610.0,266.0,0.0,0.0,0.0,3360.0,7385.0,1962.0,2056.0,1965.0,1752.0,2068.0,2043.0,2084.0,1922.0,1933.0,1894.0,1969.0,1978.0,1878.0,1616.0,1395.0,1085.0,879.0
20101817,北往南,114.037122,22.515494,233.0,176.0,153.0,129.0,116.0,99.0,47.0,46.0,50.0,41.0,45.0,57.0,131.0,230.0,291.0,534.0,664.0,689.0,237.0,33.0,24.0,33.0,59.0,354.0,935.0,888.0,1342.0,586.0,141.0,30.0,58.0,71.0,132.0,309.0,318.0,1019.0,829.0,639.0,536.0,547.0,528.0,528.0,502.0,447.0,345.0,339.0,270.0
10103501,北往南,114.044289,22.537169,382.0,318.0,297.0,213.0,197.0,172.0,132.0,108.0,97.0,106.0,119.0,177.0,278.0,406.0,923.0,1393.0,1691.0,1619.0,1376.0,1332.0,1202.0,1304.0,1206.0,1237.0,213.0,0.0,0.0,0.0,1922.0,4461.0,1302.0,1280.0,1373.0,1330.0,1396.0,1453.0,1326.0,993.0,943.0,937.0,971.0,911.0,864.0,803.0,726.0,586.0,444.0
10107701,西往东,114.044289,22.537169,115.0,78.0,62.0,76.0,45.0,58.0,54.0,45.0,41.0,36.0,40.0,52.0,74.0,150.0,372.0,493.0,445.0,573.0,529.0,437.0,359.0,330.0,293.0,331.0,51.0,0.0,0.0,0.0,579.0,1137.0,355.0,328.0,319.0,391.0,368.0,450.0,412.0,319.0,287.0,306.0,302.0,291.0,267.0,254.0,210.0,157.0,129.0
20101813,南往北,114.001756,22.544686,319.0,237.0,156.0,128.0,122.0,92.0,80.0,80.0,112.0,166.0,240.0,321.0,419.0,631.0,701.0,1116.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,1688.0,1694.0,1155.0,998.0,928.0,889.0,849.0,762.0,647.0,514.0,439.0,395.0
2010125,南行,114.046982,22.590212,175.0,125.0,109.0,79.0,55.0,34.0,27.0,23.0,30.0,28.0,32.0,62.0,204.0,665.0,1858.0,1611.0,1361.0,1553.0,1401.0,1346.0,1211.0,847.0,587.0,504.0,75.0,0.0,0.0,0.0,982.0,2176.0,619.0,629.0,561.0,571.0,608.0,533.0,489.0,388.0,391.0,391.0,341.0,340.0,287.0,286.0,234.0,262.0,239.0
10107702,东往西,114.044289,22.537169,112.0,79.0,67.0,72.0,78.0,73.0,56.0,56.0,49.0,55.0,40.0,49.0,53.0,119.0,191.0,341.0,296.0,251.0,260.0,295.0,238.0,231.0,238.0,255.0,51.0,0.0,0.0,0.0,457.0,977.0,305.0,300.0,294.0,369.0,367.0,414.0,388.0,316.0,266.0,269.0,280.0,271.0,232.0,227.0,203.0,129.0,92.0
2010035,西行,114.026839,22.546064,139.0,100.0,94.0,63.0,60.0,54.0,33.0,32.0,36.0,17.0,23.0,29.0,64.0,127.0,311.0,658.0,574.0,613.0,599.0,500.0,526.0,486.0,489.0,552.0,98.0,0.0,0.0,0.0,968.0,1955.0,629.0,575.0,676.0,662.0,710.0,956.0,684.0,552.0,542.0,606.0,481.0,427.0,401.0,357.0,279.0,224.0,191.0
2010110,东行,114.08638,22.55809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010131,西往东,114.026076,22.534194,869.0,712.0,618.0,480.0,448.0,403.0,287.0,249.0,211.0,201.0,194.0,284.0,480.0,846.0,2065.0,3432.0,3705.0,3498.0,2774.0,2973.0,1594.0,2401.0,3980.0,2703.0,2364.0,2131.0,2262.0,2782.0,2715.0,1907.0,3523.0,2935.0,3485.0,3408.0,3455.0,3653.0,3330.0,2681.0,2533.0,2341.0,2473.0,2390.0,2265.0,2041.0,1713.0,1465.0,1148.0
2010140,东行,114.076925,22.52203,73.0,83.0,63.0,46.0,31.0,48.0,38.0,36.0,28.0,36.0,29.0,44.0,61.0,90.0,111.0,129.0,183.0,247.0,239.0,274.0,280.0,298.0,260.0,212.0,44.0,0.0,0.0,0.0,421.0,896.0,287.0,235.0,278.0,306.0,282.0,249.0,294.0,288.0,282.0,311.0,311.0,277.0,289.0,229.0,134.0,134.0,101.0
2010085,西行,114.07543,22.55168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010002,西行,114.070278,22.542778,239.0,167.0,129.0,140.0,75.0,63.0,43.0,49.0,33.0,37.0,29.0,44.0,59.0,132.0,471.0,1119.0,1592.0,1447.0,1015.0,869.0,818.0,793.0,795.0,757.0,118.0,0.0,0.0,0.0,1434.0,3033.0,919.0,1089.0,1104.0,990.0,1100.0,1110.0,875.0,693.0,675.0,638.0,596.0,580.0,548.0,454.0,385.0,312.0,274.0
20104606,北行,114.013408,22.590289,276.0,221.0,159.0,162.0,129.0,120.0,80.0,68.0,64.0,50.0,77.0,115.0,276.0,439.0,814.0,931.0,776.0,795.0,904.0,857.0,851.0,823.0,786.0,692.0,111.0,0.0,0.0,0.0,1406.0,2937.0,785.0,789.0,747.0,692.0,808.0,903.0,887.0,874.0,797.0,796.0,810.0,860.0,791.0,727.0,579.0,462.0,333.0
2010007,北行,114.06,22.578333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010004,南行,114.070556,22.542778,213.0,144.0,119.0,128.0,72.0,67.0,39.0,47.0,35.0,36.0,30.0,45.0,57.0,130.0,430.0,1035.0,1282.0,972.0,1016.0,854.0,736.0,783.0,801.0,767.0,121.0,0.0,0.0,0.0,1402.0,3097.0,906.0,1084.0,1101.0,991.0,1108.0,1105.0,883.0,688.0,692.0,630.0,593.0,571.0,543.0,447.0,380.0,300.0,261.0
2010004,西行,114.070556,22.542778,213.0,144.0,119.0,128.0,72.0,67.0,39.0,47.0,35.0,36.0,30.0,45.0,57.0,130.0,430.0,1035.0,1282.0,972.0,1016.0,854.0,736.0,783.0,801.0,767.0,121.0,0.0,0.0,0.0,1402.0,3097.0,906.0,1084.0,1101.0,991.0,1108.0,1105.0,883.0,688.0,692.0,630.0,593.0,571.0,543.0,447.0,380.0,300.0,261.0
2010099,西行,114.08937,22.55161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010101,东行,114.07691,22.54695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100211,东往西,114.006578,22.557022,1046.0,907.0,950.0,1043.0,1034.0,1136.0,1254.0,1284.0,1436.0,1195.0,1012.0,907.0,968.0,1137.0,1919.0,3010.0,3158.0,3095.0,2300.0,2267.0,1334.0,1768.0,2715.0,3138.0,2903.0,2521.0,2558.0,2757.0,2657.0,1888.0,2603.0,2387.0,3209.0,3170.0,3047.0,3384.0,2716.0,2144.0,2145.0,2217.0,2152.0,2202.0,2061.0,1945.0,1637.0,1302.0,1088.0
2010096,西行,114.09221,22.54919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010098,西行,114.08325,22.55179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010106,北行,114.08409,22.55122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010109,北行,114.08792,22.55052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010095,东行,114.09068,22.55418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20104607,北往南,114.012122,22.567686,416.0,321.0,304.0,272.0,196.0,168.0,142.0,163.0,123.0,157.0,179.0,329.0,575.0,1129.0,2143.0,2026.0,1976.0,2005.0,1940.0,1939.0,1952.0,1823.0,1684.0,1560.0,227.0,0.0,0.0,0.0,3086.0,6933.0,1852.0,1873.0,1860.0,1536.0,1837.0,2072.0,1889.0,1489.0,1458.0,1463.0,1349.0,1345.0,1206.0,1022.0,873.0,766.0,636.0
