监测点id,方向,卡口经度,卡口纬度,2017-05-03 00:00:00-2017-05-03 00:30:00,2017-05-03 00:30:00-2017-05-03 01:00:00,2017-05-03 01:00:00-2017-05-03 01:30:00,2017-05-03 01:30:00-2017-05-03 02:00:00,2017-05-03 02:00:00-2017-05-03 02:30:00,2017-05-03 02:30:00-2017-05-03 03:00:00,2017-05-03 03:00:00-2017-05-03 03:30:00,2017-05-03 03:30:00-2017-05-03 04:00:00,2017-05-03 04:00:00-2017-05-03 04:30:00,2017-05-03 04:30:00-2017-05-03 05:00:00,2017-05-03 05:00:00-2017-05-03 05:30:00,2017-05-03 05:30:00-2017-05-03 06:00:00,2017-05-03 06:00:00-2017-05-03 06:30:00,2017-05-03 06:30:00-2017-05-03 07:00:00,2017-05-03 07:00:00-2017-05-03 07:30:00,2017-05-03 07:30:00-2017-05-03 08:00:00,2017-05-03 08:00:00-2017-05-03 08:30:00,2017-05-03 08:30:00-2017-05-03 09:00:00,2017-05-03 09:00:00-2017-05-03 09:30:00,2017-05-03 09:30:00-2017-05-03 10:00:00,2017-05-03 10:00:00-2017-05-03 10:30:00,2017-05-03 10:30:00-2017-05-03 11:00:00,2017-05-03 11:00:00-2017-05-03 11:30:00,2017-05-03 11:30:00-2017-05-03 12:00:00,2017-05-03 12:00:00-2017-05-03 12:30:00,2017-05-03 12:30:00-2017-05-03 13:00:00,2017-05-03 13:00:00-2017-05-03 13:30:00,2017-05-03 13:30:00-2017-05-03 14:00:00,2017-05-03 14:00:00-2017-05-03 14:30:00,2017-05-03 14:30:00-2017-05-03 15:00:00,2017-05-03 15:00:00-2017-05-03 15:30:00,2017-05-03 15:30:00-2017-05-03 16:00:00,2017-05-03 16:00:00-2017-05-03 16:30:00,2017-05-03 16:30:00-2017-05-03 17:00:00,2017-05-03 17:00:00-2017-05-03 17:30:00,2017-05-03 18:00:00-2017-05-03 18:30:00,2017-05-03 18:30:00-2017-05-03 19:00:00,2017-05-03 19:00:00-2017-05-03 19:30:00,2017-05-03 19:30:00-2017-05-03 20:00:00,2017-05-03 20:00:00-2017-05-03 20:30:00,2017-05-03 20:30:00-2017-05-03 21:00:00,2017-05-03 21:00:00-2017-05-03 21:30:00,2017-05-03 21:30:00-2017-05-03 22:00:00,2017-05-03 22:00:00-2017-05-03 22:30:00,2017-05-03 22:30:00-2017-05-03 23:00:00,2017-05-03 23:00:00-2017-05-03 23:30:00,2017-05-03 23:30:00-2017-05-04 00:00:00
20100301,南往北,114.049897,22.590267,1186.0,964.0,795.0,611.0,547.0,497.0,407.0,312.0,300.0,317.0,349.0,439.0,566.0,925.0,1724.0,2272.0,2236.0,2205.0,2178.0,2478.0,2401.0,2322.0,2330.0,2177.0,343.0,0.0,0.0,0.0,4178.0,8850.0,2659.0,2747.0,2807.0,2826.0,2895.0,2956.0,2853.0,2500.0,2426.0,2425.0,2308.0,2407.0,2237.0,2175.0,1855.0,1583.0,1365.0
10100205,东往西,114.045089,22.565139,3831.0,3678.0,3664.0,663.0,400.0,379.0,309.0,314.0,292.0,367.0,518.0,581.0,840.0,1607.0,2321.0,2948.0,3412.0,3137.0,1350.0,863.0,478.0,810.0,1263.0,1735.0,3371.0,3362.0,4817.0,2915.0,1258.0,671.0,1375.0,1177.0,1617.0,1940.0,2145.0,4708.0,5152.0,4677.0,4539.0,4634.0,4735.0,3961.0,1839.0,1725.0,1456.0,1120.0,892.0
10100206,西往东,114.036178,22.562631,3997.0,3801.0,3734.0,3698.0,3772.0,3211.0,334.0,288.0,262.0,329.0,334.0,453.0,739.0,1726.0,2846.0,3309.0,3782.0,3365.0,1402.0,1008.0,507.0,554.0,1026.0,1492.0,3156.0,3165.0,4709.0,2336.0,905.0,557.0,631.0,558.0,736.0,1415.0,1717.0,4238.0,5374.0,4984.0,4981.0,5112.0,5272.0,5325.0,5108.0,4884.0,4672.0,4412.0,1699.0
2010107,东行,114.08226,22.55155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010397,西行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010105,北行,114.07932,22.54341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20104403,东往西,114.039547,22.593369,731.0,585.0,525.0,478.0,407.0,379.0,332.0,390.0,394.0,397.0,506.0,749.0,1264.0,1945.0,2342.0,1857.0,1890.0,1850.0,1587.0,1984.0,817.0,1455.0,3868.0,2187.0,2076.0,2095.0,2502.0,2624.0,2185.0,1453.0,2854.0,2489.0,2953.0,2984.0,2652.0,2693.0,2539.0,2223.0,2144.0,2090.0,1970.0,1968.0,1802.0,1579.0,1351.0,1054.0,872.0
10100405,东往西,114.072789,22.532031,1686.0,1361.0,1203.0,998.0,967.0,879.0,703.0,666.0,583.0,747.0,621.0,807.0,880.0,1355.0,2509.0,3665.0,3730.0,3884.0,4127.0,3588.0,3341.0,3308.0,3054.0,2984.0,511.0,0.0,0.0,0.0,5031.0,13271.0,3525.0,3699.0,3090.0,2256.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10100406,西往东,114.064156,22.531783,4379.0,4168.0,3780.0,3529.0,3722.0,3464.0,3197.0,3280.0,2261.0,2822.0,3203.0,3790.0,4156.0,4448.0,5318.0,5131.0,4815.0,4901.0,1292.0,392.0,241.0,355.0,533.0,759.0,1767.0,1787.0,3293.0,1793.0,647.0,276.0,413.0,417.0,502.0,934.0,955.0,2282.0,3606.0,5092.0,5267.0,5424.0,5457.0,5474.0,5380.0,5183.0,4847.0,4761.0,4363.0
10103901,西往东,114.067892,22.523333,9.0,20.0,17.0,8.0,8.0,10.0,5.0,4.0,5.0,3.0,7.0,9.0,2.0,1.0,6.0,8.0,7.0,2.0,5.0,4.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,12.0,4.0,7.0,2.0,8.0,8.0,6.0,6.0,8.0,8.0,12.0,4.0,10.0,6.0,5.0,10.0,9.0,8.0
10100407,东往西,114.086256,22.537492,20.0,20.0,15.0,18.0,11.0,15.0,14.0,10.0,13.0,15.0,12.0,10.0,18.0,16.0,37.0,33.0,30.0,30.0,29.0,14.0,35.0,27.0,37.0,38.0,12.0,0.0,0.0,0.0,101.0,128.0,44.0,39.0,38.0,40.0,37.0,45.0,41.0,38.0,33.0,29.0,43.0,51.0,37.0,32.0,38.0,38.0,25.0
10100408,西往东,114.086256,22.537492,41.0,45.0,43.0,40.0,24.0,8.0,14.0,12.0,13.0,8.0,8.0,10.0,6.0,13.0,27.0,32.0,35.0,20.0,27.0,22.0,28.0,27.0,32.0,24.0,3.0,0.0,0.0,0.0,45.0,92.0,21.0,18.0,18.0,15.0,22.0,17.0,30.0,36.0,27.0,32.0,37.0,39.0,26.0,34.0,26.0,17.0,18.0
2010396,东行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010391,南行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010390,北行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010389,西行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010395,西行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010394,东行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010393,西行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100610,西往东,114.041969,22.542617,7.0,4.0,7.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,6.0,10.0,24.0,25.0,28.0,23.0,19.0,20.0,22.0,20.0,14.0,2.0,0.0,0.0,0.0,47.0,64.0,23.0,19.0,25.0,20.0,25.0,22.0,16.0,21.0,10.0,12.0,8.0,5.0,16.0,10.0,6.0,8.0,4.0
10100609,东往西,114.045606,22.542711,11.0,5.0,1.0,9.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,2.0,4.0,9.0,16.0,20.0,25.0,28.0,21.0,23.0,21.0,14.0,21.0,20.0,1.0,0.0,0.0,0.0,39.0,55.0,22.0,13.0,18.0,28.0,36.0,17.0,23.0,27.0,19.0,11.0,15.0,13.0,6.0,7.0,10.0,5.0,2.0
10101202,西往东,114.065664,22.551086,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,11.0,24.0,11.0,14.0,11.0,20.0,11.0,21.0,20.0,6.0,0.0,0.0,0.0,0.0,32.0,41.0,9.0,8.0,13.0,11.0,13.0,18.0,7.0,14.0,9.0,8.0,8.0,10.0,6.0,11.0,9.0,7.0,3.0
10101201,东往西,114.069239,22.551206,5.0,4.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,5.0,9.0,17.0,14.0,13.0,14.0,14.0,7.0,15.0,16.0,14.0,4.0,0.0,0.0,0.0,25.0,48.0,13.0,14.0,11.0,18.0,9.0,18.0,14.0,8.0,10.0,9.0,9.0,10.0,7.0,6.0,6.0,4.0,7.0
10104301,南行,114.063489,22.518983,90.0,69.0,74.0,71.0,41.0,47.0,31.0,55.0,36.0,32.0,25.0,22.0,32.0,55.0,74.0,86.0,129.0,115.0,158.0,224.0,161.0,304.0,219.0,174.0,131.0,155.0,143.0,204.0,259.0,281.0,266.0,217.0,267.0,240.0,204.0,188.0,215.0,181.0,154.0,206.0,189.0,210.0,158.0,153.0,118.0,106.0,107.0
10100404,西往东,114.022772,22.532142,2962.0,2073.0,1810.0,1579.0,1537.0,2440.0,2196.0,641.0,226.0,209.0,202.0,297.0,500.0,931.0,2385.0,3879.0,3911.0,3837.0,1023.0,1260.0,642.0,826.0,1220.0,1802.0,3439.0,3021.0,4650.0,2609.0,1089.0,621.0,801.0,700.0,844.0,1358.0,814.0,3548.0,4807.0,3947.0,3781.0,4579.0,3514.0,2969.0,3264.0,2350.0,1792.0,1538.0,1210.0
10100605,东往西,114.078106,22.543231,13.0,12.0,13.0,6.0,5.0,4.0,9.0,4.0,5.0,2.0,3.0,4.0,1.0,6.0,10.0,28.0,26.0,35.0,31.0,25.0,24.0,23.0,21.0,31.0,4.0,0.0,0.0,0.0,42.0,100.0,23.0,26.0,30.0,27.0,39.0,32.0,35.0,40.0,51.0,47.0,35.0,20.0,24.0,21.0,18.0,17.0,17.0
2010104,南行,114.07932,22.54341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10207102,北往南,114.149469,22.557431,40.0,28.0,31.0,18.0,24.0,21.0,23.0,16.0,21.0,25.0,24.0,26.0,25.0,49.0,99.0,116.0,119.0,114.0,101.0,81.0,100.0,90.0,83.0,115.0,20.0,0.0,0.0,0.0,164.0,374.0,91.0,96.0,120.0,158.0,135.0,158.0,121.0,104.0,91.0,98.0,98.0,89.0,100.0,89.0,70.0,51.0,50.0
10200903,西往东,114.144678,22.555328,13.0,11.0,8.0,6.0,5.0,6.0,8.0,4.0,9.0,7.0,4.0,9.0,15.0,18.0,33.0,40.0,35.0,46.0,39.0,48.0,56.0,42.0,60.0,47.0,11.0,0.0,0.0,0.0,88.0,155.0,51.0,35.0,36.0,43.0,37.0,41.0,53.0,56.0,52.0,40.0,42.0,47.0,48.0,37.0,21.0,23.0,18.0
10200613,东往西,114.103114,22.544197,8.0,5.0,6.0,5.0,4.0,4.0,2.0,5.0,3.0,5.0,0.0,3.0,0.0,6.0,8.0,20.0,22.0,17.0,16.0,11.0,12.0,13.0,10.0,14.0,1.0,0.0,0.0,0.0,24.0,65.0,22.0,23.0,18.0,21.0,17.0,20.0,12.0,19.0,18.0,9.0,17.0,13.0,15.0,12.0,13.0,11.0,9.0
2010385,北行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10207101,南往北,114.149469,22.557431,80.0,56.0,49.0,35.0,39.0,38.0,36.0,22.0,33.0,25.0,29.0,50.0,74.0,172.0,315.0,345.0,359.0,276.0,233.0,197.0,212.0,190.0,192.0,193.0,43.0,0.0,0.0,0.0,346.0,719.0,215.0,184.0,243.0,251.0,261.0,267.0,264.0,219.0,209.0,209.0,170.0,166.0,176.0,151.0,154.0,111.0,78.0
20204001,南往北,114.113056,22.584722,215.0,171.0,153.0,161.0,817.0,724.0,764.0,574.0,557.0,549.0,511.0,591.0,676.0,901.0,1767.0,1785.0,1895.0,1724.0,1250.0,1554.0,827.0,1351.0,2436.0,1825.0,1784.0,1552.0,1594.0,1726.0,1649.0,1183.0,2276.0,1930.0,2295.0,2480.0,2159.0,2038.0,1944.0,855.0,756.0,2087.0,2189.0,2225.0,2201.0,2117.0,1895.0,1636.0,1499.0
20200905,西往东,114.178889,22.559106,216.0,172.0,124.0,123.0,95.0,87.0,89.0,71.0,59.0,70.0,75.0,100.0,150.0,270.0,472.0,819.0,678.0,631.0,574.0,562.0,552.0,526.0,561.0,571.0,69.0,0.0,0.0,0.0,877.0,2271.0,563.0,650.0,541.0,445.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10101003,东往西,114.101908,22.558444,354.0,242.0,249.0,206.0,178.0,149.0,122.0,113.0,97.0,129.0,110.0,154.0,233.0,383.0,991.0,1139.0,1238.0,1252.0,1178.0,1196.0,1021.0,986.0,927.0,902.0,165.0,0.0,0.0,0.0,1481.0,3860.0,1011.0,1050.0,794.0,572.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10200103,东往西,114.102906,22.572336,1062.0,822.0,752.0,604.0,548.0,465.0,437.0,431.0,445.0,510.0,645.0,845.0,1336.0,2432.0,3865.0,2487.0,4054.0,3861.0,3711.0,3765.0,3498.0,3443.0,3177.0,2976.0,477.0,0.0,0.0,0.0,5247.0,13527.0,3452.0,3291.0,2786.0,2169.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20602101,南往北,114.0979,22.588994,11.0,8.0,4.0,0.0,8.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,10.0,5.0,18.0,22.0,28.0,28.0,24.0,21.0,22.0,25.0,24.0,1.0,0.0,0.0,0.0,50.0,87.0,32.0,28.0,37.0,29.0,46.0,27.0,28.0,25.0,29.0,17.0,16.0,20.0,16.0,22.0,13.0,15.0,11.0
2010018,南行,114.116667,22.550556,406.0,373.0,292.0,273.0,308.0,250.0,231.0,215.0,192.0,171.0,170.0,169.0,338.0,476.0,685.0,760.0,848.0,771.0,325.0,105.0,20.0,45.0,413.0,2615.0,750.0,751.0,780.0,781.0,428.0,30.0,286.0,324.0,1870.0,1311.0,488.0,623.0,584.0,565.0,630.0,566.0,591.0,616.0,561.0,573.0,564.0,519.0,501.0
10200904,东往西,114.144992,22.555733,12.0,10.0,5.0,8.0,3.0,6.0,4.0,5.0,10.0,3.0,6.0,8.0,8.0,21.0,48.0,43.0,40.0,0.0,31.0,12.0,11.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,13.0,28.0,8.0,9.0,7.0,22.0,12.0,10.0,12.0,13.0,23.0,21.0,9.0,14.0,12.0,7.0,7.0,10.0,5.0
10203801,北往南,114.132908,22.546103,487.0,417.0,341.0,290.0,258.0,207.0,216.0,186.0,207.0,214.0,236.0,356.0,556.0,1032.0,1952.0,1952.0,1589.0,1580.0,2062.0,1864.0,1964.0,1769.0,1788.0,1773.0,224.0,0.0,0.0,0.0,2939.0,7335.0,1893.0,1912.0,1465.0,977.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010017,北行,114.116389,22.548333,495.0,428.0,396.0,381.0,347.0,324.0,301.0,275.0,271.0,245.0,250.0,252.0,361.0,402.0,440.0,411.0,411.0,439.0,477.0,493.0,483.0,539.0,508.0,522.0,63.0,0.0,0.0,0.0,949.0,2316.0,596.0,694.0,471.0,329.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010373,南行,114.110582,22.593871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2010374,南行,114.140861,22.580286,76.0,72.0,53.0,45.0,47.0,45.0,33.0,26.0,21.0,43.0,56.0,92.0,236.0,405.0,558.0,584.0,485.0,516.0,512.0,505.0,408.0,318.0,242.0,226.0,31.0,0.0,0.0,0.0,492.0,1063.0,259.0,277.0,275.0,232.0,280.0,284.0,251.0,195.0,201.0,152.0,154.0,187.0,153.0,147.0,140.0,118.0,88.0
10200901,东往西,114.157458,22.561192,13.0,8.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,2.0,6.0,4.0,12.0,20.0,37.0,35.0,43.0,36.0,30.0,41.0,43.0,41.0,35.0,35.0,2.0,0.0,0.0,0.0,78.0,115.0,41.0,42.0,47.0,43.0,42.0,49.0,32.0,33.0,32.0,34.0,26.0,36.0,34.0,28.0,26.0,15.0,13.0
10203802,北往南,114.139472,22.555769,535.0,444.0,369.0,289.0,262.0,216.0,251.0,198.0,238.0,243.0,284.0,419.0,602.0,1196.0,1738.0,1967.0,2003.0,1920.0,1810.0,1917.0,1962.0,1753.0,1832.0,1636.0,225.0,0.0,0.0,0.0,2949.0,6665.0,1793.0,1912.0,1786.0,1815.0,1786.0,1706.0,1563.0,1378.0,1361.0,1382.0,1404.0,1303.0,1206.0,1080.0,913.0,774.0,678.0
20200906,东往西,114.157458,22.561192,163.0,132.0,101.0,85.0,76.0,57.0,54.0,63.0,41.0,50.0,57.0,66.0,119.0,302.0,996.0,972.0,1134.0,1114.0,1099.0,994.0,585.0,410.0,438.0,411.0,63.0,0.0,0.0,0.0,750.0,1964.0,580.0,743.0,564.0,369.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20602201,南往北,114.104972,22.589592,3.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,9.0,9.0,4.0,4.0,8.0,10.0,9.0,13.0,1.0,0.0,0.0,0.0,14.0,35.0,8.0,11.0,10.0,6.0,14.0,9.0,10.0,9.0,5.0,6.0,8.0,4.0,13.0,10.0,12.0,4.0,6.0
10200402,西往东,114.099317,22.538272,1316.0,1196.0,1065.0,859.0,833.0,792.0,678.0,543.0,564.0,485.0,517.0,547.0,763.0,1071.0,1771.0,2864.0,3252.0,2962.0,2902.0,2612.0,2601.0,2412.0,2769.0,2745.0,375.0,0.0,0.0,0.0,4299.0,11054.0,2282.0,2799.0,2483.0,1761.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20204101,北行,114.140861,22.580286,111.0,116.0,98.0,69.0,72.0,74.0,45.0,79.0,85.0,107.0,105.0,146.0,95.0,102.0,155.0,179.0,219.0,197.0,179.0,220.0,205.0,229.0,210.0,213.0,41.0,0.0,0.0,0.0,346.0,773.0,264.0,248.0,269.0,304.0,381.0,277.0,292.0,271.0,238.0,209.0,197.0,244.0,243.0,248.0,197.0,157.0,134.0
10200614,西往东,114.103114,22.544197,10.0,5.0,11.0,4.0,7.0,3.0,3.0,3.0,6.0,4.0,2.0,2.0,2.0,1.0,9.0,14.0,17.0,14.0,19.0,13.0,18.0,18.0,16.0,20.0,6.0,0.0,0.0,0.0,33.0,43.0,17.0,19.0,17.0,21.0,21.0,17.0,18.0,14.0,9.0,20.0,19.0,12.0,14.0,12.0,10.0,7.0,5.0
10200104,西往东,114.094361,22.568592,1304.0,980.0,825.0,707.0,581.0,505.0,477.0,421.0,401.0,464.0,475.0,568.0,846.0,1551.0,2602.0,3022.0,3492.0,3423.0,3327.0,3458.0,3078.0,3206.0,3405.0,3441.0,622.0,0.0,0.0,0.0,5121.0,13286.0,3688.0,3875.0,3322.0,2172.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010376,北行,114.110582,22.593871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
10200102,西往东,114.109747,22.576233,1164.0,872.0,735.0,637.0,541.0,463.0,487.0,397.0,376.0,451.0,468.0,599.0,868.0,1722.0,2590.0,2435.0,2637.0,2823.0,2781.0,2866.0,2630.0,2879.0,2930.0,2899.0,460.0,0.0,0.0,0.0,4879.0,10710.0,3161.0,3370.0,3206.0,3409.0,3197.0,3545.0,3241.0,2827.0,2598.0,2748.0,2742.0,2684.0,2718.0,2376.0,2070.0,1635.0,1497.0
2010384,南行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010383,南行,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010045,南行,113.904753,22.524808,287.0,234.0,221.0,244.0,210.0,224.0,212.0,176.0,191.0,210.0,208.0,220.0,338.0,515.0,787.0,932.0,949.0,908.0,847.0,923.0,976.0,770.0,723.0,790.0,110.0,0.0,0.0,0.0,1384.0,3439.0,823.0,914.0,716.0,454.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010056,北行,113.927669,22.505644,109.0,83.0,71.0,63.0,37.0,42.0,45.0,43.0,26.0,38.0,36.0,51.0,90.0,193.0,442.0,613.0,566.0,470.0,549.0,529.0,527.0,510.0,447.0,421.0,365.0,329.0,312.0,424.0,532.0,507.0,477.0,428.0,500.0,452.0,488.0,445.0,332.0,311.0,276.0,319.0,318.0,306.0,290.0,246.0,240.0,164.0,145.0
20301814,南往北,113.952236,22.563978,290.0,217.0,138.0,114.0,87.0,86.0,76.0,69.0,108.0,156.0,230.0,284.0,385.0,531.0,562.0,1082.0,1564.0,1527.0,1021.0,824.0,441.0,568.0,999.0,1614.0,1924.0,1742.0,2186.0,1223.0,806.0,558.0,913.0,894.0,1160.0,1402.0,1462.0,2108.0,1571.0,1417.0,1573.0,1064.0,767.0,731.0,651.0,589.0,470.0,379.0,347.0
2010046,北行,113.904753,22.524808,335.0,274.0,254.0,257.0,273.0,243.0,236.0,249.0,285.0,280.0,270.0,344.0,405.0,434.0,471.0,592.0,691.0,697.0,647.0,716.0,716.0,602.0,594.0,540.0,108.0,0.0,0.0,0.0,1002.0,2510.0,590.0,616.0,589.0,444.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10300502,西往东,113.929247,22.525028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300212,西往东,113.983494,22.558397,914.0,956.0,711.0,667.0,750.0,623.0,552.0,614.0,623.0,551.0,668.0,871.0,914.0,1334.0,2075.0,1989.0,1866.0,1940.0,2339.0,2258.0,2088.0,2344.0,2209.0,1910.0,410.0,0.0,0.0,0.0,3530.0,8730.0,2004.0,1956.0,1955.0,1122.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010382,东往西,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,5.0,8.0,22.0,13.0,12.0,12.0,16.0,19.0,17.0,21.0,18.0,10.0,4.0,0.0,0.0,0.0,37.0,60.0,23.0,32.0,17.0,24.0,25.0,14.0,20.0,15.0,21.0,13.0,8.0,14.0,8.0,14.0,8.0,5.0,6.0
10300504,西往东,113.994233,22.527728,17.0,17.0,10.0,8.0,9.0,9.0,8.0,10.0,1.0,3.0,5.0,2.0,8.0,19.0,40.0,70.0,85.0,70.0,80.0,50.0,54.0,55.0,58.0,41.0,3.0,0.0,0.0,0.0,113.0,167.0,60.0,61.0,66.0,64.0,61.0,60.0,58.0,49.0,46.0,38.0,56.0,38.0,37.0,40.0,33.0,30.0,25.0
2010054,北行,113.897614,22.551331,758.0,610.0,459.0,363.0,307.0,209.0,224.0,157.0,162.0,143.0,136.0,166.0,220.0,485.0,942.0,1223.0,1357.0,1548.0,1350.0,1358.0,1120.0,1217.0,1837.0,2803.0,2327.0,1400.0,1442.0,1625.0,1601.0,1315.0,1766.0,1595.0,2188.0,2912.0,2746.0,2423.0,2233.0,1917.0,1958.0,1932.0,1997.0,2033.0,1923.0,1843.0,1530.0,1178.0,1000.0
10300506,西往东,113.960837,22.522978,16.0,12.0,12.0,4.0,7.0,4.0,5.0,3.0,2.0,6.0,2.0,1.0,11.0,20.0,37.0,57.0,33.0,54.0,66.0,43.0,34.0,43.0,40.0,35.0,8.0,0.0,0.0,0.0,71.0,149.0,37.0,40.0,35.0,47.0,50.0,49.0,71.0,41.0,53.0,40.0,37.0,35.0,25.0,36.0,26.0,17.0,14.0
20104401,东往西,113.995833,22.589167,666.0,535.0,441.0,391.0,361.0,269.0,264.0,261.0,271.0,270.0,317.0,454.0,872.0,1639.0,2029.0,1759.0,1693.0,1764.0,1214.0,1318.0,529.0,1042.0,3127.0,1671.0,1613.0,1624.0,1924.0,2027.0,1625.0,665.0,1926.0,1443.0,1721.0,2255.0,1707.0,1471.0,1635.0,1826.0,1716.0,1732.0,1641.0,1617.0,1458.0,1545.0,1281.0,1050.0,865.0
2010130,西往东,113.948233,22.527138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301102,北往南,113.924444,22.530019,8.0,9.0,7.0,6.0,5.0,4.0,0.0,2.0,3.0,1.0,3.0,7.0,4.0,20.0,12.0,5.0,17.0,4.0,7.0,8.0,9.0,11.0,6.0,10.0,2.0,0.0,0.0,0.0,15.0,32.0,5.0,6.0,11.0,4.0,7.0,3.0,9.0,12.0,13.0,20.0,24.0,19.0,24.0,14.0,19.0,19.0,8.0
10300503,东往西,113.994233,22.527728,844.0,613.0,493.0,349.0,356.0,295.0,241.0,222.0,156.0,174.0,183.0,179.0,292.0,677.0,1411.0,2711.0,3749.0,3500.0,3132.0,2921.0,2670.0,2470.0,2408.0,2232.0,349.0,0.0,0.0,0.0,3963.0,9109.0,2805.0,2834.0,2918.0,2907.0,3175.0,3553.0,3012.0,2261.0,2208.0,2030.0,2022.0,2102.0,1841.0,1703.0,1368.0,1188.0,959.0
10300601,东往西,113.930419,22.542983,8.0,4.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,12.0,14.0,17.0,25.0,17.0,17.0,34.0,20.0,19.0,23.0,4.0,0.0,0.0,0.0,21.0,58.0,16.0,19.0,22.0,27.0,21.0,28.0,22.0,20.0,21.0,21.0,17.0,28.0,17.0,15.0,20.0,13.0,8.0
