监测点id,方向,卡口经度,卡口纬度,2017-05-05 00:00:00-2017-05-05 00:30:00,2017-05-05 00:30:00-2017-05-05 01:00:00,2017-05-05 01:00:00-2017-05-05 01:30:00,2017-05-05 01:30:00-2017-05-05 02:00:00,2017-05-05 02:00:00-2017-05-05 02:30:00,2017-05-05 02:30:00-2017-05-05 03:00:00,2017-05-05 03:00:00-2017-05-05 03:30:00,2017-05-05 03:30:00-2017-05-05 04:00:00,2017-05-05 04:00:00-2017-05-05 04:30:00,2017-05-05 04:30:00-2017-05-05 05:00:00,2017-05-05 05:00:00-2017-05-05 05:30:00,2017-05-05 05:30:00-2017-05-05 06:00:00,2017-05-05 06:00:00-2017-05-05 06:30:00,2017-05-05 06:30:00-2017-05-05 07:00:00,2017-05-05 07:00:00-2017-05-05 07:30:00,2017-05-05 07:30:00-2017-05-05 08:00:00,2017-05-05 08:00:00-2017-05-05 08:30:00,2017-05-05 10:30:00-2017-05-05 11:00:00,2017-05-05 11:00:00-2017-05-05 11:30:00,2017-05-05 12:00:00-2017-05-05 12:30:00,2017-05-05 12:30:00-2017-05-05 13:00:00,2017-05-05 14:00:00-2017-05-05 14:30:00,2017-05-05 15:00:00-2017-05-05 15:30:00,2017-05-05 15:30:00-2017-05-05 16:00:00,2017-05-05 16:30:00-2017-05-05 17:00:00,2017-05-05 17:30:00-2017-05-05 18:00:00,2017-05-05 18:00:00-2017-05-05 18:30:00,2017-05-05 18:30:00-2017-05-05 19:00:00,2017-05-05 19:00:00-2017-05-05 19:30:00,2017-05-05 19:30:00-2017-05-05 20:00:00,2017-05-05 20:00:00-2017-05-05 20:30:00,2017-05-05 20:30:00-2017-05-05 21:00:00,2017-05-05 21:00:00-2017-05-05 21:30:00,2017-05-05 21:30:00-2017-05-05 22:00:00,2017-05-05 22:00:00-2017-05-05 22:30:00,2017-05-05 22:30:00-2017-05-05 23:00:00,2017-05-05 23:00:00-2017-05-05 23:30:00,2017-05-05 23:30:00-2017-05-06 00:00:00
2010192,,,,126.0,110.0,97.0,74.0,64.0,64.0,73.0,67.0,63.0,70.0,57.0,68.0,111.0,141.0,269.0,334.0,379.0,439.0,372.0,293.0,320.0,426.0,419.0,406.0,387.0,404.0,388.0,384.0,310.0,332.0,311.0,299.0,275.0,280.0,239.0,187.0,192.0,153.0
2010210,,,,126.0,100.0,81.0,78.0,68.0,50.0,46.0,36.0,36.0,36.0,40.0,37.0,55.0,131.0,212.0,281.0,297.0,299.0,330.0,341.0,261.0,327.0,391.0,388.0,399.0,406.0,426.0,410.0,355.0,326.0,321.0,284.0,239.0,139.0,0.0,0.0,0.0,0.0
2010149,,,,124.0,103.0,92.0,74.0,67.0,61.0,68.0,66.0,57.0,65.0,52.0,85.0,135.0,176.0,295.0,375.0,400.0,432.0,387.0,316.0,300.0,379.0,404.0,394.0,390.0,378.0,361.0,402.0,305.0,331.0,329.0,323.0,292.0,157.0,0.0,0.0,0.0,0.0
2010274,,,,122.0,121.0,94.0,79.0,74.0,48.0,49.0,41.0,43.0,38.0,56.0,89.0,170.0,225.0,334.0,646.0,755.0,667.0,655.0,586.0,500.0,719.0,828.0,843.0,818.0,677.0,598.0,486.0,589.0,559.0,492.0,517.0,469.0,466.0,396.0,279.0,292.0,195.0
2010275,,,,120.0,94.0,76.0,62.0,47.0,49.0,31.0,43.0,27.0,27.0,52.0,63.0,87.0,181.0,313.0,465.0,481.0,590.0,584.0,504.0,395.0,616.0,657.0,614.0,655.0,633.0,667.0,573.0,533.0,462.0,476.0,378.0,429.0,379.0,332.0,252.0,233.0,170.0
2010203,,,,120.0,126.0,108.0,81.0,79.0,58.0,62.0,58.0,66.0,67.0,52.0,79.0,107.0,126.0,160.0,207.0,226.0,415.0,389.0,371.0,397.0,459.0,459.0,448.0,414.0,408.0,416.0,336.0,354.0,336.0,289.0,349.0,309.0,303.0,256.0,245.0,226.0,182.0
2010214,,,,120.0,89.0,78.0,74.0,65.0,45.0,47.0,33.0,42.0,34.0,31.0,58.0,68.0,148.0,447.0,747.0,772.0,768.0,692.0,523.0,450.0,721.0,724.0,765.0,746.0,641.0,725.0,607.0,511.0,531.0,496.0,460.0,422.0,213.0,0.0,0.0,0.0,0.0
2010344,,,,120.0,120.0,83.0,72.0,63.0,58.0,37.0,35.0,42.0,27.0,40.0,48.0,77.0,151.0,281.0,418.0,368.0,362.0,369.0,373.0,313.0,388.0,475.0,430.0,505.0,445.0,435.0,458.0,419.0,357.0,339.0,363.0,377.0,372.0,322.0,255.0,218.0,165.0
2010188,,,,119.0,96.0,71.0,70.0,64.0,71.0,52.0,45.0,44.0,41.0,61.0,96.0,139.0,180.0,247.0,262.0,291.0,318.0,329.0,241.0,0.0,685.0,364.0,316.0,286.0,258.0,323.0,274.0,283.0,258.0,262.0,280.0,251.0,283.0,206.0,190.0,169.0,140.0
30602504,,,,118.0,108.0,96.0,98.0,73.0,79.0,72.0,63.0,74.0,88.0,100.0,131.0,198.0,269.0,426.0,640.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010120,,,,117.0,105.0,69.0,53.0,52.0,66.0,50.0,43.0,59.0,66.0,69.0,107.0,136.0,179.0,260.0,359.0,354.0,436.0,433.0,347.0,281.0,447.0,458.0,419.0,394.0,493.0,433.0,403.0,307.0,307.0,377.0,256.0,376.0,304.0,252.0,247.0,198.0,148.0
2010064,,,,117.0,91.0,110.0,83.0,88.0,50.0,48.0,43.0,27.0,32.0,35.0,56.0,52.0,164.0,365.0,520.0,419.0,418.0,440.0,454.0,306.0,450.0,432.0,460.0,544.0,574.0,658.0,509.0,543.0,451.0,442.0,400.0,373.0,362.0,334.0,276.0,255.0,207.0
2010151,,,,114.0,103.0,103.0,102.0,87.0,65.0,81.0,74.0,69.0,105.0,78.0,116.0,131.0,142.0,257.0,269.0,347.0,362.0,353.0,304.0,291.0,371.0,412.0,392.0,421.0,389.0,388.0,396.0,377.0,354.0,277.0,280.0,280.0,127.0,0.0,0.0,0.0,0.0
2010027,,,,114.0,86.0,54.0,56.0,48.0,26.0,24.0,17.0,18.0,14.0,14.0,32.0,54.0,124.0,285.0,531.0,713.0,474.0,431.0,398.0,332.0,594.0,526.0,563.0,633.0,725.0,869.0,742.0,505.0,458.0,361.0,416.0,404.0,381.0,337.0,321.0,272.0,174.0
2010118,,,,114.0,84.0,77.0,74.0,68.0,58.0,44.0,46.0,39.0,33.0,55.0,86.0,149.0,165.0,282.0,367.0,382.0,327.0,367.0,318.0,251.0,382.0,395.0,362.0,376.0,325.0,349.0,308.0,313.0,283.0,301.0,281.0,283.0,276.0,232.0,203.0,193.0,157.0
2010062,,,,113.0,93.0,84.0,83.0,73.0,48.0,68.0,72.0,50.0,53.0,55.0,66.0,133.0,201.0,365.0,75.0,551.0,515.0,496.0,353.0,386.0,502.0,511.0,530.0,627.0,604.0,595.0,478.0,379.0,461.0,412.0,395.0,414.0,335.0,281.0,253.0,199.0,183.0
2010217,,,,113.0,87.0,96.0,71.0,75.0,58.0,43.0,48.0,67.0,75.0,90.0,133.0,179.0,303.0,458.0,564.0,535.0,508.0,510.0,492.0,473.0,594.0,580.0,604.0,628.0,672.0,675.0,636.0,562.0,529.0,478.0,440.0,463.0,217.0,0.0,0.0,0.0,0.0
2010209,,,,112.0,87.0,75.0,51.0,61.0,58.0,45.0,19.0,23.0,35.0,32.0,30.0,63.0,95.0,212.0,313.0,391.0,334.0,351.0,272.0,275.0,339.0,349.0,387.0,395.0,374.0,376.0,382.0,327.0,324.0,325.0,321.0,303.0,158.0,0.0,0.0,0.0,0.0
2010063,,,,112.0,93.0,94.0,88.0,75.0,46.0,45.0,35.0,32.0,42.0,35.0,46.0,73.0,182.0,428.0,606.0,529.0,467.0,430.0,437.0,322.0,500.0,474.0,506.0,613.0,615.0,608.0,527.0,505.0,509.0,490.0,447.0,384.0,331.0,351.0,292.0,261.0,219.0
2010077,,,,111.0,82.0,87.0,48.0,59.0,52.0,39.0,44.0,33.0,38.0,45.0,40.0,70.0,95.0,137.0,174.0,171.0,163.0,188.0,175.0,133.0,196.0,143.0,173.0,153.0,143.0,116.0,185.0,188.0,190.0,213.0,227.0,176.0,213.0,194.0,197.0,176.0,128.0
30608002,,,,111.0,51.0,48.0,43.0,31.0,42.0,68.0,56.0,39.0,48.0,47.0,69.0,125.0,141.0,148.0,179.0,213.0,254.0,284.0,259.0,261.0,287.0,308.0,348.0,329.0,395.0,323.0,223.0,339.0,296.0,251.0,276.0,217.0,177.0,129.0,122.0,112.0,89.0
2010269,,,,110.0,81.0,72.0,68.0,42.0,32.0,24.0,28.0,22.0,30.0,26.0,44.0,109.0,188.0,387.0,513.0,525.0,400.0,400.0,465.0,382.0,670.0,516.0,544.0,554.0,706.0,660.0,579.0,493.0,393.0,385.0,357.0,361.0,269.0,280.0,200.0,157.0,122.0
2010119,,,,110.0,83.0,65.0,49.0,70.0,53.0,67.0,57.0,57.0,68.0,101.0,100.0,128.0,180.0,295.0,419.0,381.0,373.0,372.0,302.0,282.0,426.0,406.0,405.0,477.0,457.0,459.0,436.0,361.0,385.0,308.0,321.0,296.0,260.0,236.0,199.0,193.0,154.0
20605402,,,,109.0,73.0,50.0,38.0,50.0,49.0,19.0,22.0,17.0,30.0,34.0,48.0,87.0,173.0,342.0,460.0,465.0,437.0,445.0,439.0,356.0,510.0,533.0,558.0,646.0,731.0,720.0,621.0,568.0,546.0,502.0,532.0,556.0,489.0,432.0,327.0,254.0,246.0
20403602,,,,109.0,83.0,67.0,62.0,68.0,52.0,51.0,29.0,47.0,49.0,43.0,56.0,134.0,241.0,316.0,371.0,462.0,834.0,508.0,510.0,594.0,749.0,810.0,1115.0,1153.0,1089.0,1088.0,860.0,787.0,658.0,555.0,523.0,531.0,409.0,328.0,256.0,228.0,186.0
2010166,,,,109.0,104.0,100.0,65.0,64.0,63.0,61.0,56.0,59.0,56.0,52.0,103.0,141.0,261.0,398.0,607.0,641.0,949.0,479.0,409.0,380.0,558.0,562.0,536.0,528.0,471.0,494.0,417.0,348.0,352.0,344.0,329.0,325.0,197.0,0.0,0.0,0.0,0.0
20402801,,,,108.0,97.0,68.0,51.0,53.0,63.0,77.0,46.0,81.0,69.0,68.0,109.0,138.0,236.0,291.0,378.0,442.0,331.0,233.0,224.0,288.0,308.0,327.0,260.0,281.0,281.0,296.0,279.0,246.0,236.0,234.0,230.0,248.0,223.0,201.0,200.0,181.0,151.0
2010191,,,,108.0,101.0,99.0,84.0,57.0,58.0,39.0,54.0,63.0,41.0,71.0,54.0,128.0,208.0,420.0,637.0,645.0,338.0,363.0,320.0,299.0,376.0,359.0,393.0,448.0,432.0,428.0,399.0,365.0,302.0,317.0,289.0,287.0,247.0,245.0,205.0,182.0,168.0
2010078,,,,106.0,77.0,79.0,47.0,62.0,56.0,40.0,51.0,41.0,40.0,50.0,39.0,73.0,117.0,201.0,215.0,231.0,183.0,226.0,219.0,168.0,286.0,218.0,224.0,198.0,239.0,258.0,267.0,251.0,261.0,231.0,231.0,230.0,228.0,202.0,169.0,173.0,125.0
2010193,,,,106.0,86.0,107.0,99.0,83.0,60.0,73.0,70.0,71.0,94.0,65.0,88.0,106.0,129.0,241.0,268.0,342.0,355.0,347.0,298.0,273.0,373.0,418.0,473.0,431.0,464.0,397.0,397.0,391.0,319.0,244.0,298.0,265.0,223.0,220.0,203.0,178.0,140.0
2010347,,,,104.0,105.0,55.0,55.0,39.0,29.0,28.0,27.0,28.0,23.0,43.0,47.0,65.0,118.0,156.0,220.0,280.0,345.0,385.0,414.0,275.0,392.0,457.0,456.0,419.0,476.0,508.0,439.0,409.0,363.0,349.0,291.0,304.0,296.0,254.0,212.0,177.0,133.0
2010143,,,,103.0,95.0,65.0,71.0,65.0,49.0,49.0,42.0,37.0,25.0,38.0,63.0,60.0,83.0,160.0,176.0,157.0,187.0,169.0,182.0,168.0,179.0,198.0,218.0,200.0,240.0,213.0,247.0,229.0,194.0,176.0,193.0,187.0,166.0,179.0,176.0,149.0,164.0
20602106,,,,100.0,80.0,64.0,60.0,48.0,34.0,32.0,29.0,44.0,45.0,49.0,77.0,118.0,269.0,379.0,398.0,429.0,779.0,652.0,503.0,485.0,658.0,674.0,641.0,764.0,780.0,515.0,390.0,464.0,429.0,380.0,345.0,348.0,270.0,243.0,201.0,186.0,151.0
2010121,,,,100.0,73.0,53.0,63.0,43.0,36.0,45.0,23.0,38.0,27.0,38.0,39.0,78.0,132.0,241.0,353.0,366.0,387.0,349.0,349.0,333.0,427.0,432.0,405.0,376.0,474.0,497.0,475.0,534.0,502.0,472.0,439.0,417.0,369.0,364.0,292.0,215.0,158.0
2010257,,,,96.0,66.0,41.0,38.0,22.0,30.0,24.0,21.0,22.0,25.0,31.0,27.0,78.0,86.0,111.0,172.0,184.0,299.0,342.0,256.0,197.0,258.0,308.0,265.0,278.0,326.0,329.0,231.0,255.0,222.0,233.0,236.0,221.0,210.0,161.0,141.0,128.0,99.0
2010122,,,,96.0,76.0,57.0,50.0,50.0,38.0,41.0,25.0,31.0,37.0,44.0,69.0,109.0,192.0,308.0,378.0,366.0,412.0,395.0,384.0,337.0,422.0,469.0,438.0,449.0,483.0,548.0,533.0,546.0,443.0,546.0,519.0,457.0,397.0,368.0,281.0,191.0,149.0
20605001,,,,95.0,109.0,76.0,53.0,39.0,34.0,29.0,19.0,19.0,19.0,18.0,27.0,58.0,98.0,203.0,335.0,508.0,552.0,504.0,350.0,343.0,556.0,586.0,597.0,567.0,713.0,786.0,721.0,654.0,508.0,485.0,503.0,468.0,382.0,397.0,366.0,296.0,224.0
2010201,,,,93.0,82.0,66.0,62.0,61.0,62.0,45.0,39.0,55.0,53.0,41.0,71.0,100.0,189.0,258.0,309.0,358.0,1069.0,441.0,337.0,343.0,485.0,524.0,470.0,455.0,447.0,450.0,370.0,335.0,360.0,339.0,388.0,394.0,209.0,0.0,0.0,0.0,0.0
2010223,,,,92.0,68.0,55.0,49.0,65.0,49.0,42.0,35.0,58.0,49.0,49.0,62.0,129.0,228.0,303.0,350.0,423.0,483.0,449.0,345.0,597.0,711.0,751.0,1097.0,800.0,1019.0,82.0,0.0,0.0,0.0,0.0,0.0,347.0,355.0,287.0,243.0,193.0,163.0
2010028,,,,88.0,55.0,35.0,32.0,26.0,17.0,13.0,17.0,17.0,11.0,13.0,21.0,30.0,63.0,170.0,282.0,278.0,259.0,282.0,364.0,245.0,309.0,353.0,377.0,418.0,479.0,619.0,520.0,377.0,350.0,307.0,335.0,354.0,288.0,272.0,233.0,166.0,117.0
20605401,,,,84.0,72.0,60.0,55.0,49.0,48.0,22.0,27.0,23.0,14.0,21.0,24.0,45.0,131.0,317.0,558.0,526.0,420.0,417.0,364.0,318.0,490.0,475.0,447.0,522.0,541.0,578.0,495.0,459.0,443.0,404.0,433.0,435.0,392.0,345.0,300.0,207.0,209.0
2010176,,,,84.0,54.0,54.0,58.0,37.0,40.0,31.0,39.0,34.0,32.0,41.0,31.0,56.0,90.0,224.0,327.0,317.0,377.0,368.0,262.0,203.0,329.0,338.0,364.0,403.0,364.0,311.0,293.0,262.0,255.0,244.0,226.0,202.0,200.0,152.0,112.0,109.0,86.0
20605501,,,,83.0,92.0,61.0,45.0,50.0,32.0,30.0,34.0,34.0,22.0,52.0,44.0,58.0,100.0,321.0,469.0,433.0,276.0,263.0,220.0,221.0,271.0,288.0,298.0,267.0,365.0,325.0,335.0,283.0,281.0,262.0,357.0,370.0,220.0,213.0,206.0,179.0,136.0
2010270,,,,81.0,51.0,40.0,41.0,38.0,28.0,23.0,19.0,21.0,33.0,26.0,38.0,60.0,128.0,280.0,369.0,398.0,446.0,437.0,414.0,318.0,469.0,480.0,498.0,499.0,570.0,567.0,464.0,318.0,343.0,297.0,291.0,273.0,214.0,181.0,176.0,129.0,116.0
2010221,,,,81.0,85.0,62.0,57.0,48.0,47.0,36.0,35.0,55.0,41.0,50.0,73.0,94.0,174.0,238.0,304.0,336.0,532.0,410.0,355.0,344.0,561.0,559.0,560.0,525.0,532.0,466.0,432.0,384.0,406.0,364.0,385.0,403.0,225.0,0.0,0.0,0.0,0.0
20807202,,,,81.0,84.0,68.0,36.0,32.0,47.0,49.0,29.0,26.0,36.0,42.0,42.0,69.0,105.0,239.0,302.0,396.0,543.0,373.0,335.0,294.0,390.0,478.0,397.0,388.0,371.0,452.0,353.0,245.0,341.0,362.0,278.0,303.0,282.0,231.0,262.0,212.0,163.0
2010117,,,,79.0,69.0,56.0,69.0,61.0,50.0,55.0,51.0,38.0,68.0,83.0,91.0,149.0,208.0,241.0,269.0,261.0,300.0,302.0,289.0,235.0,327.0,245.0,188.0,308.0,302.0,349.0,326.0,273.0,273.0,280.0,305.0,269.0,273.0,218.0,182.0,167.0,131.0
2010222,,,,78.0,96.0,78.0,54.0,53.0,53.0,42.0,43.0,29.0,43.0,50.0,57.0,84.0,146.0,263.0,414.0,399.0,486.0,418.0,443.0,307.0,359.0,306.0,437.0,380.0,495.0,487.0,337.0,338.0,483.0,401.0,465.0,294.0,416.0,377.0,289.0,248.0,147.0
20807201,,,,78.0,60.0,50.0,46.0,50.0,38.0,31.0,36.0,29.0,40.0,64.0,89.0,165.0,212.0,301.0,362.0,379.0,705.0,389.0,439.0,397.0,502.0,460.0,445.0,404.0,523.0,488.0,487.0,417.0,387.0,419.0,383.0,318.0,244.0,229.0,178.0,176.0,119.0
2010258,,,,77.0,58.0,39.0,27.0,36.0,23.0,34.0,20.0,19.0,23.0,19.0,44.0,85.0,114.0,200.0,256.0,296.0,278.0,288.0,224.0,202.0,306.0,294.0,293.0,317.0,251.0,269.0,222.0,204.0,183.0,185.0,206.0,170.0,168.0,157.0,132.0,118.0,103.0
2010189,,,,76.0,64.0,63.0,60.0,71.0,59.0,67.0,51.0,52.0,82.0,77.0,110.0,134.0,179.0,193.0,203.0,212.0,173.0,136.0,180.0,185.0,276.0,191.0,55.0,133.0,131.0,184.0,203.0,221.0,142.0,140.0,207.0,200.0,198.0,172.0,141.0,144.0,109.0
20501901,,,,76.0,57.0,53.0,30.0,35.0,38.0,35.0,32.0,26.0,34.0,57.0,79.0,111.0,174.0,340.0,444.0,508.0,520.0,347.0,300.0,270.0,359.0,431.0,370.0,440.0,460.0,516.0,445.0,317.0,398.0,315.0,309.0,249.0,214.0,217.0,182.0,133.0,107.0
2010146,,,,76.0,48.0,42.0,49.0,40.0,51.0,43.0,36.0,42.0,43.0,43.0,46.0,76.0,95.0,128.0,158.0,117.0,338.0,203.0,201.0,175.0,175.0,158.0,164.0,199.0,213.0,245.0,255.0,170.0,170.0,152.0,146.0,134.0,108.0,115.0,85.0,102.0,87.0
30603301,,,,76.0,43.0,42.0,31.0,52.0,39.0,29.0,27.0,24.0,25.0,29.0,46.0,73.0,180.0,319.0,456.0,365.0,438.0,378.0,302.0,278.0,327.0,362.0,533.0,420.0,425.0,395.0,225.0,176.0,255.0,245.0,205.0,209.0,218.0,177.0,144.0,119.0,99.0
2010001,,,,74.0,62.0,46.0,54.0,45.0,30.0,33.0,37.0,38.0,36.0,48.0,60.0,71.0,125.0,378.0,381.0,423.0,438.0,455.0,386.0,335.0,539.0,507.0,495.0,514.0,526.0,577.0,461.0,358.0,359.0,358.0,318.0,313.0,306.0,290.0,252.0,219.0,143.0
2010218,,,,73.0,66.0,52.0,41.0,46.0,36.0,24.0,28.0,19.0,28.0,19.0,37.0,43.0,89.0,228.0,394.0,408.0,230.0,228.0,225.0,241.0,289.0,297.0,298.0,264.0,318.0,328.0,307.0,252.0,251.0,212.0,219.0,208.0,114.0,0.0,0.0,0.0,0.0
2010030,,,,73.0,54.0,62.0,41.0,32.0,46.0,30.0,44.0,45.0,45.0,44.0,77.0,81.0,105.0,113.0,130.0,146.0,350.0,356.0,302.0,371.0,484.0,533.0,631.0,685.0,746.0,683.0,623.0,513.0,483.0,398.0,366.0,305.0,249.0,240.0,174.0,138.0,96.0
2010349,,,,70.0,66.0,35.0,53.0,36.0,26.0,22.0,27.0,21.0,13.0,23.0,44.0,53.0,102.0,208.0,273.0,240.0,271.0,279.0,276.0,205.0,279.0,299.0,303.0,316.0,387.0,415.0,306.0,280.0,276.0,246.0,281.0,205.0,204.0,203.0,153.0,117.0,94.0
2010010,,,,69.0,56.0,41.0,56.0,56.0,39.0,31.0,30.0,27.0,25.0,42.0,54.0,69.0,150.0,209.0,225.0,267.0,331.0,368.0,353.0,377.0,489.0,597.0,735.0,735.0,654.0,583.0,454.0,443.0,408.0,390.0,321.0,313.0,239.0,220.0,179.0,164.0,155.0
20602301,,,,66.0,72.0,30.0,43.0,26.0,24.0,18.0,27.0,26.0,16.0,30.0,37.0,82.0,109.0,180.0,172.0,197.0,193.0,158.0,159.0,140.0,185.0,171.0,183.0,205.0,181.0,154.0,132.0,122.0,131.0,141.0,138.0,102.0,57.0,0.0,0.0,0.0,0.0
2010177,,,,64.0,37.0,47.0,50.0,30.0,29.0,23.0,21.0,27.0,39.0,45.0,60.0,51.0,77.0,168.0,233.0,250.0,350.0,272.0,261.0,240.0,332.0,364.0,346.0,401.0,445.0,400.0,359.0,305.0,292.0,249.0,173.0,156.0,66.0,0.0,0.0,0.0,0.0
2010350,,,,64.0,51.0,55.0,38.0,33.0,22.0,22.0,20.0,18.0,18.0,17.0,36.0,90.0,113.0,220.0,288.0,255.0,271.0,258.0,217.0,168.0,268.0,271.0,305.0,286.0,262.0,236.0,235.0,193.0,189.0,181.0,192.0,190.0,175.0,153.0,145.0,109.0,95.0
2010060,,,,62.0,66.0,50.0,49.0,30.0,46.0,29.0,54.0,29.0,43.0,32.0,54.0,86.0,109.0,180.0,204.0,234.0,258.0,277.0,227.0,219.0,307.0,289.0,328.0,290.0,295.0,304.0,275.0,227.0,231.0,235.0,194.0,163.0,178.0,128.0,128.0,111.0,83.0
2010215,,,,61.0,68.0,63.0,45.0,48.0,29.0,32.0,31.0,23.0,28.0,36.0,46.0,76.0,155.0,336.0,596.0,536.0,509.0,437.0,363.0,309.0,632.0,519.0,519.0,510.0,597.0,549.0,495.0,385.0,388.0,340.0,319.0,306.0,294.0,232.0,218.0,164.0,112.0
2010082,,,,61.0,52.0,46.0,37.0,36.0,31.0,31.0,29.0,19.0,15.0,13.0,20.0,51.0,88.0,263.0,266.0,198.0,262.0,222.0,200.0,167.0,270.0,273.0,304.0,263.0,239.0,234.0,201.0,171.0,195.0,203.0,163.0,237.0,184.0,143.0,128.0,140.0,104.0
2010179,,,,60.0,42.0,55.0,32.0,36.0,36.0,22.0,18.0,21.0,29.0,31.0,51.0,83.0,133.0,346.0,568.0,500.0,471.0,383.0,338.0,287.0,447.0,474.0,456.0,616.0,695.0,629.0,510.0,369.0,371.0,354.0,293.0,285.0,217.0,217.0,166.0,136.0,85.0
2010178,,,,60.0,69.0,62.0,44.0,47.0,28.0,30.0,30.0,23.0,26.0,36.0,45.0,78.0,157.0,343.0,610.0,538.0,516.0,437.0,363.0,314.0,642.0,522.0,526.0,506.0,605.0,551.0,508.0,383.0,376.0,331.0,305.0,299.0,299.0,233.0,215.0,157.0,108.0
2010029,,,,57.0,43.0,47.0,55.0,74.0,48.0,36.0,27.0,47.0,50.0,40.0,33.0,62.0,95.0,171.0,226.0,314.0,547.0,404.0,341.0,317.0,566.0,554.0,544.0,629.0,544.0,473.0,431.0,401.0,363.0,410.0,329.0,323.0,249.0,234.0,177.0,120.0,92.0
2010113,,,,57.0,44.0,46.0,36.0,20.0,18.0,16.0,14.0,18.0,25.0,15.0,27.0,37.0,71.0,101.0,158.0,191.0,341.0,324.0,238.0,214.0,388.0,331.0,335.0,361.0,401.0,392.0,326.0,289.0,295.0,290.0,297.0,256.0,263.0,222.0,191.0,143.0,99.0
30602505,,,,55.0,40.0,27.0,20.0,21.0,17.0,13.0,6.0,11.0,9.0,12.0,29.0,46.0,88.0,207.0,300.0,265.0,57.0,99.0,169.0,121.0,105.0,52.0,75.0,149.0,352.0,256.0,209.0,184.0,167.0,176.0,166.0,137.0,145.0,135.0,136.0,111.0,82.0
2010145,,,,55.0,47.0,49.0,51.0,54.0,49.0,42.0,36.0,42.0,39.0,37.0,47.0,74.0,84.0,134.0,221.0,161.0,300.0,160.0,148.0,129.0,149.0,153.0,138.0,188.0,185.0,199.0,125.0,126.0,108.0,150.0,122.0,112.0,117.0,113.0,99.0,80.0,78.0
30608001,,,,54.0,57.0,67.0,52.0,40.0,44.0,36.0,30.0,37.0,41.0,38.0,79.0,91.0,173.0,256.0,324.0,313.0,328.0,291.0,230.0,245.0,330.0,337.0,317.0,294.0,296.0,265.0,243.0,215.0,230.0,198.0,186.0,202.0,178.0,131.0,132.0,140.0,108.0
2010332,,,,54.0,59.0,50.0,40.0,39.0,33.0,26.0,27.0,29.0,27.0,32.0,48.0,74.0,94.0,180.0,222.0,227.0,240.0,208.0,213.0,217.0,271.0,261.0,279.0,317.0,295.0,292.0,279.0,213.0,239.0,236.0,168.0,182.0,194.0,143.0,128.0,135.0,92.0
2010081,,,,52.0,43.0,32.0,36.0,24.0,29.0,17.0,17.0,6.0,15.0,13.0,18.0,46.0,94.0,209.0,254.0,185.0,248.0,200.0,290.0,169.0,256.0,230.0,255.0,330.0,275.0,308.0,273.0,197.0,206.0,174.0,172.0,164.0,166.0,142.0,111.0,97.0,96.0
20504902,,,,51.0,49.0,18.0,25.0,15.0,8.0,6.0,6.0,5.0,6.0,12.0,21.0,41.0,71.0,117.0,126.0,120.0,215.0,213.0,215.0,161.0,214.0,272.0,278.0,248.0,229.0,263.0,232.0,232.0,211.0,204.0,148.0,179.0,155.0,155.0,114.0,86.0,73.0
2010059,,,,51.0,66.0,45.0,42.0,37.0,32.0,37.0,44.0,34.0,38.0,44.0,60.0,68.0,118.0,180.0,203.0,227.0,257.0,263.0,252.0,221.0,310.0,288.0,309.0,280.0,258.0,270.0,273.0,244.0,242.0,194.0,188.0,153.0,183.0,129.0,113.0,90.0,91.0
20602701,,,,49.0,32.0,20.0,27.0,32.0,19.0,13.0,16.0,9.0,14.0,16.0,6.0,8.0,14.0,46.0,36.0,29.0,52.0,46.0,38.0,43.0,50.0,55.0,54.0,36.0,43.0,54.0,40.0,37.0,56.0,45.0,60.0,49.0,25.0,0.0,0.0,0.0,0.0
20807601,,,,44.0,33.0,36.0,31.0,16.0,16.0,20.0,16.0,18.0,19.0,35.0,30.0,39.0,58.0,93.0,191.0,157.0,181.0,186.0,145.0,128.0,192.0,212.0,177.0,204.0,304.0,298.0,283.0,233.0,195.0,199.0,155.0,171.0,206.0,152.0,102.0,112.0,103.0
2010334,,,,44.0,27.0,23.0,17.0,17.0,17.0,7.0,16.0,19.0,9.0,11.0,15.0,46.0,83.0,145.0,231.0,255.0,216.0,187.0,159.0,155.0,232.0,260.0,256.0,229.0,343.0,343.0,262.0,233.0,243.0,187.0,168.0,177.0,130.0,90.0,85.0,81.0,66.0
2010084,,,,41.0,36.0,27.0,33.0,22.0,14.0,15.0,17.0,13.0,9.0,18.0,19.0,25.0,42.0,85.0,125.0,143.0,165.0,165.0,121.0,103.0,195.0,177.0,189.0,188.0,173.0,184.0,140.0,102.0,109.0,117.0,128.0,122.0,120.0,101.0,72.0,84.0,60.0
2010333,,,,41.0,34.0,22.0,27.0,19.0,11.0,18.0,10.0,13.0,19.0,6.0,25.0,28.0,86.0,141.0,238.0,305.0,230.0,219.0,189.0,152.0,252.0,253.0,277.0,225.0,272.0,258.0,263.0,216.0,201.0,169.0,137.0,115.0,147.0,126.0,85.0,98.0,63.0
