监测点id,方向,卡口经度,卡口纬度,2017-05-05 00:00:00-2017-05-05 00:30:00,2017-05-05 00:30:00-2017-05-05 01:00:00,2017-05-05 01:00:00-2017-05-05 01:30:00,2017-05-05 01:30:00-2017-05-05 02:00:00,2017-05-05 02:00:00-2017-05-05 02:30:00,2017-05-05 02:30:00-2017-05-05 03:00:00,2017-05-05 03:00:00-2017-05-05 03:30:00,2017-05-05 03:30:00-2017-05-05 04:00:00,2017-05-05 04:00:00-2017-05-05 04:30:00,2017-05-05 04:30:00-2017-05-05 05:00:00,2017-05-05 05:00:00-2017-05-05 05:30:00,2017-05-05 05:30:00-2017-05-05 06:00:00,2017-05-05 06:00:00-2017-05-05 06:30:00,2017-05-05 06:30:00-2017-05-05 07:00:00,2017-05-05 07:00:00-2017-05-05 07:30:00,2017-05-05 07:30:00-2017-05-05 08:00:00,2017-05-05 08:00:00-2017-05-05 08:30:00,2017-05-05 10:30:00-2017-05-05 11:00:00,2017-05-05 11:00:00-2017-05-05 11:30:00,2017-05-05 12:00:00-2017-05-05 12:30:00,2017-05-05 12:30:00-2017-05-05 13:00:00,2017-05-05 14:00:00-2017-05-05 14:30:00,2017-05-05 15:00:00-2017-05-05 15:30:00,2017-05-05 15:30:00-2017-05-05 16:00:00,2017-05-05 16:30:00-2017-05-05 17:00:00,2017-05-05 17:30:00-2017-05-05 18:00:00,2017-05-05 18:00:00-2017-05-05 18:30:00,2017-05-05 18:30:00-2017-05-05 19:00:00,2017-05-05 19:00:00-2017-05-05 19:30:00,2017-05-05 19:30:00-2017-05-05 20:00:00,2017-05-05 20:00:00-2017-05-05 20:30:00,2017-05-05 20:30:00-2017-05-05 21:00:00,2017-05-05 21:00:00-2017-05-05 21:30:00,2017-05-05 21:30:00-2017-05-05 22:00:00,2017-05-05 22:00:00-2017-05-05 22:30:00,2017-05-05 22:30:00-2017-05-05 23:00:00,2017-05-05 23:00:00-2017-05-05 23:30:00,2017-05-05 23:30:00-2017-05-06 00:00:00
30606704,,,,352.0,282.0,251.0,177.0,157.0,140.0,119.0,123.0,120.0,139.0,155.0,131.0,414.0,1053.0,1181.0,968.0,1549.0,898.0,940.0,2283.0,1979.0,673.0,853.0,1134.0,1030.0,1245.0,1287.0,1228.0,2164.0,2102.0,2093.0,2087.0,1999.0,1598.0,1070.0,903.0,689.0,565.0
20504604,,,,333.0,320.0,230.0,239.0,216.0,170.0,178.0,181.0,178.0,224.0,226.0,292.0,406.0,595.0,1211.0,1675.0,1799.0,912.0,719.0,4143.0,3086.0,822.0,872.0,738.0,1055.0,3425.0,3415.0,1325.0,1202.0,1141.0,1182.0,1166.0,1068.0,978.0,962.0,853.0,760.0,583.0
2010363,,,,327.0,249.0,202.0,185.0,154.0,110.0,98.0,102.0,97.0,95.0,135.0,218.0,343.0,477.0,767.0,928.0,1056.0,1188.0,1180.0,1335.0,1097.0,1576.0,1565.0,1820.0,1907.0,1825.0,1560.0,1273.0,1263.0,1494.0,1459.0,1200.0,1053.0,922.0,836.0,767.0,639.0,468.0
20602405,,,,320.0,318.0,253.0,261.0,258.0,211.0,188.0,227.0,186.0,222.0,229.0,285.0,309.0,437.0,583.0,781.0,936.0,972.0,961.0,700.0,769.0,979.0,1013.0,914.0,926.0,821.0,823.0,837.0,753.0,554.0,600.0,588.0,539.0,449.0,547.0,432.0,460.0,383.0
2010216,,,,295.0,242.0,194.0,178.0,178.0,136.0,154.0,122.0,105.0,133.0,152.0,174.0,294.0,450.0,753.0,795.0,774.0,739.0,821.0,679.0,655.0,723.0,768.0,739.0,674.0,550.0,575.0,576.0,500.0,567.0,623.0,665.0,713.0,374.0,0.0,0.0,0.0,0.0
2010198,,,,285.0,304.0,228.0,198.0,196.0,176.0,149.0,152.0,134.0,137.0,137.0,182.0,295.0,466.0,739.0,955.0,1072.0,1393.0,1346.0,1020.0,1083.0,1472.0,1305.0,1272.0,1180.0,1210.0,1186.0,982.0,968.0,1149.0,1104.0,1110.0,1091.0,500.0,0.0,0.0,0.0,0.0
20502003,,,,284.0,201.0,186.0,125.0,122.0,105.0,90.0,75.0,74.0,71.0,112.0,157.0,186.0,837.0,1000.0,944.0,1035.0,1111.0,1116.0,1005.0,1138.0,1319.0,1320.0,1265.0,1433.0,591.0,665.0,438.0,909.0,1130.0,1070.0,1087.0,937.0,856.0,823.0,687.0,496.0,402.0
2010342,,,,270.0,181.0,154.0,126.0,114.0,105.0,115.0,86.0,91.0,85.0,102.0,151.0,198.0,392.0,670.0,792.0,818.0,895.0,832.0,722.0,783.0,924.0,851.0,917.0,921.0,1002.0,978.0,869.0,970.0,863.0,814.0,755.0,692.0,649.0,585.0,560.0,444.0,345.0
2010277,,,,262.0,205.0,156.0,140.0,100.0,89.0,73.0,47.0,80.0,62.0,87.0,124.0,163.0,322.0,535.0,805.0,799.0,2253.0,1099.0,1007.0,848.0,1105.0,1112.0,1079.0,936.0,1183.0,1096.0,1107.0,950.0,724.0,893.0,808.0,749.0,690.0,640.0,537.0,407.0,347.0
2010025,,,,253.0,200.0,125.0,125.0,107.0,101.0,90.0,81.0,85.0,81.0,87.0,128.0,223.0,398.0,642.0,835.0,789.0,676.0,638.0,718.0,612.0,851.0,915.0,885.0,959.0,948.0,858.0,843.0,828.0,790.0,746.0,747.0,655.0,517.0,547.0,459.0,376.0,318.0
20504901,,,,250.0,184.0,157.0,114.0,119.0,95.0,85.0,72.0,62.0,55.0,51.0,81.0,116.0,258.0,491.0,835.0,814.0,733.0,663.0,675.0,591.0,806.0,814.0,780.0,889.0,835.0,837.0,802.0,787.0,821.0,804.0,765.0,739.0,722.0,617.0,591.0,502.0,398.0
30606709,,,,241.0,209.0,181.0,114.0,101.0,102.0,79.0,58.0,48.0,52.0,66.0,75.0,122.0,283.0,532.0,887.0,1168.0,1062.0,1109.0,2382.0,880.0,1293.0,982.0,1561.0,1826.0,1755.0,1567.0,1303.0,857.0,795.0,772.0,699.0,681.0,661.0,690.0,598.0,496.0,490.0
2010278,,,,236.0,177.0,159.0,146.0,93.0,100.0,79.0,82.0,74.0,75.0,91.0,150.0,238.0,412.0,635.0,822.0,862.0,4414.0,932.0,829.0,824.0,1133.0,1149.0,1114.0,1083.0,1133.0,1097.0,867.0,814.0,832.0,744.0,808.0,742.0,704.0,621.0,445.0,411.0,328.0
2010213,,,,236.0,180.0,171.0,130.0,111.0,114.0,87.0,119.0,94.0,85.0,61.0,25.0,155.0,237.0,573.0,847.0,876.0,1547.0,961.0,706.0,657.0,932.0,911.0,998.0,966.0,996.0,810.0,626.0,700.0,632.0,654.0,643.0,630.0,309.0,0.0,0.0,0.0,0.0
20602102,,,,234.0,168.0,137.0,118.0,92.0,95.0,66.0,72.0,56.0,83.0,70.0,119.0,256.0,541.0,1499.0,1635.0,1275.0,1690.0,1020.0,918.0,1019.0,1273.0,1442.0,1370.0,1326.0,1492.0,1552.0,1421.0,1085.0,1046.0,980.0,867.0,745.0,646.0,565.0,493.0,417.0,376.0
2010341,,,,233.0,198.0,168.0,136.0,102.0,105.0,98.0,65.0,91.0,84.0,64.0,144.0,270.0,577.0,854.0,1091.0,1160.0,1123.0,1080.0,917.0,915.0,1248.0,1167.0,1217.0,1264.0,1134.0,1144.0,1085.0,920.0,926.0,918.0,888.0,691.0,688.0,633.0,531.0,437.0,352.0
2010337,,,,231.0,177.0,125.0,101.0,79.0,80.0,59.0,57.0,50.0,21.0,52.0,59.0,100.0,150.0,247.0,388.0,426.0,524.0,507.0,454.0,449.0,512.0,672.0,610.0,713.0,780.0,810.0,893.0,802.0,832.0,758.0,660.0,659.0,681.0,662.0,557.0,454.0,354.0
20602403,,,,231.0,223.0,181.0,169.0,177.0,123.0,142.0,143.0,127.0,137.0,153.0,160.0,261.0,309.0,448.0,566.0,708.0,671.0,470.0,620.0,628.0,648.0,669.0,614.0,667.0,775.0,768.0,759.0,602.0,622.0,582.0,612.0,487.0,479.0,450.0,423.0,382.0,294.0
30606002,,,,230.0,215.0,154.0,151.0,157.0,117.0,125.0,139.0,150.0,196.0,145.0,187.0,281.0,343.0,415.0,501.0,556.0,688.0,754.0,740.0,785.0,854.0,878.0,863.0,806.0,838.0,756.0,792.0,758.0,748.0,739.0,678.0,642.0,561.0,547.0,454.0,357.0,339.0
20605101,,,,227.0,159.0,138.0,127.0,110.0,86.0,101.0,58.0,52.0,52.0,43.0,78.0,134.0,226.0,378.0,604.0,638.0,623.0,599.0,536.0,485.0,670.0,675.0,724.0,764.0,714.0,713.0,691.0,602.0,606.0,606.0,542.0,529.0,561.0,458.0,448.0,352.0,351.0
20602104,,,,223.0,153.0,130.0,121.0,101.0,90.0,81.0,79.0,72.0,84.0,80.0,149.0,253.0,404.0,662.0,710.0,702.0,794.0,874.0,748.0,797.0,1040.0,671.0,1726.0,1893.0,1262.0,1258.0,1071.0,924.0,855.0,772.0,741.0,646.0,548.0,504.0,417.0,364.0,315.0
2010345,,,,222.0,178.0,165.0,124.0,138.0,109.0,85.0,90.0,81.0,85.0,83.0,101.0,180.0,269.0,499.0,608.0,607.0,825.0,741.0,689.0,616.0,740.0,846.0,781.0,813.0,979.0,998.0,834.0,729.0,697.0,708.0,655.0,536.0,505.0,527.0,509.0,374.0,325.0
2010205,,,,222.0,176.0,162.0,139.0,124.0,94.0,93.0,106.0,88.0,95.0,130.0,134.0,232.0,364.0,627.0,901.0,923.0,850.0,863.0,692.0,714.0,963.0,959.0,899.0,890.0,972.0,912.0,880.0,797.0,825.0,759.0,741.0,713.0,361.0,0.0,0.0,0.0,0.0
20606606,,,,219.0,172.0,130.0,124.0,92.0,85.0,98.0,97.0,99.0,94.0,95.0,177.0,267.0,376.0,450.0,527.0,569.0,673.0,672.0,700.0,612.0,771.0,758.0,797.0,820.0,1126.0,1091.0,848.0,704.0,662.0,608.0,590.0,554.0,425.0,415.0,342.0,247.0,230.0
2010358,,,,212.0,140.0,99.0,70.0,68.0,61.0,48.0,40.0,41.0,34.0,32.0,55.0,76.0,180.0,332.0,706.0,698.0,835.0,442.0,396.0,322.0,464.0,505.0,516.0,537.0,514.0,479.0,489.0,502.0,453.0,464.0,445.0,397.0,228.0,0.0,0.0,0.0,0.0
2010190,,,,208.0,205.0,140.0,94.0,117.0,88.0,68.0,84.0,75.0,75.0,93.0,154.0,239.0,276.0,431.0,498.0,658.0,710.0,619.0,599.0,578.0,749.0,663.0,767.0,816.0,1177.0,1142.0,1011.0,839.0,722.0,710.0,766.0,653.0,700.0,513.0,480.0,350.0,299.0
30606710,,,,205.0,178.0,129.0,102.0,94.0,97.0,65.0,70.0,63.0,80.0,88.0,139.0,336.0,897.0,1428.0,1560.0,1606.0,801.0,762.0,1600.0,1416.0,942.0,626.0,1047.0,1562.0,2137.0,2016.0,1568.0,1533.0,1681.0,1728.0,1600.0,1608.0,1684.0,813.0,563.0,430.0,329.0
2010026,,,,196.0,181.0,156.0,143.0,126.0,98.0,100.0,72.0,74.0,63.0,88.0,110.0,169.0,246.0,457.0,675.0,654.0,793.0,806.0,770.0,699.0,818.0,824.0,796.0,701.0,859.0,1014.0,874.0,911.0,797.0,765.0,708.0,628.0,613.0,606.0,488.0,458.0,347.0
20606602,,,,196.0,170.0,115.0,112.0,96.0,82.0,65.0,61.0,81.0,94.0,95.0,146.0,344.0,771.0,1179.0,1207.0,1058.0,959.0,698.0,780.0,897.0,1091.0,905.0,1006.0,1027.0,1139.0,1108.0,918.0,770.0,771.0,692.0,694.0,654.0,534.0,529.0,412.0,338.0,258.0
20605202,,,,196.0,146.0,147.0,123.0,95.0,98.0,78.0,79.0,73.0,97.0,103.0,97.0,176.0,264.0,480.0,716.0,739.0,612.0,547.0,538.0,445.0,617.0,610.0,621.0,628.0,687.0,651.0,631.0,601.0,543.0,597.0,601.0,648.0,714.0,537.0,528.0,431.0,299.0
20602406,,,,192.0,198.0,222.0,203.0,213.0,175.0,205.0,205.0,217.0,267.0,297.0,316.0,180.0,403.0,426.0,496.0,501.0,688.0,671.0,543.0,600.0,723.0,793.0,862.0,914.0,827.0,894.0,591.0,514.0,476.0,431.0,352.0,351.0,340.0,301.0,293.0,265.0,221.0
2010202,,,,189.0,195.0,134.0,134.0,142.0,101.0,94.0,103.0,109.0,150.0,126.0,70.0,248.0,316.0,275.0,433.0,519.0,591.0,641.0,658.0,718.0,794.0,636.0,872.0,730.0,749.0,734.0,506.0,608.0,631.0,655.0,579.0,580.0,488.0,500.0,360.0,310.0,283.0
30701902,,,,188.0,185.0,146.0,114.0,87.0,88.0,71.0,77.0,75.0,55.0,84.0,92.0,218.0,390.0,739.0,935.0,917.0,847.0,795.0,690.0,652.0,979.0,1032.0,1051.0,960.0,945.0,864.0,729.0,708.0,670.0,646.0,621.0,566.0,542.0,447.0,358.0,350.0,270.0
20602404,,,,187.0,212.0,187.0,185.0,199.0,145.0,131.0,144.0,137.0,191.0,174.0,279.0,368.0,450.0,621.0,660.0,760.0,756.0,545.0,670.0,684.0,881.0,933.0,945.0,915.0,1035.0,1041.0,958.0,791.0,763.0,765.0,640.0,552.0,531.0,465.0,393.0,337.0,303.0
2010194,,,,185.0,161.0,125.0,138.0,116.0,94.0,110.0,108.0,130.0,162.0,101.0,123.0,173.0,198.0,232.0,288.0,333.0,419.0,452.0,440.0,455.0,473.0,566.0,577.0,531.0,565.0,452.0,436.0,460.0,466.0,443.0,401.0,401.0,405.0,370.0,337.0,246.0,232.0
2010353,,,,182.0,132.0,114.0,100.0,107.0,76.0,79.0,73.0,73.0,66.0,69.0,118.0,151.0,300.0,459.0,625.0,638.0,475.0,488.0,420.0,417.0,572.0,470.0,368.0,405.0,405.0,354.0,398.0,422.0,459.0,463.0,437.0,444.0,387.0,417.0,344.0,320.0,258.0
20300701,,,,179.0,156.0,108.0,82.0,81.0,70.0,64.0,50.0,51.0,55.0,60.0,102.0,136.0,201.0,421.0,790.0,880.0,734.0,670.0,516.0,487.0,623.0,710.0,658.0,690.0,799.0,865.0,728.0,567.0,620.0,580.0,575.0,523.0,505.0,464.0,425.0,342.0,295.0
20605102,,,,179.0,153.0,136.0,136.0,100.0,91.0,87.0,78.0,58.0,46.0,58.0,44.0,95.0,180.0,374.0,520.0,633.0,663.0,654.0,543.0,425.0,649.0,632.0,667.0,673.0,569.0,585.0,565.0,494.0,551.0,522.0,561.0,487.0,437.0,458.0,350.0,326.0,296.0
2010211,,,,179.0,128.0,113.0,87.0,87.0,63.0,53.0,50.0,47.0,53.0,57.0,101.0,172.0,261.0,545.0,736.0,813.0,678.0,671.0,618.0,523.0,812.0,824.0,808.0,839.0,839.0,856.0,739.0,571.0,586.0,539.0,562.0,572.0,290.0,0.0,0.0,0.0,0.0
2010182,,,,175.0,138.0,107.0,99.0,91.0,72.0,71.0,62.0,57.0,60.0,80.0,102.0,171.0,242.0,441.0,716.0,783.0,761.0,660.0,604.0,527.0,734.0,771.0,716.0,771.0,719.0,702.0,592.0,551.0,542.0,555.0,566.0,515.0,468.0,448.0,396.0,297.0,267.0
20606604,,,,173.0,139.0,109.0,90.0,90.0,68.0,52.0,47.0,70.0,76.0,85.0,134.0,356.0,726.0,1110.0,1091.0,965.0,884.0,712.0,669.0,820.0,974.0,797.0,866.0,885.0,971.0,953.0,727.0,679.0,662.0,613.0,593.0,590.0,447.0,463.0,375.0,309.0,210.0
2010357,,,,171.0,156.0,103.0,76.0,83.0,60.0,56.0,49.0,35.0,37.0,41.0,56.0,114.0,237.0,411.0,474.0,375.0,874.0,441.0,395.0,364.0,473.0,453.0,512.0,548.0,535.0,676.0,653.0,570.0,514.0,507.0,464.0,444.0,226.0,0.0,0.0,0.0,0.0
2010124,,,,170.0,133.0,87.0,42.0,39.0,54.0,38.0,24.0,24.0,31.0,36.0,79.0,230.0,639.0,1899.0,1460.0,1615.0,741.0,560.0,456.0,510.0,727.0,647.0,618.0,640.0,674.0,561.0,533.0,461.0,472.0,457.0,396.0,383.0,355.0,289.0,340.0,312.0,310.0
2010343,,,,169.0,142.0,107.0,128.0,115.0,88.0,60.0,58.0,49.0,45.0,39.0,70.0,121.0,199.0,379.0,441.0,545.0,499.0,480.0,426.0,342.0,492.0,476.0,517.0,503.0,579.0,615.0,520.0,453.0,442.0,454.0,403.0,393.0,397.0,403.0,317.0,284.0,191.0
20606605,,,,168.0,157.0,124.0,100.0,107.0,96.0,88.0,98.0,84.0,70.0,137.0,175.0,214.0,344.0,606.0,836.0,902.0,759.0,697.0,571.0,549.0,732.0,950.0,763.0,738.0,732.0,764.0,660.0,583.0,584.0,492.0,528.0,481.0,433.0,407.0,333.0,267.0,238.0
2010346,,,,167.0,133.0,115.0,98.0,103.0,92.0,88.0,72.0,79.0,88.0,82.0,152.0,241.0,351.0,535.0,806.0,800.0,652.0,663.0,555.0,514.0,719.0,693.0,690.0,726.0,778.0,726.0,776.0,729.0,641.0,607.0,549.0,539.0,519.0,376.0,395.0,316.0,257.0
20606601,,,,167.0,161.0,143.0,112.0,86.0,89.0,72.0,61.0,55.0,55.0,70.0,133.0,194.0,294.0,509.0,748.0,1014.0,893.0,884.0,752.0,712.0,960.0,984.0,1058.0,1175.0,1319.0,1407.0,1234.0,753.0,623.0,567.0,566.0,550.0,513.0,505.0,457.0,394.0,295.0
2010200,,,,166.0,168.0,141.0,104.0,115.0,71.0,83.0,84.0,68.0,79.0,73.0,92.0,181.0,274.0,471.0,625.0,770.0,2045.0,914.0,673.0,601.0,994.0,853.0,733.0,785.0,783.0,842.0,677.0,547.0,726.0,658.0,704.0,673.0,311.0,0.0,0.0,0.0,0.0
2010165,,,,165.0,117.0,99.0,98.0,65.0,45.0,60.0,49.0,36.0,51.0,41.0,48.0,75.0,105.0,229.0,331.0,368.0,602.0,569.0,443.0,425.0,564.0,518.0,569.0,607.0,582.0,634.0,627.0,554.0,510.0,433.0,513.0,385.0,344.0,386.0,363.0,276.0,250.0
2010378,,,,165.0,117.0,112.0,124.0,106.0,69.0,95.0,91.0,75.0,33.0,27.0,27.0,36.0,28.0,38.0,41.0,56.0,503.0,134.0,109.0,113.0,112.0,125.0,137.0,158.0,145.0,132.0,137.0,132.0,136.0,123.0,129.0,137.0,104.0,118.0,98.0,115.0,135.0
2010377,,,,159.0,115.0,111.0,125.0,85.0,64.0,88.0,83.0,60.0,28.0,26.0,22.0,25.0,16.0,17.0,24.0,28.0,420.0,91.0,75.0,75.0,87.0,98.0,102.0,126.0,121.0,109.0,98.0,103.0,116.0,108.0,111.0,117.0,95.0,100.0,89.0,112.0,120.0
2010156,,,,159.0,131.0,127.0,107.0,100.0,77.0,81.0,66.0,74.0,88.0,82.0,121.0,148.0,194.0,340.0,434.0,489.0,1082.0,562.0,469.0,483.0,588.0,659.0,686.0,671.0,674.0,604.0,623.0,521.0,530.0,440.0,443.0,414.0,193.0,0.0,0.0,0.0,0.0
2010338,,,,159.0,112.0,86.0,67.0,61.0,47.0,43.0,46.0,34.0,57.0,55.0,71.0,198.0,548.0,1014.0,1081.0,1002.0,646.0,591.0,424.0,446.0,666.0,630.0,606.0,554.0,633.0,581.0,499.0,451.0,514.0,449.0,445.0,441.0,398.0,369.0,360.0,285.0,234.0
2010219,,,,157.0,87.0,101.0,80.0,71.0,64.0,80.0,91.0,71.0,85.0,72.0,59.0,123.0,178.0,236.0,288.0,319.0,381.0,400.0,366.0,404.0,474.0,442.0,506.0,515.0,574.0,360.0,295.0,468.0,467.0,372.0,387.0,358.0,179.0,0.0,0.0,0.0,0.0
30707902,,,,157.0,137.0,103.0,83.0,80.0,56.0,47.0,41.0,46.0,33.0,37.0,57.0,125.0,228.0,491.0,520.0,535.0,503.0,495.0,428.0,434.0,570.0,636.0,553.0,502.0,480.0,507.0,541.0,479.0,449.0,503.0,439.0,466.0,397.0,346.0,348.0,215.0,188.0
2010184,,,,156.0,110.0,101.0,104.0,73.0,58.0,69.0,73.0,70.0,58.0,74.0,74.0,108.0,191.0,367.0,574.0,564.0,545.0,587.0,496.0,517.0,590.0,626.0,570.0,537.0,636.0,609.0,587.0,550.0,567.0,536.0,504.0,455.0,402.0,386.0,316.0,247.0,223.0
2010144,,,,155.0,133.0,121.0,95.0,94.0,87.0,76.0,72.0,53.0,63.0,80.0,115.0,131.0,265.0,363.0,433.0,369.0,279.0,222.0,220.0,230.0,283.0,286.0,331.0,287.0,267.0,297.0,244.0,222.0,243.0,241.0,232.0,226.0,234.0,207.0,226.0,197.0,177.0
2010163,,,,155.0,138.0,98.0,97.0,88.0,77.0,76.0,86.0,75.0,95.0,110.0,112.0,201.0,268.0,381.0,429.0,454.0,613.0,526.0,508.0,558.0,655.0,704.0,808.0,608.0,648.0,607.0,516.0,428.0,494.0,453.0,468.0,401.0,371.0,376.0,300.0,292.0,218.0
2010220,,,,153.0,128.0,113.0,93.0,88.0,66.0,77.0,71.0,76.0,82.0,78.0,96.0,109.0,115.0,161.0,204.0,204.0,434.0,415.0,398.0,403.0,476.0,546.0,504.0,500.0,481.0,519.0,447.0,391.0,378.0,375.0,400.0,385.0,206.0,0.0,0.0,0.0,0.0
2010195,,,,153.0,141.0,133.0,96.0,85.0,64.0,78.0,73.0,62.0,63.0,55.0,88.0,123.0,171.0,267.0,346.0,430.0,697.0,576.0,428.0,423.0,717.0,658.0,662.0,598.0,623.0,604.0,574.0,512.0,536.0,525.0,587.0,570.0,443.0,419.0,452.0,352.0,278.0
2010268,,,,151.0,134.0,87.0,81.0,73.0,44.0,58.0,52.0,48.0,54.0,72.0,58.0,100.0,150.0,316.0,474.0,520.0,706.0,747.0,596.0,471.0,701.0,773.0,797.0,810.0,803.0,775.0,682.0,638.0,550.0,561.0,537.0,453.0,397.0,383.0,277.0,239.0,210.0
2010273,,,,151.0,146.0,127.0,84.0,65.0,53.0,35.0,54.0,44.0,45.0,64.0,72.0,120.0,234.0,343.0,556.0,595.0,786.0,747.0,557.0,535.0,723.0,789.0,798.0,876.0,846.0,676.0,599.0,540.0,582.0,580.0,548.0,457.0,414.0,343.0,329.0,262.0,239.0
2010276,,,,150.0,104.0,82.0,67.0,65.0,40.0,26.0,34.0,31.0,46.0,40.0,60.0,89.0,184.0,341.0,466.0,503.0,563.0,563.0,440.0,446.0,624.0,700.0,650.0,636.0,664.0,743.0,589.0,587.0,489.0,442.0,503.0,412.0,406.0,312.0,266.0,227.0,215.0
20602601,,,,148.0,150.0,115.0,132.0,97.0,90.0,58.0,87.0,69.0,69.0,77.0,87.0,96.0,180.0,491.0,390.0,358.0,433.0,306.0,280.0,243.0,326.0,296.0,310.0,351.0,437.0,407.0,353.0,290.0,256.0,326.0,329.0,288.0,152.0,0.0,0.0,0.0,0.0
20602103,,,,147.0,143.0,98.0,95.0,73.0,74.0,56.0,58.0,51.0,55.0,70.0,79.0,154.0,303.0,553.0,907.0,1403.0,737.0,778.0,751.0,727.0,1049.0,648.0,1527.0,1935.0,1187.0,983.0,877.0,545.0,652.0,685.0,591.0,523.0,491.0,464.0,363.0,319.0,267.0
2010331,,,,147.0,153.0,125.0,92.0,85.0,91.0,74.0,60.0,59.0,65.0,66.0,94.0,105.0,189.0,427.0,645.0,656.0,780.0,841.0,631.0,598.0,763.0,796.0,707.0,784.0,938.0,865.0,840.0,752.0,642.0,652.0,590.0,560.0,513.0,494.0,397.0,341.0,258.0
2010167,,,,146.0,91.0,88.0,70.0,59.0,53.0,70.0,60.0,59.0,59.0,24.0,5.0,8.0,1.0,4.0,0.0,41.0,319.0,11.0,4.0,69.0,197.0,147.0,241.0,323.0,199.0,149.0,59.0,92.0,327.0,360.0,342.0,292.0,125.0,0.0,0.0,0.0,0.0
2010354,,,,145.0,137.0,105.0,105.0,89.0,62.0,77.0,59.0,63.0,80.0,79.0,99.0,104.0,176.0,253.0,300.0,318.0,379.0,350.0,352.0,280.0,410.0,396.0,401.0,403.0,423.0,479.0,467.0,423.0,404.0,366.0,356.0,427.0,328.0,322.0,288.0,239.0,214.0
2010031,,,,144.0,133.0,132.0,94.0,85.0,66.0,75.0,75.0,59.0,61.0,60.0,91.0,126.0,171.0,270.0,345.0,432.0,699.0,585.0,440.0,420.0,736.0,640.0,649.0,603.0,620.0,621.0,582.0,527.0,534.0,533.0,574.0,581.0,442.0,411.0,435.0,340.0,273.0
20504801,,,,143.0,116.0,96.0,83.0,79.0,58.0,52.0,48.0,49.0,41.0,47.0,72.0,111.0,200.0,273.0,333.0,399.0,323.0,363.0,269.0,255.0,335.0,353.0,350.0,387.0,382.0,354.0,320.0,310.0,325.0,293.0,296.0,311.0,256.0,286.0,257.0,190.0,200.0
2010199,,,,142.0,162.0,118.0,123.0,117.0,92.0,103.0,87.0,99.0,128.0,91.0,2.0,131.0,277.0,241.0,315.0,442.0,567.0,545.0,575.0,664.0,716.0,798.0,1037.0,891.0,886.0,778.0,528.0,223.0,608.0,561.0,567.0,561.0,269.0,0.0,0.0,0.0,0.0
30605901,,,,141.0,144.0,116.0,124.0,101.0,87.0,79.0,109.0,84.0,96.0,104.0,117.0,149.0,197.0,248.0,287.0,241.0,381.0,380.0,360.0,354.0,343.0,350.0,362.0,359.0,342.0,354.0,319.0,300.0,259.0,368.0,359.0,321.0,328.0,309.0,252.0,261.0,216.0
2010185,,,,139.0,112.0,100.0,76.0,76.0,54.0,73.0,64.0,52.0,63.0,83.0,107.0,188.0,258.0,464.0,501.0,525.0,534.0,569.0,582.0,475.0,599.0,578.0,637.0,650.0,647.0,630.0,525.0,458.0,445.0,468.0,507.0,537.0,478.0,440.0,342.0,289.0,205.0
2010267,,,,138.0,125.0,94.0,67.0,72.0,67.0,52.0,34.0,41.0,40.0,62.0,100.0,162.0,262.0,426.0,628.0,725.0,837.0,741.0,572.0,550.0,864.0,897.0,990.0,833.0,826.0,703.0,659.0,682.0,624.0,547.0,499.0,513.0,434.0,410.0,334.0,235.0,217.0
30707901,,,,137.0,113.0,85.0,68.0,59.0,53.0,38.0,44.0,27.0,38.0,40.0,57.0,91.0,198.0,389.0,496.0,478.0,492.0,467.0,496.0,413.0,546.0,576.0,649.0,598.0,586.0,640.0,558.0,488.0,438.0,387.0,408.0,375.0,320.0,320.0,276.0,214.0,155.0
2010154,,,,136.0,128.0,86.0,74.0,69.0,65.0,69.0,57.0,58.0,57.0,68.0,94.0,153.0,202.0,349.0,545.0,508.0,912.0,475.0,442.0,418.0,583.0,509.0,522.0,563.0,538.0,480.0,461.0,460.0,461.0,427.0,405.0,370.0,203.0,0.0,0.0,0.0,0.0
20605201,,,,136.0,126.0,87.0,72.0,59.0,57.0,40.0,46.0,39.0,37.0,34.0,85.0,121.0,265.0,539.0,503.0,533.0,517.0,502.0,401.0,361.0,471.0,545.0,564.0,623.0,698.0,739.0,728.0,692.0,555.0,457.0,433.0,404.0,342.0,405.0,371.0,266.0,216.0
20504802,,,,135.0,117.0,118.0,94.0,59.0,61.0,52.0,58.0,48.0,57.0,50.0,66.0,77.0,148.0,182.0,213.0,161.0,268.0,246.0,244.0,224.0,273.0,285.0,286.0,265.0,313.0,257.0,337.0,368.0,337.0,313.0,268.0,250.0,273.0,256.0,263.0,212.0,185.0
2010061,,,,134.0,113.0,86.0,74.0,67.0,48.0,62.0,46.0,55.0,48.0,65.0,110.0,144.0,206.0,337.0,0.0,0.0,408.0,446.0,427.0,390.0,589.0,562.0,585.0,608.0,667.0,703.0,693.0,521.0,446.0,485.0,434.0,396.0,344.0,322.0,238.0,219.0,215.0
20605502,,,,134.0,82.0,68.0,45.0,47.0,52.0,48.0,37.0,42.0,59.0,67.0,108.0,285.0,479.0,661.0,668.0,465.0,435.0,412.0,444.0,403.0,498.0,428.0,437.0,549.0,564.0,594.0,512.0,428.0,423.0,455.0,473.0,419.0,351.0,298.0,257.0,225.0,171.0
